"Agency","Fiscal_Year","Program_Name","Gaa1","raa7","raa6"
"USAID","2024","598-003 HEALTH PRIORITIES FOR SERVICES AND POLICIES","No","",""
"USAID","2024","598-005 REINFORCEMENT OF REGIONAL TRENDS THAT DEEPEN DEMOCRACY","No","",""
"USAID","2024","598-008 FIELD SUPPORT TRANSFERS TO CENTRAL BUREAUS","No","",""
"USAID","2024","598-014 SUPPORT PROGRAM DEVELOPMENT AND ASSISTANCE","No","",""
"USAID","2024","598-017 Enabling Environment for Market Access Strengthened","No","",""
"USAID","2024","598-020 PROGRAM DEVELOPMENT AND LEARNING","No","",""
"USAID","2024","598-021 ADVANCING DEVELOPMENT COOPERATION OPPORTUNITIES","No","",""
"USAID","2024","598-022 IMPROVED CONSERVATION OF THE REGION'S BIOLOGICAL RESOURCES","No","",""
"USAID","2024","598-023 REGIONAL INITIATIVES TO IMPROVE EDUCATION AND TRAINING","No","",""
"USAID","2024","603-002 Expanded Coverage of Essential Health Services","No","",""
"USAID","2024","603-004 Foster a Healthier Society","No","",""
"USAID","2024","605-001 Reduce the Rate of Forest Degradation and Loss of Biodiversi","No","",""
"USAID","2024","608-005 INCREASED OPPORTUNITIES FOR DOMESTIC & FOREIGN INVESTMENT","No","",""
"USAID","2024","608-006 IMPROVED WATER RESOURCES MANAGEMENT IN THE SOUSS-MASSA RIVER","No","",""
"USAID","2024","608-011 SO1: Moroccan Economy Successfully Responding to New Opportu","No","",""
"USAID","2024","611-003 INCREASED USE OF INT. CHILD & REPR. HEALTH & HIV/","No","",""
"USAID","2024","611-005 INCREASED PRIVATE SECTOR COMPETITIVENESS IN AGRICULTURE","No","",""
"USAID","2024","611-007 IMPROVED HEALTH OF ZAMBIANS","No","",""
"USAID","2024","611-009 REDUCED HIV/AIDS IMPACT THROUGH MULTISECTORAL RESPONSE","No","",""
"USAID","2024","612-006 SUSTAINABLE INCREASES IN RURAL INCOMES","No","",""
"USAID","2024","612-008 BEHAVIORS ADOPTED THAT REDUCE FERTILITY AND RISK O","No","",""
"USAID","2024","612-009 IMPROVED QUALITY AND EFFICIENCY OF BASIC EDUCATION","No","",""
"USAID","2024","613-008 ENHANCED CITIZENS' PARTICIPATION IN ECONOMIC & POLIT","No","",""
"USAID","2024","615-003 REDUCED FERTILITY & RISK OF HIV/AIDS TRANS. THRU SUSTAI","No","",""
"USAID","2024","615-005 Improved NRM in Targeted Biodiverse Areas by/for Stakeholder","No","",""
"USAID","2024","615-006 SUSTAINBLE REFORMS & ACCOUNTABLE GOVERNANCE STRENG","No","",""
"USAID","2024","615-007 Increased rural household incomes","No","",""
"USAID","2024","615-008 Improved Access to Quality Education","No","",""
"USAID","2024","617-001 INCREASED RURAL HOUSEHOLD INCOME","No","",""
"USAID","2024","617-007 EXPANDED SUSTAINABLE ECONOMIC OPPORTUNITIES FOR RURAL SECTOR","No","",""
"USAID","2024","617-008 IMPROVED HUMAN CAPACITY","No","",""
"USAID","2024","620-007 STRENGTHN INSTTNL CAPCTY FOR ECON REFRM & ENHNCE CAP","No","",""
"USAID","2024","620-011 SO11: Strengthened Foundations for Democratic Governance","No","",""
"USAID","2024","620-012 SO12: Improved Livelihoods in Selected Areas","No","",""
"USAID","2024","620-014 SO14: Reduced Impact of HIV/AIDS in Selected States","No","",""
"USAID","2024","620-015 Child Survival and Reproductive Health","No","",""
"USAID","2024","620-016 Education and Training","No","",""
"USAID","2024","621-001 SO1:  INCREASED USE OF FP/MCH AND HIV/AIDS PREVENTIVE MEASUR","No","",""
"USAID","2024","621-010 Reduced Trans. & Impact of HIV/AIDs on Tanzania","No","",""
"USAID","2024","621-011 Health Status of Tanzanian Families Improved","No","",""
"USAID","2024","621-013 Biodiversity Conserved in Targeted Landscapes Through a Live","No","",""
"USAID","2024","621-014 Public Accountability Strengthened in Selected Policy Areas","No","",""
"USAID","2024","623-006 Enhanced capacity for managing conflict in the region","No","",""
"USAID","2024","623-007 Enhanced regional capacity to improve health systems","No","",""
"USAID","2024","623-008 Strengthened Programs for HIV/AIDS in the Region","No","",""
"USAID","2024","623-009 Peace Advanced in the Horn of Africa and Great Lakes","No","",""
"USAID","2024","623-010 Increased Regional Economic Growth and Integration","No","",""
"USAID","2024","623-011 Healthier Population in the ECA Regional Achieved through Af","No","",""
"USAID","2024","623-012 Enhanced Regional Services and Programs","No","",""
"USAID","2024","624-004 Regional economic integration strengthened in West Africa","No","",""
"USAID","2024","624-005 Inc. adoption of sustainable Family Planning/Reproductive","No","",""
"USAID","2024","624-006 Enhanced capacity to achieve regional food security, improve","No","",""
"USAID","2024","624-007 Improved enabling conditions for peace in West Africa","No","",""
"USAID","2024","624-008 Agricultural Productivity and Food Security","No","",""
"USAID","2024","624-009 Regional Health Program","No","",""
"USAID","2024","624-010 Natural Resources Management","No","",""
"USAID","2024","624-012 Regional Conflict Mitigation","No","",""
"USAID","2024","624-013 WARP Program Support Objective","No","",""
"USAID","2024","636-001 Reintegration for War-Torn Population in Targeted Communities","No","",""
"USAID","2024","636-002 Democratic Governance Strengthened","No","",""
"USAID","2024","636-003 Enhance Democratic Governance","No","",""
"USAID","2024","641-001 INCREASED PRIVATE SECTOR GROWTH","No","",""
"USAID","2024","641-003 IMPROVED FAMILY HEALTH","No","",""
"USAID","2024","641-005 Democratic and Decentralized Governance Strengthened Through","No","",""
"USAID","2024","641-006 Competitiveness of Ghanas Private Sector in World Markets","No","",""
"USAID","2024","641-008 Quality of and Access to Basic Education Improved","No","",""
"USAID","2024","649-005 INCREASED OPPORTUNITIES FOR PRODUCTIVE LIVELIHOODS","No","",""
"USAID","2024","649-007 Reinforce Conflict Mitigation Capacity","No","",""
"USAID","2024","649-008 Improve Access to Essential Services","No","",""
"USAID","2024","650-005 More Responsive and Participatory Governance","No","",""
"USAID","2024","650-007 Increased Use of Health, Water and Sanitation Services and P","No","",""
"USAID","2024","650-009 Avert and Resolve Conflict","No","",""
"USAID","2024","650-010 Promote Stability, Recovery and Democratic Reform","No","",""
"USAID","2024","654-007 Inc use of maternal/child he & HIV/AIDS services & products","No","",""
"USAID","2024","654-011 Provision of Essential Services by Local and National Instit","No","",""
"USAID","2024","656-003 INCREASED USE OF ESSENTIAL MCH & FP SERVICES IN FOCUS A","No","",""
"USAID","2024","656-006 Rapid Rural Incomes Growth Sustained in Target Areas","No","",""
"USAID","2024","656-008 Increased Use of Child survival and Reproductive Health","No","",""
"USAID","2024","660-001 SO1: CONGOLS PEOPLE ARE ASSTD TO SOLVE NATNL PROVNCL/COMMNT","No","",""
"USAID","2024","660-002 Key Hlth Svcs & Prac. in AID Sup Hlth Zones & Nat. Lvl. Incr","No","",""
"USAID","2024","660-008 Enhanced Protection of Individuals from Physical Violence","No","",""
"USAID","2024","660-010 Increase Access to Essential Services","No","",""
"USAID","2024","661-004 Increased Use of Priority Primary Health Services","No","",""
"USAID","2024","663-002 INCREASED USE OF PRIMARY AND PREVENTIVE HEALTH CARE SE","No","",""
"USAID","2024","663-007 Rural household production and productivity increased","No","",""
"USAID","2024","663-008 IMPROVED FAMILY HEALTH","No","",""
"USAID","2024","663-011 Mitigate the effects of disaster","No","",""
"USAID","2024","663-013 Capacity to Anticipate & Manage Through Shocks Increased","No","",""
"USAID","2024","663-014 Human Capacity & Social Resiency Increased","No","",""
"USAID","2024","663-015 Capacity for Good Governance Increased","No","",""
"USAID","2024","663-016 Market-Led Economic Growth & Resiliency Increased","No","",""
"USAID","2024","669-006 Community Revitalization and Reintegration","No","",""
"USAID","2024","673-006 Increased Capacity of the Education System to Give Learners","No","",""
"USAID","2024","674-001 DEMOCRATIC CONSOLIDATION ADVANCED","No","",""
"USAID","2024","674-002 INCREASED ACCESS TO QUALITY EDUCATION AND TRAINING","No","",""
"USAID","2024","674-006 INCREASED ACCESS TO SHELTER AND ENVIRONMENTALLY SOUND MUNICI","No","",""
"USAID","2024","674-008 INCREASED USE PRIMARY HEALTH SERVICES AND HIV/AIDS PREVENTIO","No","",""
"USAID","2024","674-009 INCREASED MARKET-DRIVEN EMPLOYMENT OPPORTUNITIES","No","",""
"USAID","2024","675-001 INCREASED USE OF SUSTAINABLE NATURAL RESOURCE MANAGE","No","",""
"USAID","2024","675-002 INCR. USE OF ESSENTIAL FP/MCH & STI/AIDS-PREVENTION","No","",""
"USAID","2024","675-003 QUALITY BASIC EDUCATION PROVIDED TO A GREATER PERCEN","No","",""
"USAID","2024","675-004 IMPROVED LOCAL AND NATIONAL GOVERNANCE THROUGH ACTIV","No","",""
"USAID","2024","675-006 Advance Democratic Governance","No","",""
"USAID","2024","680-001 MORE CHILDREN RECEIVE A QUALITY EDUCATION ON AN EQUITABLE BA","No","",""
"USAID","2024","680-002 INCR USE OF FAMILY HEALTH SERV & PREV MEAS IN A SUPP","No","",""
"USAID","2024","680-004 Support for Basic Education in Benin","No","",""
"USAID","2024","680-005 Benin Integrated Family Health","No","",""
"USAID","2024","685-003 Increased use of health services in targeted areas","No","",""
"USAID","2024","685-011 Increased Economic Growth through Trade and Natural Resource","No","",""
"USAID","2024","687-004 Governance in Targeted Areas Improved","No","",""
"USAID","2024","687-005 Use of Selected Health Services and Products Increased","No","",""
"USAID","2024","688-001 IMPROVED SOCIAL AND ECONOMIC BEHAVIORS AMONG YOUTH","No","",""
"USAID","2024","688-006 Increased Use of High Impact Health Services","No","",""
"USAID","2024","688-008 Shared Governance Through Decentralization","No","",""
"USAID","2024","688-009 Accelerated Economic Growth","No","",""
"USAID","2024","690-017 IMPROVED MANAGEMENT OF SELECTED RIVER BASINS","No","",""
"USAID","2024","690-019 Regional HIV/AIDS","No","",""
"USAID","2024","695-008 Access to Basic Social Services Improved","No","",""
"USAID","2024","695-010 Inclusive Governance Enhanced","No","",""
"USAID","2024","696-001 INCREASED RULE OF LAW AND TRANSPARENCY IN GOVERNANCE","No","",""
"USAID","2024","696-002 Increased Use of Sustainable Health Services in Target Areas","No","",""
"USAID","2024","696-006 INCREASED USE OF COMMUNITY HEALTH SERVICES INCLUDING HIV/AID","No","",""
"USAID","2024","696-007 EXPANDED ECONOMIC OPPORTUNITIES IN RURAL AREAS","No","",""
"USAID","2024","698-001 BROAD-BASED SUPPORT FOR AFRICA PROGRAMS","No","",""
"USAID","2024","698-015 98SO 3 AG: ADOPTION OF IMPRVD AGRICULTURAL POLICIES PROGRA","No","",""
"USAID","2024","698-017 98SO 5 NRM: ACCLRTE PROGRESS IN SPREAD OF STRATEGICALLY VIA","No","",""
"USAID","2024","698-018 98SO 6 BasicED: ADPTION OF POLICIES & STRTGS FOR INCRSD SUS","No","",""
"USAID","2024","698-019 98SO 7 HEALTH: ADPTN OF POLICIES & STRATEGIES FOR INCRSD SU","No","",""
"USAID","2024","698-021 98SO 9 HIV/AIDS: ADPTN OF COST-EFFCTV STRTGS TO PRVNT SPREA","No","",""
"USAID","2024","698-022 98SO10 CRISES: IMPRV POLCS STRTGS & PROGS FOR PREVNTNG MI","No","",""
"USAID","2024","698-024 98SPO: POLIO ERADCTD IN SLCTD CNTRIES IN MANNR THAT BUILDS S","No","",""
"USAID","2024","698-026 EDUCATION SECTOR PROGRAMS IN AFRICA IMPROVED","No","",""
"USAID","2024","698-027 SO: Strengthened Programs to Improve Health Status in Africa","No","",""
"USAID","2024","698-028 SO: Strengthened Peace building & Govern. Prog. in Africa","No","",""
"USAID","2024","698-029 SO: Incre. Impact of Initia. & Prog. in the Econ. Growth & t","No","",""
"USAID","2024","905-101 EG:  Open, Competitive Economies Promoted","No","",""
"USAID","2024","905-111 EIT:  Access to Critical Infrastructure Improved","No","",""
"USAID","2024","905-112 AG (Mid-East Agriculture Research):  Increased Technical  Co","No","",""
"USAID","2024","905-201 PR:  Capacity of the Poor to Pursue Productive Livelihoods I","No","",""
"USAID","2024","905-301 ED:  Educated Populace and Skilled Workforce Developed","No","",""
"USAID","2024","905-401 WID:  Gender Considerations in USAID's Development, Humanita","No","",""
"USAID","2024","905-501 DC:  Local Private Capital Mobilized to Provide Finance for","No","",""
"USAID","2024","905-701 ESP:  Global Environmental and Science Policies Mobilized to","No","",""
"USAID","2024","905-801 NRM:  Management for Conservation and Sustainable Use of Nat","No","",""
"USAID","2024","905-901 AG:  The Agricultural Sector's Contribution to Economic Grow","No","",""
"USAID","2024","932-001 SSO1 - Rule Of Law","No","",""
"USAID","2024","932-003 SSO3 - Civil Society","No","",""
"USAID","2024","932-004 SSO4 - Governance","No","",""
"USAID","2024","932-005 Targeted Vulnerable Populations","No","",""
"USAID","2024","933-008 Open, competitive economies promoted","No","",""
"USAID","2024","933-009 Science and technology developed to improve agricultural pro","No","",""
"USAID","2024","934-001 Natural Resources- Protection And Sustainable Use Of","No","",""
"USAID","2024","934-004 Global Climate Change","No","",""
"USAID","2024","935-001 SSO1 - Basic Education","No","",""
"USAID","2024","936-001 Incr'd Use Of Vol. Practices That Contrib. To Reduced Fert.","No","",""
"USAID","2024","936-002 Incr'd Use Of Key Maternal Health/Nutrition Interventions","No","",""
"USAID","2024","936-003 Incr'd Use Of Key Child Health And Nutrition Interventions","No","",""
"USAID","2024","936-004 Incr'd Use Of Sust. Response To Reduce Hiv Transmission","No","",""
"USAID","2024","936-005 Incr'd Use Of Interv. To Reduce Threat Of Infect. Diseases","No","",""
"USAID","2024","941-001 Gender-Based Constraints To Economic Growth Addressed","No","",""
"USAID","2024","941-003 Women's Legal Rights Increasingly Protected","No","",""
"USAID","2024","941-004 Greater Reflection Of Gender Consid. In Agency's Work","No","",""
"USAID","2024","961-001 OFDA/CRIT NEEDS MET OF TARGETED VULNERABLE GRPS IN EMRGNCIES","No","",""
"USAID","2024","962-001 FFP/CRITICAL FOOD NEEDS OF TARGETED GROUPS MET","No","",""
"USAID","2024","962-002 FFP/IMPROVED TITLE II PROG PLANNING PERFORMANCE & MONITORG","No","",""
"USAID","2024","962-004 Food Insecurity in Vulnerable Populations Reduced","No","",""
"USAID","2024","963-001 PVC/INCREASE CAPABILITY OF PTNERS TO ACHIEVE PLND OBJECTIVES","No","",""
"USAID","2024","963-002 Local NGO Capacity Enhanced","No","",""
"USAID","2024","964-001 ASHA/STRENGTHEN OSI'S THAT DEMO U.S. IDEAS & PRACTICES","No","",""
"USAID","2024","965-001 OTI/PEACE & DEMOCRACY ADVNCD IN KEY CONFLICT-PRONE COUNTRIES","No","",""
"USAID","2024","966-001 Causes and Consequences of Conflict Addressed","No","",""
"USAID","2024","996-010 Program Management Improved","No","",""
"USAID","2024","999-998 MACS Administrative Funds","No","",""
"USAID","2024","999-999 Other Program Activity","No","",""
"USAID","2024","A01 Counter-Terrorism","No","",""
"USAID","2024","A02 Combating Weapons of Mass Destruction (WMD)","No","",""
"USAID","2024","A03 Stabilization Operations and Security Sector Reform","No","",""
"USAID","2024","A04 Counter-Narcotics","No","",""
"USAID","2024","A05 Transnational Crime","No","",""
"USAID","2024","A06 Conflict Mitigation and Reconciliation","Yes","","Yes"
"USAID","2024","A07 Rule of Law and Human Rights","Yes","","Yes"
"USAID","2024","A08 Good Governance","Yes","","Yes"
"USAID","2024","A09 Political Competition and Consensus-Building","No","",""
"USAID","2024","A10 Civil Society","Yes","","Yes"
"USAID","2024","A11 Health","Yes","","Yes"
"USAID","2024","A12 Education","Yes","","Yes"
"USAID","2024","A13 Social and Economic Services and Protection for Vulnerable Populations","No","",""
"USAID","2024","A14 Macroeconomic Foundation for Growth","No","",""
"USAID","2024","A15 Trade and Investment","Yes","","Yes"
"USAID","2024","A16 Financial Sector","No","",""
"USAID","2024","A17 Infrastructure","Yes","","Yes"
"USAID","2024","A18 Agriculture","Yes","","Yes"
"USAID","2024","A19 Private Sector Competitiveness","Yes","","Yes"
"USAID","2024","A20 Economic Opportunity","No","",""
"USAID","2024","A21 Environment","Yes","","Yes"
"USAID","2024","A22 Protection, Assistance and Solutions","Yes","","Yes"
"USAID","2024","A23 Disaster Readiness","No","",""
"USAID","2024","A24 Migration Management","No","",""
"USAID","2024","A25 Crosscutting Management and Staffing","No","",""
"USAID","2024","A26 Program Design and Learning","Yes","","Yes"
"USAID","2024","A27 Administration and Oversight","Yes","","Yes"
"USAID","2024","DR.1 Democracy, Human Rights and Governance/Rule of Law (ROL)","Yes","","Yes"
"USAID","2024","DR.2 Democracy, Human Rights and Governance/Good Governance","Yes","","Yes"
"USAID","2024","DR.3 Democracy, Human Rights and Governance/Political Competition and Consensus-Building","Yes","","Yes"
"USAID","2024","DR.4 Democracy, Human Rights and Governance/Civil Society","Yes","","Yes"
"USAID","2024","DR.5 Democracy, Human Rights and Governance/Independent Media and Free Flow of Information","Yes","","Yes"
"USAID","2024","DR.6 Democracy, Human Rights and Governance/Human Rights","Yes","","Yes"
"USAID","2024","EG.1 Economic Growth/Macroeconomic Foundation for Growth","Yes","","Yes"
"USAID","2024","EG.10 Economic Growth/Environment","No","",""
"USAID","2024","EG.11 Economic Growth/Climate Change – Adaptation","No","",""
"USAID","2024","EG.12 Economic Growth/Climate Change – Clean Energy","No","",""
"USAID","2024","EG.13 Economic Growth/Climate Change – Sustainable Landscapes","No","",""
"USAID","2024","EG.2 Economic Growth/Trade and Investment","Yes","","Yes"
"USAID","2024","EG.3 Economic Growth/Agriculture","Yes","","Yes"
"USAID","2024","EG.4 Economic Growth/Financial Sector","Yes","","Yes"
"USAID","2024","EG.5 Economic Growth/Private Sector Productivity","Yes","","Yes"
"USAID","2024","EG.6 Economic Growth/Workforce Development","Yes","","Yes"
"USAID","2024","EG.7 Economic Growth/Modern Energy Services","Yes","","Yes"
"USAID","2024","EG.8 Economic Growth/Information and Communications Technology Services","No","",""
"USAID","2024","EG.9 Economic Growth/Transport Services","No","",""
"USAID","2024","ES.1 Education and Social Services/Basic Education","Yes","","Yes"
"USAID","2024","ES.2 Education and Social Services/Higher Education","Yes","","Yes"
"USAID","2024","ES.3 Education and Social Services//Social Policies, Regulations, and Systems","Yes","","Yes"
"USAID","2024","ES.4 Education and Social Services/Social Services","Yes","","Yes"
"USAID","2024","ES.5 Education and Social Services/Social Assistance","Yes","","Yes"
"USAID","2024","HA.1 Humanitarian Assistance/Protection, Assistance and Solutions","Yes","","Yes"
"USAID","2024","HA.2 Humanitarian Assistance/Disaster Readiness","Yes","","Yes"
"USAID","2024","HA.3 Humanitarian Assistance/Migration Management","Yes","","Yes"
"USAID","2024","HL.1 Health/HIV/AIDS","Yes","","Yes"
"USAID","2024","HL.2 Health/Tuberculosis","No","",""
"USAID","2024","HL.3 Health/Malaria","No","",""
"USAID","2024","HL.4 Health/Pandemic Influenza and Other Emerging Threats (PIOET)","Yes","","Yes"
"USAID","2024","HL.5 Health/Other Public Health Threats","Yes","","Yes"
"USAID","2024","HL.6 Health/Maternal and Child Health","Yes","","Yes"
"USAID","2024","HL.7 Health/Family Planning and Reproductive Health","Yes","","Yes"
"USAID","2024","HL.8 Health/Water Supply and Sanitation","Yes","","Yes"
"USAID","2024","HL.9 Health/Nutrition","Yes","","Yes"
"USAID","2024","PO.1 Program Development and Oversight/Program Design and Learning","Yes","","Yes"
"USAID","2024","PO.2 Program Development and Oversight/Administration and Oversight","Yes","","Yes"
"USAID","2024","PO.3 Program Development and Oversight/Evaluation","Yes","","Yes"
"USAID","2024","PS Peace and Security","No","",""
"USAID","2024","PS.1 Peace and Security/Counter-Terrorism","Yes","","Yes"
"USAID","2024","PS.2 Peace and Security/Combating Weapons of Mass Destruction (WMD)","No","",""
"USAID","2024","PS.3 Peace and Security/Counter-Narcotics","Yes","","Yes"
"USAID","2024","PS.4 Peace and Security/Transnational Threats and Crime","Yes","","Yes"
"USAID","2024","PS.5 Peace and Security/Trafficking in Persons","Yes","","Yes"
"USAID","2024","PS.6 Peace and Security/Conflict Mitigation and Stabilization","Yes","","Yes"
"USAID","2024","PS.7 Peace and Security/Conventional Weapons Security and Explosive Remnants of War (ERW)","No","",""
"USAID","2024","PS.8 Peace and Security/Strengthening Military Partnerships and Capabilities","No","",""
"USAID","2024","PS.9 Peace and Security/Citizen Security and Law Enforcement","No","",""
"USDA","2021","Agricultural Marketing Service (AMS) Commodity Purchase Program","Yes","No","Yes"
"USDA","2021","Agricultural Marketing Service (AMS) Grants Program","Yes","No","Yes"
"USDA","2021","Agriculture Research Service (ARS) Buildings and Facilities","Yes","No","Yes"
"USDA","2021","Animal and Plant Health Inspection Service (APHIS) Cooperative Agreements","Yes","","No"
"USDA","2021","Animal and Plant Health Inspection Service (APHIS) Indemnity Program","Yes","","No"
"USDA","2021","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","Yes","","No"
"USDA","2021","Commodity Credit Corporation (CCC) Administrative Contracts","Yes","","No"
"USDA","2021","Commodity Credit Corporation (CCC) Agriculture Wool Apparel Manufacturers Trust Fund","Yes","","No"
"USDA","2021","Commodity Credit Corporation (CCC) Coronavirus Food Assistance Program (CFAP)","Yes","Yes","Yes"
"USDA","2021","Commodity Credit Corporation (CCC) Dairy Margin Coverage Program (DMC)","Yes","","No"
"USDA","2021","Commodity Credit Corporation (CCC) Economic Adjustment Assistance for Upland Cotton (EAAP)","Yes","","No"
"USDA","2021","Commodity Credit Corporation (CCC) Emergency Assistance for Livestock, Honeybees, and Farm-Raised Fish Program (ELAP)","Yes","No","Yes"
"USDA","2021","Commodity Credit Corporation (CCC) Farm Storage Facility Loan (FSFL)","Yes","","No"
"USDA","2021","Commodity Credit Corporation (CCC) Food for Progress Program","Yes","","No"
"USDA","2021","Commodity Credit Corporation (CCC) Livestock Indemnity Program (LIP)","Yes","","No"
"USDA","2021","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","Yes","No","Yes"
"USDA","2021","Commodity Credit Corporation (CCC) Marketing Programs","Yes","No","Yes"
"USDA","2021","Commodity Credit Corporation (CCC) Pima Agriculture Cotton Trust Fund","Yes","","No"
"USDA","2021","Commodity Credit Corporation (CCC) Public Law 480","Yes","","No"
"USDA","2021","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","Yes","No","Yes"
"USDA","2021","Farm Service Agency (FSA) Salaries and Expenses","Yes","No","Yes"
"USDA","2021","Food and Nutrition Service (FNS) Commodity Supplemental Food Program (CSFP)","Yes","","No"
"USDA","2021","Food and Nutrition Service (FNS) Commonwealth of the Northern Marianas Islands (CNMI)","Yes","","No"
"USDA","2021","Food and Nutrition Service (FNS) Farmers' Market Nutrition Program (FMNP)","Yes","","No"
"USDA","2021","Food and Nutrition Service (FNS) Food Distribution Program on Indian Reservations (FDPIR)","Yes","Yes","Yes"
"USDA","2021","Food and Nutrition Service (FNS) Nutrition Assistance Program - Puerto Rico","Yes","","No"
"USDA","2021","Food and Nutrition Service (FNS) Nutrition Program Administration (NPA)","Yes","","No"
"USDA","2021","Food and Nutrition Service (FNS) Senior Farmers' Market Nutrition Program (SFMNP)","Yes","","No"
"USDA","2021","Food Safety and Inspection Service (FSIS) Salaries and Expenses","Yes","No","Yes"
"USDA","2021","Forest Service (FS) Capital Improvement and Maintenance","Yes","","No"
"USDA","2021","Forest Service (FS) Forest and Rangeland Research","Yes","No","Yes"
"USDA","2021","Forest Service (FS) Forest Service Trust Funds","Yes","","No"
"USDA","2021","Forest Service (FS) Land Acquisition","Yes","","No"
"USDA","2021","Forest Service (FS) National Forest System","Yes","","No"
"USDA","2021","Forest Service (FS) Operations","Yes","","No"
"USDA","2021","Forest Service (FS) Permanent Appropriations","Yes","No","Yes"
"USDA","2021","Forest Service (FS) State, Private, and Tribal Forestry","Yes","No","Yes"
"USDA","2021","Forest Service (FS) Stewardship Contracting Product Sales","Yes","No","Yes"
"USDA","2021","Forest Service (FS) Wildland Fire Management","Yes","","No"
"USDA","2021","Forest Service (FS) Working Capital Fund","Yes","No","Yes"
"USDA","2021","FS Wildland Fire Management - Suppression","Yes","","No"
"USDA","2021","N/A - REMOVE - Rolled into FS National Forest System","Yes","","No"
"USDA","2021","National Institute of Food and Agriculture (NIFA) Extension Activities","Yes","No","Yes"
"USDA","2021","National Institute of Food and Agriculture (NIFA) Integrated Activities","Yes","No","Yes"
"USDA","2021","National Institute of Food and Agriculture (NIFA) Research and Education Activities","Yes","No","Yes"
"USDA","2021","Natural Resources Conservation Service (NRCS) Conservation Programs","Yes","","No"
"USDA","2021","Natural Resources Conservation Service (NRCS) Conservation Technical Assistance","Yes","","No"
"USDA","2021","Natural Resources Conservation Service (NRCS) Emergency Watershed Protection Program","Yes","No","Yes"
"USDA","2021","Natural Resources Conservation Service (NRCS) Plant Materials Centers","Yes","","No"
"USDA","2021","Natural Resources Conservation Service (NRCS) Soil Surveys","Yes","","No"
"USDA","2021","Natural Resources Conservation Service (NRCS) Watershed Programs (excluding Emergency Watershed Program)","Yes","No","Yes"
"USDA","2021","Research, Education, and Economics (REE) Salaries and Expenses","Yes","","No"
"USDA","2021","Rural Business-Cooperative Service (RBCS) Grant Programs and Cooperative Agreement Programs","Yes","No","Yes"
"USDA","2021","Rural Business-Cooperative Service (RBCS) Guaranteed Loan Programs","Yes","No","Yes"
"USDA","2021","Rural Business-Cooperative Service (RBCS) Payment Assistance","Yes","","No"
"USDA","2021","Rural Business-Cooperative Service (RBCS) Relending Programs","Yes","","No"
"USDA","2021","Rural Development (RD) Salaries and Expenses","Yes","","No"
"USDA","2021","Rural Housing Service (RHS) Community Facilities Community Program Grants","Yes","No","Yes"
"USDA","2021","Rural Housing Service (RHS) Community Facilities Direct Loans","Yes","No","Yes"
"USDA","2021","Rural Housing Service (RHS) Community Facilities Guaranteed Loans","Yes","","No"
"USDA","2021","Rural Housing Service (RHS) Farm Labor Housing Loans (Section 514) and Grants (Section 516)","Yes","","No"
"USDA","2021","Rural Housing Service (RHS) Housing Loans and Grants - Other","Yes","","No"
"USDA","2021","Rural Housing Service (RHS) Multi Family Housing RD Voucher Program (Section 542)","Yes","","No"
"USDA","2021","Rural Housing Service (RHS) Multi-Family Housing Preservation and Revitalization Demo Program","Yes","No","Yes"
"USDA","2021","Rural Housing Service (RHS) Multi-Family Housing Rental Assistance Program","Yes","","No"
"USDA","2021","Rural Housing Service (RHS) Multi-Family Housing Rural Rental Housing Direct Loans (Section 515)","Yes","","No"
"USDA","2021","Rural Housing Service (RHS) Multi-Family Housing Rural Rental Housing Direct Loans (Section 515)  (HIM Disasters)","Yes","","No"
"USDA","2021","Rural Housing Service (RHS) Single Family Housing Direct Loans","Yes","No","Yes"
"USDA","2021","Rural Housing Service (RHS) Single Family Housing Guaranteed Loans","Yes","No","Yes"
"USDA","2021","Rural Utilities Service (RUS) Community Connect Grants","Yes","","No"
"USDA","2021","Rural Utilities Service (RUS) Congressional Earmarked Funds","Yes","No","Yes"
"USDA","2021","Rural Utilities Service (RUS) Electric Loan Programs FFB Guaranteed Loans","Yes","","No"
"USDA","2021","Rural Utilities Service (RUS) Rural Telecommunications - Distance Learning and Telemedicine","Yes","","No"
"USDA","2021","Rural Utilities Service (RUS) Rural Telecommunications Loans - FFB Telecom Loans","Yes","","No"
"USDA","2021","Rural Utilities Service (RUS) Rural Telecommunications Loans - Treasury Telecom Loan","Yes","","No"
"USDA","2021","Rural Utilities Service (RUS) Water and Waste Disposal Loans and Grants Section 306C","Yes","","No"
"USDA","2021","Rural Utilities Service (RUS) Water and Waste Disposal Systems for Rural Communities Grants","Yes","","No"
"USDA","2021","Rural Utilities Service (RUS) Water and Waste Disposal Systems for Rural Communities Loans","Yes","","No"
"USDA","2021","Rural Utilities Service (RUS) WEP Technical Assistance - Revolving","Yes","No","Yes"
"USDA","2022","Agricultural Marketing Service (AMS) Commodity Purchase Program","Yes","","No"
"USDA","2022","Agricultural Marketing Service (AMS) Grants Program","Yes","","No"
"USDA","2022","Agricultural Marketing Service (AMS) Salaries and Expenses","Yes","","No"
"USDA","2022","Agriculture Research Service (ARS) Buildings and Facilities","Yes","No","Yes"
