"Fiscal_Year","Agency","Program_Name","Agency_Compliance","pcp12_1","pcp01_1","pcp2_2","pcp3_2","pcp4_2","pcp5_2","pcp6_2","pcp7_2","pcp8_2","pcp9_2","pcp10_2","pcp11_2"
"2024","NASA","James Webb Space Telescope","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Launch Services","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Living with a Star","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Lunar Discovery and Exploration","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Mars Exploration","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Mars Sample Return","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Mission Enabling Service","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Moon and Mars Architecture","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","National Historic Preservation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","National Space Grant","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","New Frontiers","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Orion Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Outer Planets and Ocean Worlds","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Physics of the Cosmos","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Planetary Defense","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Planetary Science Research","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Prizes & Challenges","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Radioisotope Power","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Reimbursable (RMB) - ST Programmatic Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Reimbursable (RMB) -STEM Engagement Programmatic Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Reimbursable (RMB) Aeronautics Research Mission Directorate (ARMD) Institutional Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Reimbursable (RMB) Aeronautics Research Mission Directorate (ARMD) Programmatic Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Reimbursable (RMB) Education (EDUC) Programmatic Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Reimbursable (RMB) Exploration Systems Mission Directorate (ESMD) Programmatic Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Reimbursable (RMB) Exploration Systems Mission Directorate (ESMD) Space Technology Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Reimbursable (RMB) Office of Inspector General (OIG) Institution Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Reimbursable (RMB) Science Mission Directorate (SCMD) Institutional Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Reimbursable (RMB) Science Mission Directorate (SCMD) Programmatic Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Reimbursable (RMB) Small Spacecraft Mission Service (SSMS) Institutional Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Reimbursable (RMB) Small Spacecraft Mission Service (SSMS) Programmatic Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Reimbursable (RMB) Space Operations Mission Directorate (SOMD) Institutional Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Reimbursable (RMB) Space Operations Mission Directorate (SOMD) Programmatic Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Reimbursable (RMB) Space Tech Programmatic Reimbursables","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","RMB-SOMD Institutional Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Rocket Propulsion Testing (RPT)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Safety and Mission Success","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Safety Engineering, Safety, & Operations","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Science Construction of Facilities (CoF)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Science, Technology, Engineering and Mathematics (STEM) Engagement","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Small Business Innovation Research and Small Business Technology Transfer (SBIR/STTR)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Solar Terrestrial Probes","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Space Communications & Navigation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Space Launch System (SLS)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Space Operations Construction of Facilities (CoF)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Space Shuttle Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Space Technology Research & Development (STRD)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Space Technology","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Space Weather","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Strategic Capabilities Asset Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Technology Demonstration","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Technology Maturation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","Transformative Aeronautics Concepts Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NASA","XEVA and Human Surface Mobility Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","ARP (Grants to Organizations)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","ARP (LAAs for Subgranting)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Art Works","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Art Works: Research","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Arts Education Partnership","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Challenge America","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Challenge America: Arts Engagement in American Communities","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Citizens' Institute on Rural Design","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Creative Forces: NEA Military Healing Arts Network (Capacity)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Creative Forces: NEA Military Healing Arts Network (Clinical)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Creative Forces: NEA Military Healing Arts Network (Community)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Creative Placemaking Technical Assistance Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Documentary Sustainability Project","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Grants for Arts Projects","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Indemnity (Domestic)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Indemnity (International)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Leadership","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Literature Fellowships: Creative Writing","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Literature Fellowships: Translation Projects","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Mayors Institute on City Design","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Musical Theater Songwriting Challenge","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","National Folklife Network","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","National Heritage Fellowships","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","NEA Big Read","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","NEA Jazz Masters","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","NEA Pilot Equity Initiative (aka Arts Here)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Our Town","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Partnership Agreements (State and Regional)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Performing Arts Discovery","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Performing Arts Global Exchange","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Poetry Out Loud","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Research Grants in the Arts","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Research Labs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","SAA/RAO Services","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Shakespeare in American Communities","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","Sound Health Network","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEA","USArtists International","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEH","Administrative Funds (210)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEH","American Rescue Plan (ARP) Definite Program Fund (227)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEH","Challenge Indefinite Funds-Restricted (255)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NEH","Grant Definite Program (225)","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NLRB","Administrative Law Judges","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NLRB","Board Adjudication","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NLRB","Case Handling","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NLRB","Mission Support","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NRC","Commercial Payments - Nuclear Regulatory Commission","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NRC","Employee Payments - Nuclear Regulatory Commission","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NRC","Grants Payments - Nuclear Regulatory Commission","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NRC","Payroll - Nuclear Regulatory Commission","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NSF","Contracts and Individual Payments","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NSF","Grants and Cooperative Agreements","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NSF","Payments to Employees","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","NSF","Purchase Cards - National Science Foundation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","OGE","Office of Government Ethics-Salaries and Expenses","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","OPM","Federal Employees Health Benefits - Community Rated Carriers","Non-Compliant","1.0","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No"
"2024","OPM","Federal Employees Health Benefits - Experience Rated Carriers","Non-Compliant","1.0","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No"
"2024","OPM","Federal Employees' Group Life Insurance (FEGLI)","Non-Compliant","1.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","OPM","Federal Retirement Services","Non-Compliant","1.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","OPM","Payroll - Office of Personnel Management","Non-Compliant","1.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","OPM","Purchase Cards - Office of Personnel Management","Non-Compliant","1.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","OPM","Vendor Payments - Office of Personnel Management","Non-Compliant","1.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","OSC","OSC - Investigation and Prosecution of Reprisals for Whistle Blowing","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","PBGC","Benefit Payments","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","PBGC","Contractor Payments","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","PBGC","Multiemployer Financial Assistance Payments","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","PBGC","Multiemployer Special Financial Assistance Payments","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","PBGC","Payments to Federal Employees","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","PBGC","Premium Refunds","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","PC","Volunteer Service","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","RRB","Employee Payments - Railroad Retirement Board","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","RRB","Railroad Retirement Act","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","RRB","Railroad Unemployment Insurance Act","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","RRB","Vendor Payments - Railroad Retirement Board","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","504 Certified Development Loans Approvals","Non-Compliant","4.0","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes"
"2024","SBA","7(a) Export Loan Guarantees","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","7(a) Loan Guarantees Approvals","Non-Compliant","4.0","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes"
"2024","SBA","7(a) Loan Guarantees Purchases","Non-Compliant","4.0","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes"
"2024","SBA","7(j) Technical Assistance","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Community Navigator Pilot Program","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Congressional Grants","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Cybersecurity for Small Business Pilot Program","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Disaster Assistance Loans","Non-Compliant","4.0","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No"
"2024","SBA","Federal and State Technology Partnership Program","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Growth Accelerator Fund Competition","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Lab to Market","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Microloan Program","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Native American Outreach","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","OED Resource Partners Training Portal (RPTP)","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Paycheck Protection Program (PPP) Loan Approvals","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Paycheck Protection Program (PPP) Loan Forgiveness","Non-Compliant","4.0","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No"
"2024","SBA","Paycheck Protection Program (PPP) Loan Guaranty Purchases","Non-Compliant","4.0","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No"
"2024","SBA","Prime Technical Assistance","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Restaurant Revitalization Fund","Non-Compliant","4.0","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No"
"2024","SBA","SBA Administrative Payroll","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","SBA Administrative Travel","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","SBA Other Administrative Spending","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Section 1112 Payments","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Service Corps of Retired Executives Program (SCORE)","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Shuttered Venue Operators Grant Program","Non-Compliant","4.0","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No"
"2024","SBA","Small Business Development Center (SBDC)","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Small Business Investment Companies Advances","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Small Business Investment Companies Purchases","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","State Trade Expansion Program","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Surety Bond Guarantees (SBG)","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Transition Assistance Entrepreneurship Track (Boots to Business)","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Veterans Outreach Program","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SBA","Women's Business Ownership Assistance","Non-Compliant","4.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SEC","Disgorgements - Securities and Exchange Commission","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SEC","Filing Fee Refunds - Securities and Exchange Commission","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SEC","Payroll - Securities and Exchange Commission","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SEC","Purchase Card - Securities and Exchange Commission","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SEC","Student Loan Repayments - Securities and Exchange Commission","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SEC","Supplemental Retirement - Securities and Exchange Commission","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SEC","Travel - Securities and Exchange Commission","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SEC","Vendor Payments - Securities and Exchange Commission","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SEC","Whistleblower Payments - Securities and Exchange Commission","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SSA","Administrative Payments - Social Security Administration","Non-Compliant","1.0","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","Non-Compliant","1.0","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes"
"2024","SSA","Supplemental Security Income (SSI)","Non-Compliant","1.0","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes"
"2024","STATE","American Compensation","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","STATE","Assessed Contributions","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","STATE","Aviation, Anticrime, Interdiction and Related Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","STATE","Capital and Real Property Acquisitions Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","STATE","Citizen Exchange Program","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","STATE","Construction","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","STATE","Consular and Border Security Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","STATE","Consular Information Technology and Security","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","STATE","Defense Contract Audit Agency","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"2024","STATE","Diplomatic and Support Programs","Compliant","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
