"agency","Key","Title","value","Fiscal_Year"
"DOD","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","","2024"
"DOD","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","No","2024"
"DOD","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","Yes","2023"
"DOE","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2022"
"DOE","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2023"
"DOE","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2024"
"DOE","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2023"
"DOE","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2024"
"DOE","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Benefits - Payroll,Benefits - Travel,Financial Assistance Awards,Other - Department of Energy,Vendors/Contracts","2023"
"DOE","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Benefits - Payroll,Benefits - Travel,Loans,Financial Assistance Awards,Vendors/Contracts,Other - Department of Energy","2024"
"DOE","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","No","2023"
"DOE","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","No","2024"
"DOE","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","","2024"
"DOE","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","No","2023"
"DOE","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","No","2024"
"DOI","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2022"
"DOI","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2023"
"DOI","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","","2024"
"DOI","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2023"
"DOI","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2024"
"DOI","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Aging Infrastructure Account\\, Bureau of Reclamation\\, Interior - BIL,Historic Preservation Fund\\, National Park Service\\, Interior - HURR,Construction\\, Bureau of Indian Affairs and Bureau of Indian Education\\, Interior - BIL,Abandoned Mine Reclamation Fund\\, Office of Surface Mining Reclamation and Enforcement\\, Interior,National Parks and Public Land Legacy Restoration Fund\\, Department-Wide Programs\\, Bureau of Land Management\\, Interior - GAOA,Resource Management\\, United States Fish and Wildlife Service\\, Interior - BIL,Resource Management\\, United States Fish and Wildlife Service\\, Interior - IRA,Management of Lands and Resources\\, Bureau of Land Management\\, Interior - IRA,Wildland Fire Management\\, Department-Wide Programs\\,  Bureau of Land Management\\, Interior - BIL,Wildland Fire Management\\, Department-Wide Programs\\, Interior,Management of Lands and Resources\\, Bureau of Land Management\\, Interior","2024"
"DOI","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Energy Community Revitalization Program\\, Department-Wide Programs\\, Interior,National Parks And Public Land Legacy Restoration Fund\\, Department-Wide Programs\\, Interior - GAOA 1414X5715.011,Construction\\, National Park Service\\, Interior - Disaster Supplement 22XP10395H\\, 23XP10395H,Management of Lands and Resources\\, Bureau of Land Management\\, Interior - IRA 221L1109H3\\, 221L1109H4\\, 223L1109AF\\, 226L1109H5\\, 234L1109AF\\, 23XL1109A1\\, 23XL1109HF,National Parks and Public Land Legacy Restoration Fund\\, Department-Wide Programs\\, Interior - GAOA XXXP571550,Operation and Maintenance\\, Indian Irrigation Systems\\, Bureau of Indian Affairs (T)\\, Interior - BIL 5240-A000,Power Systems\\, Indian Irrigation Projects\\, Bureau of Indian Affairs\\, Interior - BIL 5648-A000,San Gabriel Basin Restoration Fund\\, Department of the Interior\\, Bureau of Reclamation\\, Interior,Surveys\\, Investigations\\, and Research\\, Geological Survey\\, Interior - BIL 224G0804ID\\, 22XG0804ID\\, 235G0804ID,Water and Related Resources\\, Bureau of Reclamation\\, Interior - BIL 22XR06801A\\, 22XR06801B\\, 22XR06801F\\, 22XR06801H\\, 22XR06801J\\, 22XR06801K\\, 22XR06801L\\, 22XR06801M\\, 22XR06801N\\, 22XR06801P\\, 22XR06801Q\\, 22XR06801S\\, 22XR06801T\\, 22XR06801U\\, 22XR06801W\\, 22XR0680Z,Water and Related Resources\\, Bureau of Reclamation\\, Interior - IRA 226R068081,Wildland Fire Management\\, Department-Wide Programs\\, Interior - BIL 20XP11258C; 21XP11258C; 22XP1125D1\\, DS\\, 8C; 23XP1125D1\\, DS\\, 8C,Wildland Fire Management\\, Department-Wide Programs\\, Interior - BIL 22XA1125BI\\, 23XA1125BI,Wildland Fire Management\\, Department-Wide Programs\\, Interior - BIL 22XL1125DI\\, 23XL1125DI","2023"
"DOI","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","No","2023"
"DOI","raa7_1","[raa7_1]Did any Improper Payment Risk Assessment conducted during the current reporting period indicate that a program was likely to be susceptible to significant Improper Payments? (Unit - Yes/No)","No","2024"
"DOI","raa7_2","[raa7_2]Select the name(s) of the programs for the current reporting period of Improper Payment Risk Assessments that were prone to have significant Improper Payments. (Unit – Selected =Yes, Not Selected=No)","","2024"
"DOI","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","Yes","2023"
"DOI","raa8","[raa8]Have any substantial changes been made to the Improper Payment risk assessment methodologies for the reporting period? (Unit- Yes/No)","Yes","2024"
"DOJ","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","The Department has used all of the methods identified in the prior questions, as well as other methods, to recover overpayments identified through recovery audit activities. This includes the U.S. Department of Treasury's reclamation process, mailed notice/letter, electronic notice/letter, legal/judgement collection, contract suspension, and in-person collection.","2024"
"DOJ","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","The Department has used all of the methods identified in the prior questions, as well as other methods, to recover overpayments identified through recovery audit activities. This includes the US Dept of Treasury's reclamation process, mailed notice/letter, electronic notice/letter, legal/judgement collection, contract suspension, and in-person collection.","2023"
"DOJ","ara2_1","[ara2_1]Provide a minimum of 2-4 sentences explaining the methods used by the agency to recover Improper Payments identified in recovery AUDITS. (Unit- Free-Text)","The Department has used all of the methods identified in the prior questions, as well as other techniques, to recover overpayments identified through recovery audit activities. This includes the U.S. Department of Treasury's reclamation process, mailed notice/letter, electronic notice/letter, legal/judgement collection, contract suspension, and in-person collection.","2022"
"DOJ","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","","2024"
"DOJ","raa6_1","[raa6_1]Did the agency perform any Improper Payment Risk Assessments for programs in Phase 1 in the current reporting period? (Unit - Yes/No)","Yes","2023"
"DOJ","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","","2024"
"DOJ","raa6_2","[raa6_2]Select the name of each Phase 1 program that performed an Improper Payment risk assessment in the current reporting period. (Unit – Selected =Yes, Not Selected=No)","Administrative\\, Technology\\, and Other,Law Enforcement,Litigation,Prisons and Detention,State\\, Local\\, Tribal\\, and Other Assistance","2023"
