"End Date","Recorded Date","Agency","Program Name","GoalNumber","Goal","GoalStatus","GoalNote","GoalECD","Quarter Year"
"Aug  7 2023  6:02AM","Aug  7 2023  6:02AM","VA","Pension","Progress Goal #2","Perform an annual data match with SSA to generate the FY23 Death Master File (DMF) report. Using the SSA data, VA will analyze and filter the information for comparison and review to resolve discrepancies in reported deaths between SSA files and VA files and identify and establish debts for overpayments if applicable, and prevent future overpayments.","On-Track","","Aug  1 2023 12:00AM","Q3 2023"
"Aug  4 2023  8:49AM","Aug  4 2023  8:49AM","SBA","7(a) Loan Guarantees Approvals","Progress Goal #1","To reduce and/or eliminate the occurrence of future improper payments, a Corrective Action Plan has been developed. The Office of Financial Program Operations (OFPO) will share the loan level and lender deficiencies identified during the reviews with the OCRM and the OFA and will continue its efforts throughout the upcoming fiscal year to ensure lender deficiencies are monitored and potentially incorporated into OCRM’s Risk Based Reviews and the OFA’s policy rewrites and updates.","On-Track","","Sep  1 2023 12:00AM","Q3 2023"
"Aug  4 2023  9:15AM","Aug  4 2023  9:15AM","ED","Federal Pell Grant Program","Progress Goal #1","Implementation of the FUTURE Act. Full implementation planned for FY25 will allow FSA to obtain data directly from the IRS to perform data matching used for verification procedures. FSA anticipates this will reduce IPs due to misreported income by FAFSA applicants; Pell's largest RC of IP. In Q3, FSA utilized and promoted the IRS Data Retrieval Tool, enabling applicants to transfer tax return data from an IRS website to their FAFSA, ensuring accurate data is being transferred, which reduces IPs.","On-Track","","Jan  1 2024 12:00AM","Q3 2023"
"Aug  4 2023 10:33AM","Aug  4 2023 10:33AM","ED","William D. Ford Federal Direct Loan Program","Progress Goal #1","Implementation of the FUTURE Act. Full implementation planned for FY25 will allow FSA to obtain data directly from the IRS to perform data matching used for verification procedures. FSA anticipates this will reduce IPs due to misreported income by FAFSA applicants. In Q3, FSA utilized and promoted the IRS Data Retrieval Tool, enabling applicants to transfer tax return data from an IRS website to their FAFSA, ensuring accurate data is being transferred, which reduces IPs.
","On-Track","","Jan  1 2024 12:00AM","Q3 2023"
"Aug  4 2023 11:55AM","Aug  4 2023 11:55AM","SBA","504 Certified Development Loans Approvals","Progress Goal #1","Reducing the IP and UP estimates and meeting the reduction target

To reduce and/or eliminate the occurrence of future improper payments, a Corrective Action Plan has been developed. 

The OFPO will continue to share the loan level and lender deficiencies identified during the reviews with the OFA and the OCRM. 

The OFPO will also continue its efforts to ensure CDC deficiencies are monitored and incorporated into lenders’ Risk Based Reviews.

External training will be provided in FY 2022.  

","On-Track","","Sep  1 2023 12:00AM","Q3 2023"
"Aug  4 2023  2:25PM","Aug  4 2023  2:25PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Progress Goal #1","Reject electronic returns with missing or inconsistent information via math error.","On-Track","","Sep  1 2023 12:00AM","Q3 2023"
"Aug  4 2023  3:18PM","Aug  4 2023  3:18PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Progress Goal #1","Conduct pre- and post-refund activities to recapture overclaims.","On-Track","","Sep  1 2023 12:00AM","Q3 2023"
"Aug  4 2023  4:00PM","Aug  4 2023  4:00PM","TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","Progress Goal #1","Reject electronic returns with missing or inconsistent information via math error.","On-Track","","Sep  1 2023 12:00AM","Q3 2023"
"Aug  4 2023  4:16PM","Aug  4 2023  4:16PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Progress Goal #1","Reject electronic returns with missing or inconsistent information via math error.","On-Track","","Sep  1 2023 12:00AM","Q3 2023"
"Aug  7 2023 11:27AM","Aug  7 2023 11:27AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Progress Goal #1","Offer Medicaid-only provider screening to states. Centralizing this process will improve efficiency and coordination across Medicare and Medicaid, reduce state and provider burden, and address one of the biggest sources of overpayments measured.","On-Track","","Dec  1 2023 12:00AM","Q3 2023"
"Aug  7 2023  5:11AM","Aug  7 2023  5:11AM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","Progress Goal #1","We have promoted timely wage reporting to improve timely receipt of wage and employment information and to improve the customer experience.  To reduce the reliance on self-reporting, we are implementing new wage reporting tools, such as an information exchange with commercial payroll data providers.  We are working towards automating wage data obtained from payroll information exchanges.  We are working on a multi-year project that will enable customers to electronically submit documents.","On-Track","","Sep  1 2024 12:00AM","Q3 2023"
"Aug  7 2023  5:17AM","Aug  7 2023  5:17AM","SSA","Supplemental Security Income (SSI)","Progress Goal #1","We have promoted timely wage reporting to improve timely receipt of wage and employment information and to improve the customer experience.  We continue to modernize our mobile wage reporting app to report wages from mobile devices.  To reduce the reliance on self-reporting, we are implementing new wage reporting tools, such as an information exchange with commercial payroll data providers.  We are working towards automating wage data obtained from payroll information exchanges.","On-Track","","Sep  1 2024 12:00AM","Q3 2023"
"Jul 27 2023  8:37AM","Jul 27 2023  8:37AM","OPM","Federal Retirement Services","Progress Goal #2","We will continue to expand and improve the Fraud Database to help us identify trends that assisting us in preventing and/or mitigating fraud schemes. This expansion and improvement include requests to obtain more advanced data systems with built in artificial intelligence (AI) with the capability of collecting, reviewing and discerning patterns of fraudulent activity. ","On-Track","","Sep  1 2023 12:00AM","Q3 2023"
"Jul 31 2023 11:29AM","Jul 31 2023 11:29AM","DOT","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","Progress Goal #2","","","","","Q3 2023"
"Aug  1 2023  1:59PM","Aug  1 2023  1:59PM","SBA","Economic Injury Disaster Loan Emergency Assistance (Advance)","Progress Goal #2","","","","","Q3 2023"
"Aug  1 2023  2:05PM","Aug  1 2023  2:05PM","SBA","COVID-Economic Injury Disaster Loan (EIDL)","Progress Goal #2","1","On-Track","","Apr  1 2023 12:00AM","Q3 2023"
"Aug  2 2023  7:23AM","Aug  2 2023  7:23AM","SBA","COVID-Economic Injury Disaster Loan (EIDL)","Progress Goal #2","","","","","Q3 2023"
"Aug  1 2023  2:33PM","Aug  1 2023  2:33PM","SBA","7(a) Loan Guarantees Approvals","Progress Goal #2","","","","","Q3 2023"
"Aug  1 2023  2:58PM","Aug  1 2023  2:58PM","DOD","Military Health Benefits - Healthcare","Progress Goal #2","DHA required claims processors to provide the discount fields as well as a better audit trail of discount changes and timeframes associated with contractual negotiated discounts.  DHA will require that claims processors implement changes to the CMS/DHA fee schedules timely.  DHA monitored implementation using quarterly compliance reviews.  As a result of finalized performance review findings, a contractual disincentive will be assessed if contractor fails to meet performance accuracy standards.","Completed","","Jul  1 2023 12:00AM","Q3 2023"
"Aug  1 2023  3:40PM","Aug  1 2023  3:40PM","DOD","Military Retirement","Progress Goal #2","Military Retirement is continuing to collaborate with Disbursing Operations on a Lean 6 project focused on refining and enhancing the Reclamation Process. This project is currently finalizing the solution set in preparation of an internal review audit to test Disbursing’s reclamation process. Military Retirement will support Disbursing Operations with any potential recommendations or appropriate corrective actions identified in the audit, to help strengthen the program. ","On-Track","","Sep  1 2023 12:00AM","Q3 2023"
"Aug  1 2023  4:04PM","Aug  1 2023  4:04PM","DOD","DoD Travel Pay","Progress Goal #2","Provide staff with reoccurring training forums on the most current travel-related policies and procedures. Provide sites with support, materials, and continuing guidance to equip staff with the knowledge needed to submit, verify, and approve travel vouchers with adequate receipts. The Defense Travel Management Office implemented additional on-screen messaging within the DTS application. Results and feedback will be continuously analyzed to update training and corrective actions as needed.","On-Track","","Oct  1 2023 12:00AM","Q3 2023"
"Aug  4 2023  8:15AM","Aug  4 2023  8:15AM","SBA","Paycheck Protection Program (PPP) Loan Approvals","Progress Goal #2","","","","","Q3 2023"
"Aug  4 2023  8:49AM","Aug  4 2023  8:49AM","SBA","7(a) Loan Guarantees Approvals","Progress Goal #2","","","","","Q3 2023"
"Aug  7 2023  7:55AM","Aug  7 2023  7:55AM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Progress Goal #2","RMA completed its annual AIP Performance Review (APR).  The review consisted of an assessment of the AIP's quality control processes for the purpose of identifying potential vulnerabilities that could lead to improper payments. ","Completed","","May  1 2023 12:00AM","Q3 2023"
"Aug  7 2023 10:46AM","Aug  7 2023 10:46AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Progress Goal #2","Monitor Corrective Action Plan submissions and follow up with all states on their progress in implementing effective corrective actions. Gather lessons learned to inform areas to evaluate for future guidance and education.","On-Track","","Dec  1 2023 12:00AM","Q3 2023"
"Aug  7 2023 10:53AM","Aug  7 2023 10:53AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Progress Goal #2","Complete quality assurance checks of medical review results for the Risk Adjustment Data Validation Audit for payment year 2012. Quality assurance checks are necessary before an official audit report is finalized and overpayments can start being collected.","On-Track","","Sep  1 2023 12:00AM","Q3 2023"
"Aug  7 2023 10:58AM","Aug  7 2023 10:58AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Advance Premium Tax Credit (APTC)","Progress Goal #2","Continue to identify and remediate system defects within the Exchanges that may impact payments. These defects become known through various mechanisms, including internal quality control activities and external reviews of eligibility determinations made by the Exchanges.","On-Track","","Sep  1 2023 12:00AM","Q3 2023"
"Aug  7 2023 11:14AM","Aug  7 2023 11:14AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Progress Goal #2","Provide national training sessions on payment and data submission with detailed instructions as part of the improper payment estimation process for Part D sponsors. We also provide training through the annual Improper Payment Measurement conference. The conference occurs prior to the sample submission window, and covers a variety of topics such as overview of improper payment requirements, clinical review process, examples of acceptable documentation, how to submit documents, etc.","Completed","","Apr  1 2023 12:00AM","Q3 2023"
"Aug  7 2023 11:21AM","Aug  7 2023 11:21AM","HHS","Health Resources and Services Administration (HRSA) - Provider Relief Fund General and Targeted","Progress Goal #2","Continuously implement and apply controls, such as manually validating high-dollar payments, additional peer reviewers, and finalizing internal policies to aid in identifying and correcting errors to disbursed payments.","On-Track","","Sep  1 2023 12:00AM","Q3 2023"
"Aug  7 2023 11:27AM","Aug  7 2023 11:27AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Progress Goal #2","Monitor Corrective Action Plan submissions and follows up with all states on their progress in implementing effective corrective actions. Gather lessons learned to inform areas to evaluate for future guidance and education.","On-Track","","Dec  1 2023 12:00AM","Q3 2023"
"Aug  7 2023 11:46AM","Aug  7 2023 11:46AM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Progress Goal #2","Begin a Supplemental Medical Review Contractor study on hospice claims after the first 90 day election period. This study will review the beneficiary stay during the second election period to determine adherence to the eligibility requirements as well as all other coverage/payment requirements. This small study will help CMS determine if this earlier review would be beneficial to other review contractors on a larger scale.","On-Track","","Mar  1 2024 12:00AM","Q3 2023"
"Aug  7 2023 12:18PM","Aug  7 2023 12:18PM","VA","VA Community Care","Progress Goal #2","Update the Electronic Claims Adjudication Management System pricing logic to include critical access hospital rates to reduce overpayments.","On-Track","","Sep  1 2023 12:00AM","Q3 2023"
"Aug  7 2023  2:05PM","Aug  7 2023  2:05PM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Progress Goal #2","ETA participated in the 2023 NASWA UI State Information Data Exchange System (SIDES) Seminar which highlighted promising state practices focusing on improving UI integrity and SIDES exchange implementation. Workshop topics included exploring UI IP rate and root causes, implementation of SIDES exchanges, incorporating SIDES into UI IT modernization projects, and roundtable discussions.","Completed","","Apr  1 2023 12:00AM","Q3 2023"
"Aug  7 2023  3:49PM","Aug  7 2023  3:49PM","SBA","Economic Injury Disaster Loan Emergency Assistance (Advance)","Progress Goal #2","","","","","Q3 2023"
"Oct 26 2023  5:54PM","Oct 26 2023  5:54PM","OPM","Federal Retirement Services","Progress Goal #2","The RS Fraud Branch will continue to expand and improve its forensic analysis capabilities, to identify improper payments that lead to overpayments, through formal training of staff in forensic accounting and completion of an MOU with the United States Postal Inspection Services’ (USPIS) forensic lab to conduct formal reviews of fraudulent transactions and altered documents.","On-Track","","Dec  1 2023 12:00AM","Q4 2023"
"Oct 27 2023  3:26PM","Oct 27 2023  3:26PM","DOD","DoD Travel Pay","Progress Goal #1","Continue to conduct working group sessions to review monthly improper payment and error reports and identify the root causes of overpayments. Once root causes are identified, the DoD will develop and implement internal controls to help prevent and/or reduce overpayments. The Navy DTS PMO is holding on-site Approval Official
training in San Diego, CA, Lemoore, CA, and Seattle, WA. This Navy DTS PMO training addresses notable improper payment topics like valid/invalid receipts and verbal orders.","On-Track","","Dec  1 2023 12:00AM","Q4 2023"
"Oct 27 2023 12:06PM","Oct 27 2023 12:06PM","DOD","Military Retirement","Progress Goal #2","DFAS Military Retirement operations is continuing to collaborate with Disbursing on a Lean 6 project focused on refining and enhancing the Reclamation Process. This project is in currently working towards finalizing the solution set in preparation of an Internal Review audit which will further test Disbursing’s reclamation process. R&A will support Disbursing Operations with any potential recommendations and/or appropriate corrective actions identified via the audit, to strengthen the program.","On-Track","","Oct  1 2023 12:00AM","Q4 2023"
"Oct 27 2023  5:31PM","Oct 27 2023  5:31PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Progress Goal #2","Continue the Supplemental Medical Review Contractor study on hospice claims after the first 90 day election period. This study will review the beneficiary stay during the second election period to determine adherence to the eligibility requirements as well as all other coverage/payment requirements. This small study will help CMS determine if this earlier review would be beneficial to other review contractors on a larger scale.","On-Track","","Mar  1 2024 12:00AM","Q4 2023"
"Oct 27 2023  5:44PM","Oct 27 2023  5:44PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Progress Goal #2","Complete quality assurance checks on medical review results for the Risk Adjustment Data Validation Audit in payment year 2014. Quality assurance checks are necessary before an official audit report is finalized and overpayments can start being collected.","On-Track","","Dec  1 2023 12:00AM","Q4 2023"
"Jan 24 2024 12:53PM","Jan 24 2024 12:53PM","VETERANS ADMINISTRATION","VA Community Care","Progress Goal #1","VA will review timely filing requirements as noted in the CCN contract for corrected invoices with the third party administrators and provide education if necessary.","On-Track","","Jan  1 2024 12:00AM","Q1 2024"
"Jan 25 2024  4:02PM","Jan 25 2024  4:02PM","U.S. DEPARTMENT OF AGRICULTURE","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Progress Goal #1","In a continued effort to reduce improper payments outside the agencies control RMA is conducting a program review of rainfall index policies to determine if policies were sold and serviced in accordance with policy and procedure. Specifically, the review will verify the accuracy of insured colonies and acreage for policies selected.","On-Track","","May  1 2024 12:00AM","Q1 2024"
"Jan 25 2024  6:00PM","Jan 25 2024  6:00PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","Progress Goal #1","Improve how SNAP State administering agencies collect and utilize data on improper payments to appropriately target corrective action. ","On-Track","","Sep  1 2025 12:00AM","Q1 2024"
"Jan 26 2024  5:14PM","Jan 26 2024  5:14PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Progress Goal #1","Conduct pre- and post-refund activities to recapture overclaims.","On-Track","","Sep  1 2024 12:00AM","Q1 2024"
"Jan 24 2024  9:15AM","Jan 24 2024  9:16AM","DEPARTMENT OF TRANSPORTATION","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","Progress Goal #2","","","","","Q1 2024"
"Oct 27 2023  5:49PM","Oct 27 2023  5:49PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Progress Goal #2","Provide national training conference on payment and data submission with detailed instructions as part of the improper payment estimation process for Part D sponsors. The conference occurs prior to the sample submission window, and covers a variety of topics such as overview of improper payment requirements, clinical review process, examples of acceptable documentation, how to submit documents, etc.","On-Track","","Dec  1 2023 12:00AM","Q4 2023"
"Oct 27 2023  5:55PM","Oct 27 2023  5:55PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Progress Goal #2","Monitor Corrective Action Plan submissions and follows up with all states on their progress in implementing effective corrective actions. Gather lessons learned to inform areas to evaluate for future guidance and education.","On-Track","","Dec  1 2023 12:00AM","Q4 2023"
"Jan 24 2024  3:44PM","Jan 24 2024  3:44PM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","Progress Goal #2","Review timely filing contract requirements for Community Care Network claims with the third party administrators and provide education if necessary.","On-Track","","Jan  1 2024 12:00AM","Q1 2024"
"Apr 26 2024  2:07PM","Apr 26 2024  2:07PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","Progress Goal #1","We have promoted timely wage reporting to improve timely receipt of wage and employment information and to improve the customer experience. To reduce the reliance on self-reporting, we are implementing new wage reporting tools, such as an information exchange with commercial payroll data providers. We continue working towards automation of wages received from payroll data providers. We are working on a multi-year project that will enable customers to electronically submit documents.","On-Track","","Sep 25 2024 12:00AM","Q2 2024"
"Jan 24 2024 12:53PM","Jan 24 2024 12:53PM","VETERANS ADMINISTRATION","VA Community Care","Progress Goal #2","VA Quality Monitoring and Network Support will collaborate on what final steps are required to notify third party administrators of proper usage of pass-through provision as noted in CCN contract.","On-Track","","Feb  1 2024 12:00AM","Q1 2024"
"Jan 30 2024 12:47PM","Jan 30 2024 12:47PM","DEPARTMENT OF LABOR","Employment & Training Administration - Federal State Unemployment Insurance","Progress Goal #1","ETA continued expanding outreach regarding the National ID Verification Offering by conducting demonstrations of the Login.gov and USPS services, holding discussions with states, initiating follow-up conversations with interested state UI agencies, and onboarding states to use at least one, if not both, of the ID verification services offered through the National ID Verification Offering. Six states are now using at least one of these services.","On-Track","","Sep  1 2024 12:00AM","Q1 2024"
"Jan 24 2024  8:22AM","Jan 24 2024  8:22AM","VETERANS ADMINISTRATION","Pension","Progress Goal #2","Conduct a Special Focused Review in Q2, FY 2024, of Pension claims where the SSA Income was adjusted to ensure payment accuracy and policy compliance by the claims processors. Claims will be reviewed based on a standardized checklist which includes identification of potential overpayments.","On-Track","","Mar  1 2024 12:00AM","Q1 2024"
"Apr 29 2024 12:06PM","Apr 29 2024 12:06PM","OFFICE OF PERSONNEL MANAGEMENT","Federal Retirement Services","Progress Goal #1","The RS Fraud Branch will continue to run reports within the Do Not Pay (DNP) portal and adjudicate the reports within 60 days. We will also look to other tools in verifying reports of death such as the Department of Treasury, Fiscal Servicesâ€™ Death Record Confidence Scoring Tool (DRCST). ","On-Track","","May 24 2024 12:00AM","Q2 2024"
"Apr 30 2024  8:24AM","Apr 30 2024  8:24AM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Progress Goal #1","Work with states that USDA has newly approved to begin participating in its Direct Certification with Medicaid demonstration (DC-M) for school year 2024-2025. USDAâ€™s goal is to ensure that these states are positioned for successful implementation. Five states expect to begin participating in the DC-M demonstration in the new school year. This would bring the total to 43 participating states.","On-Track","","Aug 24 2024 12:00AM","Q2 2024"
"Apr 30 2024  8:32AM","Apr 30 2024  8:32AM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Progress Goal #1","Work with states that USDA has newly approved to begin participating in its Direct Certification with Medicaid demonstration (DC-M) for school year 2024-2025. USDAâ€™s goal is to ensure that these states are positioned for successful implementation. Five states expect to begin participating in the DC-M demonstration in the new school year. This would bring the total to 43 participating states.","On-Track","","Aug 24 2024 12:00AM","Q2 2024"
"Apr 30 2024 12:48PM","Apr 30 2024 12:48PM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicare Prescription Drug Benefit (Part D)","Progress Goal #1","Continue formal outreach to plan sponsors for invalid/incomplete documentation. Outreach efforts to Part D sponsors help reduce administrative or process errors made on drugs, drug prices, and documentation that lead to overpayments by identifying discrepancies and correcting them.","On-Track","","Jun 24 2024 12:00AM","Q2 2024"
"Aug  1 2024 11:11AM","Aug  1 2024 11:11AM","DEPARTMENT OF TRANSPORTATION","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","Progress Goal #1","Complete testing of payments made to transit authorities and generate a FY 2024 estimate.","On-Track","","Oct  1 2024 12:00AM","Q3 2024"
"Oct 27 2023  4:05PM","Oct 27 2023  4:05PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Advance Premium Tax Credit (APTC)","Progress Goal #1","Continue to conduct effective onboarding and ad hoc training for Eligibility Support Workers on Data Matching Issue resolution, manual eligibility verifications, casework, and outreach in order to optimize the efficacy of their activities and the accuracy of eligibility determinations.","On-Track","","Dec  1 2023 12:00AM","Q4 2023"
"Oct 27 2023  5:31PM","Oct 27 2023  5:31PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Progress Goal #1","Complete a pilot to determine if increased interoperability using Fast Healthcare Interoperability Resources will allow for better documentation to be shared with suppliers from the ordering physician. The receipt of better documentation without significantly increasing physician burden should reduce denials and improper payments that are denied because of lack of documentation from the ordering physician.","On-Track","","Jun  1 2024 12:00AM","Q4 2023"
"Oct 27 2023  5:44PM","Oct 27 2023  5:44PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Progress Goal #1","Complete quality assurance checks on medical review results for the Risk Adjustment Data Validation Audit in payment year 2013. Quality assurance checks are necessary before an official audit report is finalized and overpayments can start being collected.","On-Track","","Dec  1 2023 12:00AM","Q4 2023"
"Oct 27 2023  5:49PM","Oct 27 2023  5:49PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Progress Goal #1","Continue formal outreach to plan sponsors for invalid/incomplete documentation. Outreach efforts to Part D sponsors help reduce administrative or process errors made on drugs, drug prices, and documentation that lead to overpayments by identifying discrepancies and correcting them.","On-Track","","Dec  1 2023 12:00AM","Q4 2023"
"Oct 27 2023  5:55PM","Oct 27 2023  5:55PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Progress Goal #1","Offer data compare service to states relying on Medicare screening for dually enrolled providers. Centralizing this process will improve efficiency and coordination across Medicare and Medicaid, reduce state and provider burden, and address one of the biggest sources of overpayments measured.","On-Track","","Dec  1 2023 12:00AM","Q4 2023"
"Oct 27 2023  6:11PM","Oct 27 2023  6:11PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Progress Goal #1","Offer data compare service to states relying on Medicare screening for dually enrolled providers. Centralizing this process will improve efficiency and coordination across Medicare and Medicaid, reduce state and provider burden, and address one of the biggest sources of overpayments measured.","On-Track","","Dec  1 2023 12:00AM","Q4 2023"
"Oct 27 2023  6:11PM","Oct 27 2023  6:11PM","HHS","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Progress Goal #2","Monitor Corrective Action Plan submissions and follow up with all states on their progress in implementing effective corrective actions. Gather lessons learned to inform areas to evaluate for future guidance and education.","On-Track","","Dec  1 2023 12:00AM","Q4 2023"
"Jul 25 2024  2:01PM","Jul 25 2024  2:01PM","VETERANS AFFAIRS","Pension","Progress Goal #1","Conduct monthly National Quality Review audits across the three processing locations. Claims will be reviewed based on a standardized checklist which includes identification of potential overpayments. VA plans to audit/review 47 claims in Q4, FY 2024. See Note 1.","On-Track","","Sep  1 2024 12:00AM","Q3 2024"
"Oct 27 2023  1:46PM","Oct 27 2023  1:46PM","VA","VA Community Care","Progress Goal #2","Collaborate with the third party administrator on addressing the root cause of claims processed when services that have been provided fall outside the approved date range.","On-Track","","Dec  1 2023 12:00AM","Q4 2023"
"Oct 27 2023  9:10PM","Oct 27 2023  9:10PM","SBA","504 Certified Development Loans Approvals","Progress Goal #2","•	The OFPO will continue to share the loan level and lender deficiencies identified during the reviews with the OFA and the OCRM. 
•	The OFPO will also continue its efforts to ensure CDC deficiencies are monitored and incorporated into lenders’ Risk Based Reviews.
•	 External training will be provided in FY 2023.  
","On-Track","","Sep  1 2023 12:00AM","Q4 2023"
"Jul 25 2024  4:40PM","Jul 25 2024  4:40PM","UNITED STATES DEPARTMENT OF AGRICULTURE","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Progress Goal #1","RMA issued Corrected Final Findings to Approved Insurance Providers (AIPs) for the policies in which the unit structure was in error.  AIPs have made the corrections to the identified policies. Additionally, RMA initiated phase two of this program review expanding the scope by selecting additional policies for review.  Review Request letters have been sent to the AIPs for the policies identified.","On-Track","","Jul  1 2025 12:00AM","Q3 2024"
"Jul 26 2024  4:06PM","Jul 26 2024  4:06PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","Progress Goal #2","To reduce overpayments that occur in the Old Age, Survivors, and Disability Insurance program because we did not take timely or appropriate actions, we continue to examine our internal policies and procedures for opportunities to improve, and to clarify, simplify, and streamline our policies and business processes. We implement automation solutions where possible and issue training and reminders to improve technician accuracy and understanding, as needed.","On-Track","","Sep  1 2025 12:00AM","Q3 2024"
"Jan 25 2024  9:40AM","Jan 25 2024  9:40AM","SMALL BUSINESS ADMINISTRATION","COVID-Economic Injury Disaster Loan (EIDL)","Progress Goal #1","The SBA ceased accepting new applications as of January 1, 2022. As of May 6, 2022, requests for loan increases or reconsideration of previously declined loan applications, were no longer being accepted. ","Completed","","Dec  1 2023 12:00AM","Q1 2024"
"Jan 25 2024  9:54AM","Jan 25 2024  9:54AM","OFFICE OF PERSONNEL MANAGEMENT","Federal Retirement Services","Progress Goal #1","The RS Fraud Branch will continue to run reports within the Do Not Pay (DNP) portal and adjudicate the reports within 60 days. We will also look to other tools in verifying reports of death such as the Department of Treasury, Fiscal Services’ Death Record Confidence Scoring Tool","On-Track","","Feb  1 2024 12:00AM","Q1 2024"
"Jan 24 2024  3:44PM","Jan 24 2024  3:44PM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","Progress Goal #1","Determine third party administrator's payment system logic to ensure Community Care Network payments are made at the Medicare rate and/or are capped at billed charges, where applicable.   ","On-Track","","Jan  1 2024 12:00AM","Q1 2024"
"Oct 27 2023  9:10PM","Oct 27 2023  9:10PM","SBA","504 Certified Development Loans Approvals","Progress Goal #1","•	To reduce and/or eliminate the occurrence of future improper payments, a Corrective Action Plan has been developed. ","On-Track","","Sep  1 2023 12:00AM","Q4 2023"
"Nov  3 2023  9:16AM","Nov  3 2023  9:16AM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Progress Goal #1","RMA implemented a consistent program wide definition for record vertically integrated or direct marketing producers and addressed 3rd party record requirements. ","Completed","","Jun  1 2023 12:00AM","Q4 2023"
"Nov  3 2023  9:16AM","Nov  3 2023  9:16AM","USDA","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Progress Goal #2","RMA completed its annual AIP Performance Review (APR).  The review consisted of an assessment of the AIP's quality control processes for the purpose of identifying potential vulnerabilities that could lead to improper payments. ","Completed","","May  1 2023 12:00AM","Q4 2023"
"Oct 27 2023  2:46PM","Oct 27 2023  2:46PM","HHS","Health Resources and Services Administration (HRSA) - Provider Relief Fund General and Targeted","Progress Goal #2","Continuously implement and apply controls, such as manually validating high-dollar payments, additional peer reviewers, and finalizing internal policies. Additionally, conduct ongoing audits of Provider Relief Fund payment recipients. Resolutions include any necessary repayments to rectify payment errors.","On-Track","","Jun  1 2024 12:00AM","Q4 2023"
"Nov  3 2023 12:56PM","Nov  3 2023 12:56PM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Progress Goal #2","The UI Integrity Center, in partnership with ETA, hosted the “Leveraging Federal Funds to Support More Robust IDH Utilization” webinar (see TEN No. 02-23), which discussed how funds from federal grant opportunities can be used to help states leverage the IDH most effectively and highlighted current IDH functionality and best practices supporting robust use of the IDH.","Completed","","Aug  1 2023 12:00AM","Q4 2023"
