"Agency","Program_Name","Fiscal_Year","Month_and_Year_start__date_for_data","Month_and_Year_end__date_for_data","CY_Confidence_Level_%","CY_Margin__of_Error_+/-","Outlays_($M)","IP_Amount_($M)","CY_Over-payment_$","CY_Under-payment_$","CY_Unknown_Payments_$","CY_Technically_Improper__due_to_Statute_or_Reg_$","CY_Overpayment_Rate","CY_Under_payment_Rate","CY_Unknown_Payments_Rate","CY_Technically_Improper_due_to_Statute_or_Reg_Rate","IP_Rate","IP_Unknown_Amount_($M)","IP_Unknown_Rate","IP_Unknown_Target_Rate","Outlays_Current_Year+1_Amount","Unknown_Curent_Year+1_Amount","IP_Current_Year+1_Amount","IP_Unknown_Current_Year+1_Rate"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2023","2021-10-01","2022-09-01","95% to <100%","3.0","239.8600000000","25.1000000000","9.6200000000","0.1800000000","0.0000000000","15.3000000000","0.04010672890000","0.00075043780000","0.00000000000000","0.06378720920000","0.10464437590000","25.1000000000","0.10464437590000","0.09940000000000","177.0000000000","0.0000000000","17.6000000000","0.09943502820000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2024","2022-10-01","2023-09-01","95% to <100%","3.0","314.8600000000","36.5500000000","27.4100000000","0.2900000000","0.0000000000","8.8500000000","0.08705456393300","0.00092104427400","0.00000000000000","0.02810773042000","0.11608333862700","36.5500000000","0.11608333862700","0.10460000000000","391.0000000000","0.0000000000","40.9000000000","0.10460358056300"
"USDA","Commodity Credit Corporation (CCC) Pima Agriculture Cotton Trust Fund","2021","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Commodity Credit Corporation (CCC) Pima Agriculture Cotton Trust Fund","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Commodity Credit Corporation (CCC) Public Law 480","2021","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Commodity Credit Corporation (CCC) Public Law 480","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Commodity Credit Corporation (CCC) Quality Loss Adjustment Program (QLA)","2022","2020-10-01","2021-09-01","95% to <100%","3.0","285.8900000000","16.1300000000","8.7000000000","0.0000000000","0.0000000000","7.4300000000","0.03043128480000","0.00000000000000","0.00000000000000","0.02598901680000","0.05642030150000","16.1300000000","0.05642030150000","","10.0000000000","0.0000000000","0.5000000000","0.05000000000000"
"USDA","Commodity Credit Corporation (CCC) Supplemental Revenue Assistance Payments Program (SURE)","2012","","","","","477.0000000000","","","","","","","","","","0.02138364780000","10.2000000000","0.02138364780000","","","","",""
"USDA","Commodity Credit Corporation (CCC) Supplemental Revenue Assistance Payments Program (SURE)","2013","","","","","655.0000000000","","","","","","","","","","0.03770992370000","24.7000000000","0.03770992370000","","","","",""
"USDA","Commodity Credit Corporation (CCC) Supplemental Revenue Assistance Payments Program (SURE)","2014","","","","","1778.0000000000","","","","","","","","","","0.02755905510000","49.0000000000","0.02755905510000","","","","",""
"USDA","Commodity Credit Corporation (CCC) Supplemental Revenue Assistance Payments Program (SURE)","2015","","","","","34.0000000000","","3.0000000000","0.3660000000","","","0.08823529410000","0.01076470590000","","","0.09900000000000","3.3660000000","0.09900000000000","","","","",""
"USDA","Commodity Credit Corporation (CCC) Supplemental Revenue Assistance Payments Program (SURE)","2016","","","","","4.5500000000","","0.5200000000","0.0000000000","","","0.11428571430000","0.00000000000000","","","0.11428571430000","0.5200000000","0.11428571430000","","","","",""
"USDA","Commodity Credit Corporation (CCC) Supplemental Revenue Assistance Payments Program (SURE)","2017","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Commodity Credit Corporation (CCC) Supplemental Revenue Assistance Payments Program (SURE)","2018","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Commodity Credit Corporation (CCC) Supplemental Revenue Assistance Payments Program (SURE)","2019","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Commodity Credit Corporation (CCC) Supplemental Revenue Assistance Payments Program (SURE)","2020","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Commodity Credit Corporation (CCC) Supplemental Revenue Assistance Payments Program (SURE)","2021","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Commodity Credit Corporation (CCC) Supplemental Revenue Assistance Payments Program (SURE)","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Commodity Credit Corporation (CCC) Trade Adjustment Assistance Program (TAA)","2021","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Commodity Credit Corporation (CCC) Trade Adjustment Assistance Program (TAA)","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","2019-10-01","2020-09-01",">90%","3.0","735.2300000000","84.0700000000","11.3200000000","0.0000000000","0.0000000000","72.7500000000","0.01539654260000","0.00000000000000","0.00000000000000","0.09894862830000","0.11434517090000","84.0700000000","0.11434517090000","","771.0000000000","0.0000000000","77.0200000000","0.09989623870000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2022","2020-10-01","2021-09-01","95% to <100%","3.0","39.1600000000","7.5700000000","2.2700000000","0.0000000000","0.0000000000","5.3000000000","0.05796731360000","0.00000000000000","0.00000000000000","0.13534218590000","0.19330949950000","7.5700000000","0.19330949950000","","1.5800000000","0.0000000000","0.0000000000","0.00000000000000"
"USDA","Commodity Credit Corporation (CCC) Tree Assistance Program (TAP)","2021","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Commodity Credit Corporation (CCC) Tree Assistance Program (TAP)","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Commodity Credit Corporation Seafood Trade Relief Program (STRP)","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Department Administration (DA) Agriculture Buildings and Facilities","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Department Administration (DA) Biobased Markets Program","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Department Administration (DA) Hazardous Materials Management","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Direct and Counter-Cyclical Payment Program (DCP)","2004","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Direct and Counter-Cyclical Payment Program (DCP)","2005","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Direct and Counter-Cyclical Payment Program (DCP)","2006","","","","","8546.0000000000","","","","","","","","","","0.04961385440000","424.0000000000","0.04961385440000","","","","",""
"USDA","Direct and Counter-Cyclical Payment Program (DCP)","2007","","","","","9550.0000000000","","","","","","","","","","0.00387434550000","37.0000000000","0.00387434550000","","","","",""
"USDA","Direct and Counter-Cyclical Payment Program (DCP)","2008","","","","","7144.3700000000","","","","","","","","","","0.00660380130000","47.1800000000","0.00660380130000","","","","",""
"USDA","Direct and Counter-Cyclical Payment Program (DCP)","2009","","","","","4948.0000000000","","","","","","","","","","0.00394098630000","19.5000000000","0.00394098630000","","","","",""
"USDA","Direct and Counter-Cyclical Payment Program (DCP)","2010","","","","","5921.0000000000","","","","","","","","","","0.00939030570000","55.6000000000","0.00939030570000","","","","",""
"USDA","Direct and Counter-Cyclical Payment Program (DCP)","2011","","","","","3877.0000000000","","","","","","","","","","0.00054165590000","2.1000000000","0.00054165590000","","","","",""
"USDA","Direct and Counter-Cyclical Payment Program (DCP)","2012","","","","","3867.0000000000","","","","","","","","","","0.00486164990000","18.8000000000","0.00486164990000","","","","",""
"USDA","Direct and Counter-Cyclical Payment Program (DCP)","2013","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Direct and Counter-Cyclical Payment Program (DCP)","2014","","","","","4619.0000000000","","","","","","","","","","0.00714440360000","33.0000000000","0.00714440360000","","","","",""
"USDA","Direct and Counter-Cyclical Payment Program (DCP)","2015","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Direct and Counter-Cyclical Payment Program (DCP)","2016","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Direct and Counter-Cyclical Payment Program (DCP)","2017","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Direct and Counter-Cyclical Payment Program (DCP)","2018","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Direct and Counter-Cyclical Payment Program (DCP)","2019","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Direct and Counter-Cyclical Payment Program (DCP)","2020","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief","2004","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief","2005","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief","2006","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief","2007","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief","2008","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief","2009","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief","2010","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief","2011","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Capital Improvement and Maintenance","2004","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Capital Improvement and Maintenance","2005","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Capital Improvement and Maintenance","2006","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Capital Improvement and Maintenance","2007","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Capital Improvement and Maintenance","2008","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Capital Improvement and Maintenance","2009","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Capital Improvement and Maintenance","2010","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Capital Improvement and Maintenance","2011","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Commodity Assistance Program","2004","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Commodity Assistance Program","2005","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Commodity Assistance Program","2006","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Commodity Assistance Program","2007","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Commodity Assistance Program","2008","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Commodity Assistance Program","2009","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Commodity Assistance Program","2010","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Commodity Assistance Program","2011","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Law Enforcement","2004","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Law Enforcement","2005","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Law Enforcement","2006","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Law Enforcement","2007","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Law Enforcement","2008","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Law Enforcement","2009","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Law Enforcement","2010","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Law Enforcement","2011","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - NOAA Hurricane Sandy","2004","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - NOAA Hurricane Sandy","2005","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - NOAA Hurricane Sandy","2006","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - NOAA Hurricane Sandy","2007","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - NOAA Hurricane Sandy","2008","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - NOAA Hurricane Sandy","2009","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - NOAA Hurricane Sandy","2010","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - NOAA Hurricane Sandy","2011","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Prisons & Detention","2004","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Prisons & Detention","2005","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Prisons & Detention","2006","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Prisons & Detention","2007","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Prisons & Detention","2008","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Prisons & Detention","2009","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Prisons & Detention","2010","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Disaster Relief - Prisons & Detention","2011","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","2021","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2004","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2004","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2005","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2005","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2006","","","","","2365.0000000000","","","","","","","","","","0.12304439750000","291.0000000000","0.12304439750000","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2006","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2007","","","","","368.0000000000","","","","","","","","","","0.06793478260000","25.0000000000","0.06793478260000","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2007","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2008","","","","","153.6600000000","","","","","","","","","","0.03130287650000","4.8100000000","0.03130287650000","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2008","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2009","","","","","2245.0000000000","","","","","","","","","","0.00855233850000","19.2000000000","0.00855233850000","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2009","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2010","","","","","108.0000000000","","","","","","","","","","0.04722222220000","5.1000000000","0.04722222220000","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2010","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2011","","","","","235.0000000000","","","","","","","","","","0.02851063830000","6.7000000000","0.02851063830000","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2011","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2012","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2013","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2014","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2014","","","","","0.4000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2015","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2015","","","","","0.4000000000","","0.0000000000","0.0000000000","","","0.00000000000000","0.00000000000000","","","0.00500000000000","0.0020000000","0.00500000000000","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2016","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2016","","","","","0.0400000000","","0.0001000000","0.0000000000","","","0.00250000000000","0.00000000000000","","","0.00250000000000","0.0001000000","0.00250000000000","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2017","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2018","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2019","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2019","2018-03-01","2018-09-01","$0.95","   +/-  3","18.8000000000","2.1900000000","2.1900000000","0.0000000000","0.7900000000","0.0000000000","0.11648936170000","0.00000000000000","0.04202127660000","0.00000000000000","0.11648936170000","2.9800000000","0.15851063830000","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2020","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2020","2018-10-01","2019-09-30","0.95"," +/- 3","43.2000000000","8.0900000000","0.0000000000","0.0600000000","0.0000000000","8.0300000000","0.00000000000000","0.00138888890000","0.00000000000000","0.18587962960000","0.18726851850000","8.0900000000","0.18726851850000","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2021","2019-10-01","2020-09-01",">90%","3.0","128.7700000000","17.3900000000","9.3000000000","0.1400000000","0.0000000000","7.9500000000","0.07222179080000","0.00108720980000","0.00000000000000","0.06173798240000","0.13504698300000","17.3900000000","0.13504698300000","","154.5200000000","0.0000000000","15.4400000000","0.09992234020000"
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2022","2020-10-01","2021-09-01","95% to <100%","3.0","61.1000000000","17.8200000000","1.2900000000","0.1100000000","0.0000000000","16.4200000000","0.02111292960000","0.00180032730000","0.00000000000000","0.26873977090000","0.29165302780000","17.8200000000","0.29165302780000","","100.0000000000","0.0000000000","10.0000000000","0.10000000000000"
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2023","2021-10-01","2022-09-01","95% to <100%","3.0","85.0600000000","34.3700000000","21.0800000000","0.0400000000","0.0000000000","13.2500000000","0.24782506470000","0.00047025630000","0.00000000000000","0.15577239600000","0.40406771690000","34.3700000000","0.40406771690000","0.09990000000000","90.0000000000","0.0000000000","8.9900000000","0.09988888890000"
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2024","2022-10-01","2023-09-01","95% to <100%","3.0","100.6900000000","45.4700000000","43.3200000000","1.6800000000","0.0000000000","0.4700000000","0.43023140331700","0.01668487436700","0.00000000000000","0.00466779223400","0.45158406991800","45.4700000000","0.45158406991800","0.40410000000000","150.0000000000","0.0000000000","60.6200000000","0.40413333333300"
"USDA","Farm Service Agency (FSA) Emergency Forest Restoration Program (EFRP)","2012","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Forest Restoration Program (EFRP)","2013","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Forest Restoration Program (EFRP)","2014","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Forest Restoration Program (EFRP)","2015","","","","","0.3000000000","","0.0100000000","0.0000000000","","","0.03333333330000","0.00000000000000","","","0.01666666670000","0.0050000000","0.01666666670000","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Forest Restoration Program (EFRP)","2016","","","","","0.7900000000","","0.0100000000","0.0000000000","","","0.01265822780000","0.00000000000000","","","0.01265822780000","0.0100000000","0.01265822780000","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Forest Restoration Program (EFRP)","2017","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Forest Restoration Program (EFRP)","2018","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Forest Restoration Program (EFRP)","2019","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Forest Restoration Program (EFRP)","2020","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Forest Restoration Program (EFRP)","2021","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Emergency Forest Restoration Program (EFRP)","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Grassroots Source Water Protection Program","2021","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Grassroots Source Water Protection Program","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Pandemic Assistance for Timber Harvesters and Haulers (PATHH)","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Pandemic Livestock Indemnity Program (PLIP)","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Reimbursement Transportation Cost Payment Program (RTCP)","2021","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Reimbursement Transportation Cost Payment Program (RTCP)","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Salaries and Expenses","2021","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Salaries and Expenses","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) State Mediation Grants","2021","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) State Mediation Grants","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program (WHIP)","2012","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program (WHIP)","2013","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program (WHIP)","2014","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program (WHIP)","2015","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program (WHIP)","2016","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program (WHIP)","2017","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program (WHIP)","2018","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program (WHIP)","2019","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program (WHIP)","2020","2018-10-01","2019-09-30","0.95"," +/- 3","447.2800000000","122.8800000000","122.8800000000","0.0000000000","101.6900000000","0.0000000000","0.27472724020000","0.00000000000000","0.22735199430000","0.00000000000000","0.27472724020000","224.5700000000","0.50207923450000","","","","",""
"USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program (WHIP)","2021","2019-10-01","2020-09-01",">90%","3.0","41.9300000000","4.5200000000","0.7000000000","0.7700000000","0.0000000000","3.0500000000","0.01669449080000","0.01836393990000","0.00000000000000","0.07274028140000","0.10779871210000","4.5200000000","0.10779871210000","","20.0000000000","0.0000000000","2.0000000000","0.10000000000000"
"USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program (WHIP)","2022","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program Plus (WHIP+)","2021","2019-10-01","2020-09-01",">90%","3.0","994.9300000000","67.2200000000","37.3800000000","1.2600000000","0.0000000000","28.5800000000","0.03757048230000","0.00126642080000","0.00000000000000","0.02872563900000","0.06756254210000","67.2200000000","0.06756254210000","","696.4500000000","0.0000000000","47.0100000000","0.06749946160000"
"USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program Plus (WHIP+)","2022","2020-10-01","2021-09-01","95% to <100%","3.0","1983.3800000000","111.6700000000","49.7700000000","3.8100000000","0.0000000000","58.0900000000","0.02509352720000","0.00192096320000","0.00000000000000","0.02928838650000","0.05630287690000","111.6700000000","0.05630287690000","","10.0000000000","0.0000000000","0.5000000000","0.05000000000000"
"USDA","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program Plus (WHIP+)","2023","2021-10-01","2022-09-01","95% to <100%","3.0","191.2500000000","15.9400000000","9.9900000000","1.3800000000","0.0000000000","4.5700000000","0.05223529410000","0.00721568630000","0.00000000000000","0.02389542480000","0.08334640520000","15.9400000000","0.08334640520000","0.08000000000000","7.5000000000","0.0000000000","0.6000000000","0.08000000000000"
"USDA","FNS Hurricane Harvey - Commodity Assistance Program","2021","","","","","","","","","","","","","","","","","","","","","",""
"USDA","FNS Hurricane Harvey - SNAP","2021","","","","","","","","","","","","","","","","","","","","","",""
"USDA","FNS Hurricane Harvey - WIC","2021","","","","","","","","","","","","","","","","","","","","","",""
"USDA","FNS Hurricane Sandy - Commodity Assistance Program","2012","","","","","","","","","","","","","","","","","","","","","",""
"USDA","FNS Hurricane Sandy - Commodity Assistance Program","2013","","","","","","","","","","","","","","","","","","","","","",""
"USDA","FNS Hurricane Sandy - Commodity Assistance Program","2014","","","","","5.7000000000","","","","","","","","","","0.00000000000000","0.0000000000","0.00000000000000","","","","",""
"USDA","FNS Hurricane Sandy - Commodity Assistance Program","2015","","","","","","","","","","","","","","","","","","","","","",""
"USDA","FNS Hurricane Sandy - Commodity Assistance Program","2016","","","","","","","","","","","","","","","","","","","","","",""
"USDA","FNS Hurricane Sandy - Commodity Assistance Program","2017","","","","","","","","","","","","","","","","","","","","","",""
"USDA","FNS Hurricane Sandy - Commodity Assistance Program","2018","","","","","","","","","","","","","","","","","","","","","",""
"USDA","FNS Hurricane Sandy - Commodity Assistance Program","2019","","","","","","","","","","","","","","","","","","","","","",""
"USDA","FNS Hurricane Sandy - Commodity Assistance Program","2020","","","","","","","","","","","","","","","","","","","","","",""
"USDA","FNS Hurricane Sandy - Commodity Assistance Program","2021","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Food and Nutrition Service (FNS) American Samoa (AS)","2021","","","","","","","","","","","","","","","","","","","","","",""
"USDA","Food and Nutrition Service (FNS) American Samoa (AS)","2022","","","","","","","","","","","","","","","","","","","","","",""
