"Agency","Program_Name","Fiscal_Year","key","value"
"USDA","Farm Service Agency (FSA) Emergency Conservation Program - Disasters (ECP-Disasters)","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0100000000"
"USAGM","Office of Cuba Broadcasting (OCB)","2019","Disposition of Funds through FM Improvement Activities","0.0000000000"
"USAGM","Office of Cuba Broadcasting (OCB)","2019","Disposition of Funds Through Original Purpose","0.0000000000"
"USAGM","Office of Cuba Broadcasting (OCB)","2019","Disposition of Funds Through Office of Inspector General","0.0000000000"
"USAGM","Office of Cuba Broadcasting (OCB)","2019","Disposition of Funds Through Returned to Treasury","0.0000000000"
"USAGM","Office of Cuba Broadcasting (OCB)","2019","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"USAGM","Office of Cuba Broadcasting (OCB)","2019","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"USAGM","Office of Cuba Broadcasting (OCB)","2019","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"USAGM","Office of Cuba Broadcasting (OCB)","2019","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"USAGM","Office of Cuba Broadcasting (OCB)","2019","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"USAGM","Office of Cuba Broadcasting (OCB)","2019","Total Overpayment Amount Recovered","0.0700000000"
"USAGM","Office of Cuba Broadcasting (OCB)","2019","Total Overpayment Amount Identified","0.0700000000"
"USAGM","Office of Cuba Broadcasting (OCB)","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USAGM","Office of Cuba Broadcasting (OCB)","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USAGM (BBG)","Domestic Payroll","2018","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USAGM (BBG)","Domestic Payroll","2018","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USAGM (BBG)","Middle East Broadcasting Networks (MBN/MN)","2018","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USAGM (BBG)","Middle East Broadcasting Networks (MBN/MN)","2018","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USAID","A07 Rule of Law and Human Rights","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USAID","A07 Rule of Law and Human Rights","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USAID","A16 Financial Sector","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USAID","A16 Financial Sector","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USAID","DR.3 Democracy, Human Rights and Governance/Political Competition and Consensus-Building","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USAID","DR.3 Democracy, Human Rights and Governance/Political Competition and Consensus-Building","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USAID","EG.3 Economic Growth/Agriculture","2021","OP Amt Identified outside of Payment Recapture Audits","0.0010800000"
"USAID","EG.3 Economic Growth/Agriculture","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USAID","EG.7 Economic Growth/Modern Energy Services","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USAID","EG.7 Economic Growth/Modern Energy Services","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USAID","HL.3 Health/Malaria","2021","OP Amt Identified outside of Payment Recapture Audits","0.0030400000"
"USAID","HL.3 Health/Malaria","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USAID","OE","2020","OP Amt Identified outside of Payment Recapture Audits","4.4700000000"
"USAID","OE","2020","OP Amt Recapture outside of Payment Recapture Audits","0.3900000000"
"USAID","PS.1 Peace and Security/Counter-Terrorism","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USAID","PS.1 Peace and Security/Counter-Terrorism","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","1.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","Total Overpayment Amount Recovered","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","Total Overpayment Amount Identified","0.0000000000"
"USDA","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","2021","Returned to Original Account","0.0000000000"
"USDA","APHIS Internal Program","2020","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USDA","APHIS Internal Program","2020","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USDA","APHIS Internal Program","2020","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"USDA","APHIS Internal Program","2020","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"USDA","APHIS Internal Program","2020","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"USDA","APHIS Internal Program","2020","Disposition of Funds through FM Improvement Activities","0.0000000000"
"USDA","APHIS Internal Program","2020","Disposition of Funds Through Original Purpose","0.0000000000"
"USDA","APHIS Internal Program","2020","Disposition of Funds Through Office of Inspector General","0.0000000000"
"USDA","APHIS Internal Program","2020","Disposition of Funds Through Returned to Treasury","0.0000000000"
"USDA","APHIS Internal Program","2020","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"USDA","APHIS Internal Program","2020","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"USDA","APHIS Internal Program","2020","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"USDA","APHIS Internal Program","2020","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"USDA","APHIS Internal Program","2020","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"USDA","APHIS Internal Program","2020","Total Overpayment Amount Recovered","0.0000000000"
"USDA","APHIS Internal Program","2020","Total Overpayment Amount Identified","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","OP Amt Identified through Payment Recapture Audits","4.3100000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","OP Amt Recaptured through Payment Recapture Audits","0.8200000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.6000000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","Disposition of Funds Through Returned to Treasury","0.8200000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","Aging of Outstanding OP Identified Remaining Unrecovered","2.2400000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","2.0100000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.2300000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","Aging of Outstanding OP Identified determined not collectable","1.2500000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","Total Overpayment Amount Recovered","0.8200000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","Total Overpayment Amount Identified","4.3100000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","Returned to Original Account","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","Recovery Audit Amount Outstanding Rate","0.5197215777"
"USDA","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","2021","Recovery Audit Amount Identified This Reporting Period Determined Not Collectable Rate","0.2900232019"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.6000000000"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","Total Overpayment Amount Recovered","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","Total Overpayment Amount Identified","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","2021","Returned to Original Account","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","OP Amt Identified through Payment Recapture Audits","0.7000000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","OP Amt Recaptured through Payment Recapture Audits","0.4500000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.6000000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","Disposition of Funds Through Returned to Treasury","0.4500000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.1900000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0600000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.1300000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","Aging of Outstanding OP Identified determined not collectable","0.0600000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","Total Overpayment Amount Recovered","0.4500000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","Total Overpayment Amount Identified","0.7000000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","Returned to Original Account","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","Recovery Audit Amount Outstanding Rate","0.2714285714"
"USDA","Commodity Credit Corporation (CCC) Noninsured Crop Disaster Assistance Program (NAP)","2021","Recovery Audit Amount Identified This Reporting Period Determined Not Collectable Rate","0.0857142857"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","OP Amt Identified through Payment Recapture Audits","14.9800000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","OP Amt Recaptured through Payment Recapture Audits","7.6700000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.6000000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","Disposition of Funds Through Returned to Treasury","7.6700000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","Aging of Outstanding OP Identified Remaining Unrecovered","4.1100000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","3.2000000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.9100000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","Aging of Outstanding OP Identified determined not collectable","3.2000000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","Total Overpayment Amount Recovered","7.6700000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","Total Overpayment Amount Identified","14.9800000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","Returned to Original Account","0.0000000000"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","Recovery Audit Amount Outstanding Rate","0.2743658211"
"USDA","Commodity Credit Corporation (CCC) Trade Mitigation Program (TMP)","2021","Recovery Audit Amount Identified This Reporting Period Determined Not Collectable Rate","0.2136181575"
"USDA","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"USDA","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"USDA","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"USDA","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"USDA","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.6000000000"
"USDA","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"USDA","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"USDA","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"USDA","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"USDA","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"USDA","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"USDA","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"STATE","Foreign Service Annuities","2017","OP Amt Identified outside of Payment Recapture Audits","0.2260000000"
"STATE","Foreign Service Annuities","2017","OP Amt Recapture outside of Payment Recapture Audits","0.3430000000"
"STATE","Foreign Service Annuities","2017","Aging of Outstanding OP Identified Amt over 1 year","0.0519000000"
"STATE","Foreign Service Annuities","2021","OP Amt Identified outside of Payment Recapture Audits","0.5300000000"
"STATE","Foreign Service Annuities","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0700000000"
"STATE","Foreign Service Annuities","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"STATE","Foreign Service Annuities","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"STATE","Foreign Service Annuities","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"STATE","Foreign Service Annuities","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"STATE","Foreign Service Annuities","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"STATE","Foreign Service Annuities","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"STATE","Foreign Service Annuities","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"STATE","Foreign Service Annuities","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"STATE","Foreign Service Annuities","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"STATE","Foreign Service Annuities","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"STATE","Foreign Service Annuities","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0300000000"
"STATE","Foreign Service Annuities","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"STATE","Foreign Service Annuities","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"STATE","Foreign Service Annuities","2021","Total Overpayment Amount Recovered","0.0700000000"
"STATE","Foreign Service Annuities","2021","Total Overpayment Amount Identified","0.5300000000"
"STATE","Foreign Service Annuities","2021","Returned to Original Account","0.0000000000"
"STATE","International Cooperative Administrative Support Services","2021","OP Amt Identified outside of Payment Recapture Audits","0.0400000000"
"STATE","International Cooperative Administrative Support Services","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0500000000"
"STATE","International Cooperative Administrative Support Services","2021","OP Amt Identified through Payment Recapture Audits","0.0300000000"
"STATE","International Cooperative Administrative Support Services","2021","OP Amt Recaptured through Payment Recapture Audits","0.0300000000"
"STATE","International Cooperative Administrative Support Services","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.9500000000"
"STATE","International Cooperative Administrative Support Services","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"STATE","International Cooperative Administrative Support Services","2021","Disposition of Funds Through Original Purpose","0.0300000000"
"STATE","International Cooperative Administrative Support Services","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"STATE","International Cooperative Administrative Support Services","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"STATE","International Cooperative Administrative Support Services","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"STATE","International Cooperative Administrative Support Services","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"STATE","International Cooperative Administrative Support Services","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"STATE","International Cooperative Administrative Support Services","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"STATE","International Cooperative Administrative Support Services","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"STATE","International Cooperative Administrative Support Services","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"STATE","International Cooperative Administrative Support Services","2021","Total Overpayment Amount Recovered","0.0800000000"
"STATE","International Cooperative Administrative Support Services","2021","Total Overpayment Amount Identified","0.0700000000"
"STATE","International Cooperative Administrative Support Services","2021","Returned to Original Account","0.0000000000"
"STATE","International Cooperative Administrative Support Services","2021","Recovery Audit Amount Outstanding Rate","0.0000000000"
"STATE","International Cooperative Administrative Support Services","2021","Recovery Audit Amount Identified This Reporting Period Determined Not Collectable Rate","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","Aging of Outstanding OP Identified Remaining Unrecovered","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","Aging of Outstanding OP Identified Amt 0 - 6 months","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","Aging of Outstanding OP Identified Amt 6 months to 1 year","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","Aging of Outstanding OP Identified Amt over 1 year","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","Aging of Outstanding OP Identified determined not collectable","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","Disposition of Funds through recovery audit_Administer_Auditor","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","Total Overpayment Amount Recovered","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","Total Overpayment Amount Identified","0.0000000000"
"STATE","International Security and Nonproliferation Related Programs","2021","Returned to Original Account","0.0000000000"
"STATE","Other Programs","2020","OP Amt Identified outside of Payment Recapture Audits","0.5543730500"
"STATE","Other Programs","2020","OP Amt Recapture outside of Payment Recapture Audits","0.7243265800"
"STATE","Post-Assignment Travel","2021","OP Amt Identified outside of Payment Recapture Audits","0.0000000000"
"STATE","Post-Assignment Travel","2021","OP Amt Recapture outside of Payment Recapture Audits","0.0000000000"
"STATE","Post-Assignment Travel","2021","OP Amt Identified through Payment Recapture Audits","0.0000000000"
"STATE","Post-Assignment Travel","2021","OP Amt Recaptured through Payment Recapture Audits","0.0000000000"
"STATE","Post-Assignment Travel","2021","OP Next FY Recapture Rate Target through Payment Recapture Audit","0.0000000000"
"STATE","Post-Assignment Travel","2021","Disposition of Funds through FM Improvement Activities","0.0000000000"
"STATE","Post-Assignment Travel","2021","Disposition of Funds Through Original Purpose","0.0000000000"
"STATE","Post-Assignment Travel","2021","Disposition of Funds Through Office of Inspector General","0.0000000000"
"STATE","Post-Assignment Travel","2021","Disposition of Funds Through Returned to Treasury","0.0000000000"
