"End Date","Recorded Date","Agency","Program Name","ActionNumber","ActionTaken","RecoveryMethod","OverpaymentsRecoverPlan","Quarter Year"
"Jan 23 2024  2:44PM","Jan 23 2024  2:44PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","Overpayments #2","","Recovery Activity","We will refine policies and processes associated with long-term repayment plans. In addition, we will review and update our current policies and processes to ensure a more effective collection process for these outstanding debts.","Q1 2024"
"Jan 26 2024  5:26PM","Jan 26 2024  5:26PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Overpayments #2","In the first quarter of FY24, the IRS completed document matching assessments of more than 106,000 returns claiming the EITC, protecting more than $692M.","Recovery Activity","Document Matching – IRS matches payer information in the Information Returns Master file with taxpayer return information in the Individual Master File to verify the taxpayer reported all income as required. ","Q1 2024"
"Jan 26 2024  5:35PM","Jan 26 2024  5:35PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Overpayments #2","Two-Year Bans – In the first quarter of FY24, the IRS has imposed two-year bans on 1,660 taxpayers deemed to have claimed the ACTC in reckless and intentional disregard of the law.","Recovery Activity","Two- and 10-Year Bans – The IRS imposes two and 10-year bans on taxpayers if the IRS determines that the taxpayers' claims were due to reckless or intentional disregard of the rules and regulations or to fraud, respectively.  ","Q1 2024"
"Jan 29 2024 12:31PM","Jan 29 2024 12:31PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Forgiveness","Overpayments #2","","","","Q1 2024"
"Jan 26 2024  5:03PM","Jan 26 2024  5:03PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicare Prescription Drug Benefit (Part D)","Overpayments #3","","","","Q1 2024"
"Jan 24 2024  9:15AM","Jan 24 2024  9:16AM","DEPARTMENT OF TRANSPORTATION","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","Overpayments #1","FTA recovers overpayments identified during
the course of improper payment sampling and testing from grant recipients.","Recovery Activity","FTA will advise grant recipients of requirements to correct future reimbursement requests and recover overpayments.  Recipients have an incentive to repay funds when appropriate.","Q1 2024"
"Jan 30 2024 12:04PM","Jan 30 2024 12:04PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Guaranty Purchases","Overpayments #1","SBA has notified affected lenders. ","Recovery Activity","SBA notifies the lender of the deficiency and requests that the lender send  documentation to overcome the deficiency.  SBA plans to utilize the existing 7(a) guaranty recovery process for PPP loan guaranty purchases.  ","Q1 2024"
"Jan 26 2024  4:48PM","Jan 26 2024  4:48PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicaid","Overpayments #3","States are responsible for sending demand letters to the appropriate providers or plans, collecting overpayments, and remitting the federal share to CMS. Providers may appeal the findings of a final audit report through their state’s administrative process.","Recovery Audit","Unified Program Integrity Contractors conduct post-payment investigations and audits of Medicaid providers and managed care plans throughout the country and report identified overpayments to the states for recovery.","Q1 2024"
"Apr 18 2024 10:48AM","Apr 18 2024 10:48AM","DEPARTMENT OF THE TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Overpayments #1","Through the second quarter of FY24, the IRS completed examinations of nearly 18,000 returns claiming the AOTC, protecting more than $40M.","Recovery Activity","Examination Closures â€“ The IRS uses the Dependent Database (DDb), a risk-based scoring and selection application that is designed to identify potentially ineligible tax returns claiming refundable credits. ","Q2 2024"
"Apr 18 2024 11:29AM","Apr 18 2024 11:29AM","DEPARTMENT OF THE TREASURY","Internal Revenue Service - Earned Income Tax Credit","Overpayments #1","For Q2, the IRS completed examinations of nearly 90,000 returns claiming the EITC, protecting more than $500M.","Recovery Activity","Examination Closures ","Q2 2024"
"Apr 18 2024 11:38AM","Apr 18 2024 11:39AM","DEPARTMENT OF THE TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","Overpayments #1","Through the second quarter of FY24, the IRS completed examinations of nearly 400 returns claiming the PTC, protecting nearly $3M.","Recovery Activity","Examination Closures- The IRS uses the Dependent Database (DDb), a risk-based scoring and selection application that is designed to identify potentially ineligible tax returns claiming refundable credits. ","Q2 2024"
"Apr 30 2024 10:16AM","Apr 30 2024 10:16AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Advance Premium Tax Credit (APTC)","Overpayments #1","","Recovery Activity","Recovery of overpayments is conducted by the Internal Revenue Service through Federal tax filing and reconciliation.","Q2 2024"
"Apr 18 2024 11:44AM","Apr 18 2024 11:44AM","DEPARTMENT OF THE TREASURY","Internal Revenue Service - Additional Child Tax Credit","Overpayments #1","Through the second quarter of FY24, the IRS has completed examinations of more than 2,500 returns claiming the ACTC, protecting more than $6.8M.","Recovery Activity","Examination Closures â€“ IRS uses the Dependent Database (DDb), a risk-based scoring and selection application that is designed to identify potentially ineligible tax returns claiming refundable credits.","Q2 2024"
"Apr 18 2024  3:12PM","Apr 18 2024  3:12PM","SMALL BUSINESS ADMINISTRATION","COVID-Economic Injury Disaster Loan (EIDL)","Overpayments #1","Recovered via loan
payments received and
continued regularly-
defined recovery efforts.","Recovery Activity","Overpayments are
recovered via repayment
of the loan; the borrower
is contractually obligated
to repay the loan, which
includes the portion of the
loan that is an improper
payment. If the borrower
fails to repay the loan,
regularly defined recovery
efforts are implemented.","Q2 2024"
"Apr 22 2024  4:44PM","Apr 22 2024  4:44PM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","Overpayments #1","FNS doesn't perform recovery activities at the federal level. FNS does provide oversight/technical assistance to SAs regarding referral, management, and recovery of overpayments. States establish claims/maintain an accounting system for monitoring claims/ recoveries.","Recovery Audit","States are required to submit a plan to FNS that describes their recovery audit functions, and quarterly reports on recipient claims recoveries. FNS provides oversight and technical assistance to ensure States establish and collect claims as required by law.","Q2 2024"
"Apr 30 2024  8:24AM","Apr 30 2024  8:24AM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Overpayments #1","NSLP has been granted a waiver for recovery of overpayments due to the nature of the program (i.e., State level administration, where States distribute reimbursements to program operators who submit claims and for monitoring and oversight of the claims submission process).","Recovery Audit","NSLP has been granted a waiver for recovery of overpayments due to the nature of the program (i.e., State level administration, where States distribute reimbursements to program operators who submit claims and for monitoring and oversight of the claims submission process).","Q2 2024"
"Apr 30 2024  8:32AM","Apr 30 2024  8:32AM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Overpayments #1","SBP has been granted a waiver for recovery of overpayments due to the nature of the program (i.e., State level administration, where States distribute reimbursements to program operators who submit claims and for monitoring and oversight of the claims submission process).","Recovery Audit","SBP has been granted a waiver for recovery of overpayments due to the nature of the program (i.e., State level administration, where States distribute reimbursements to program operators who submit claims and for monitoring and oversight of the claims submission process).","Q2 2024"
"Apr 30 2024 10:10AM","Apr 30 2024 10:10AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Administration for Children and Families (ACF) - Head Start","Overpayments #1","The Office of Head Start is working with the funding recipients to recover overpayments through repayment and offset of future funding.","Recovery Activity","The Office of Head Start plans to take recovery action on payment errors identified during improper payment reviews and continues to issue disallowances on errors discovered through HHS Office of Inspector General audits, program reviews, and Single Audits.","Q2 2024"
"Apr 30 2024 10:32AM","Apr 30 2024 10:32AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Children's Health Insurance Program (CHIP)","Overpayments #1","Medicaid Recovery Audit Contractors operate at the direction of the states. States have the discretion to determine what areas of the Medicaid programs to target based on vulnerabilities identified in their respective states.","Recovery Audit","CHIP claims are not included within the scope of Medicaid recovery audit reviews. However, States are not precluded from reviewing CHIP claims to identify overpayments or underpayments.","Q2 2024"
"Apr 30 2024 10:42AM","Apr 30 2024 10:42AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicaid","Overpayments #1","Medicaid Recovery Audit Contractors operate at the direction of the states. States have the discretion to determine what areas of the Medicaid programs to target based on vulnerabilities identified in their respective states.","Recovery Audit","Medicaid Recovery Audit Contractors identify and correct improper Medicaid payments through the collection of overpayments and reimbursement of underpayments made on claims for health care services provided to Medicaid beneficiaries.","Q2 2024"
"Apr 30 2024 12:43PM","Apr 30 2024 12:43PM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicare Advantage (Part C)","Overpayments #1","Published a final rule (CMS-4205-F) in April 2024 that provided clarifications to the Risk Adjustment Data Validation audit appeals process.","Recovery Activity","Worked on quality assurance checks of medical record review data for Risk Adjustment Data Validation Audit reports for payment years 2011 through 2015. The audits are used to identify overpayments and initiate recovery activities.","Q2 2024"
"Apr 30 2024 12:48PM","Apr 30 2024 12:48PM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicare Prescription Drug Benefit (Part D)","Overpayments #1","Conducted audits of Part D plan sponsors, with a focus on drugs at high risk of overpayment. Audits aim to educate Part D plan sponsors on issues of fraud, waste, and abuse, as well as to identify, reduce, and recover overpayments.","Recovery Audit","Conduct trend analysis and audit drugs that have a high likelihood that coverage is available under Part A or B, coverage is excluded from Part D, or the drug is not used in a medically accepted indication. Audits result in recovery of overpayments and/or industry education.","Q2 2024"
"Apr 30 2024  2:18PM","Apr 30 2024  2:18PM","DEPARTMENT OF LABOR","Employment & Training Administration - Federal State Unemployment Insurance","Overpayments #1","ETA continues to provide technical assistance to states (as needed) regarding required and recommended overpayment recovery activities.","Recovery Activity","Provide technical assistance to states on overpayment recovery methods and best practices and find opportunities to streamline state overpayment recovery efforts.  ","Q2 2024"
"Apr 30 2024  3:34PM","Apr 30 2024  3:34PM","DEPARTMENT OF TRANSPORTATION","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","Overpayments #1","FTA recovered all identified FY 2023 overpayments from grant recipients.
","Recovery Activity","FTA advised grant recipients of requirements to correct future reimbursement requests and recover overpayments.  Recipients have an incentive to repay funds when appropriate.","Q2 2024"
"Apr 30 2024  3:50PM","Apr 30 2024  3:50PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Forgiveness","Overpayments #1","SBA has notified affected lenders","Recovery Activity","SBA notifies lender of deficiency 
and requests that the borrower 
either (1) send supporting 
d acumen tation or (2) repay the 
loan. ","Q2 2024"
"Apr 30 2024  3:53PM","Apr 30 2024  3:53PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Guaranty Purchases","Overpayments #1","SBA has
notified
affected
lenders.","Recovery Activity","SBA notifies the lender of the
deficiency and requests that the
lender send documentation to
overcome the deficiency. SBA
plans to utilize the existing 7(a)
guaranty recovery process for PPP
loan guaranty purchases.","Q2 2024"
"Apr 18 2024 11:29AM","Apr 18 2024 11:29AM","DEPARTMENT OF THE TREASURY","Internal Revenue Service - Earned Income Tax Credit","Overpayments #2","For Q2, the IRS completed document matching assessments of more than 160,000 returns claiming the EITC, protecting more than $1B.","Recovery Activity","Document Matching ","Q2 2024"
"Apr 18 2024  3:12PM","Apr 18 2024  3:12PM","SMALL BUSINESS ADMINISTRATION","COVID-Economic Injury Disaster Loan (EIDL)","Overpayments #2","","Recovery Activity","","Q2 2024"
"Apr 29 2024 12:06PM","Apr 29 2024 12:06PM","OFFICE OF PERSONNEL MANAGEMENT","Federal Retirement Services","Overpayments #2","Overpayments were collected from debtors on the annuity roll by withholding a portion of the debtorâ€™s monthly benefits until the entire debt is paid.","Recovery Activity","Retirement Services will continue to perform the existing actions which is to collect on-roll debts by withholding a portion of the debtorâ€™s monthly benefits until their entire debt is collected.     ","Q2 2024"
"Apr 30 2024  8:24AM","Apr 30 2024  8:24AM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Overpayments #2","","","","Q2 2024"
"Apr 30 2024  8:32AM","Apr 30 2024  8:32AM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Overpayments #2","","","","Q2 2024"
"Apr 30 2024 10:10AM","Apr 30 2024 10:10AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Administration for Children and Families (ACF) - Head Start","Overpayments #2","","","","Q2 2024"
"Apr 30 2024 10:16AM","Apr 30 2024 10:16AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Advance Premium Tax Credit (APTC)","Overpayments #2","","","","Q2 2024"
"Apr 30 2024 10:32AM","Apr 30 2024 10:32AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Children's Health Insurance Program (CHIP)","Overpayments #2","States must return the federal share of certain overpayments identified by the Payment Error Rate Measurement program within one year from the date the recovery contractor submits the Final Errors for Recovery report.","Recovery Activity","Current statutory authority only allows certain overpayments to be recovered through the Payment Error Rate Measurement program. The only funds that can be recovered are from the sampled claims that contractors identified as improper payments resulting in overpayments.","Q2 2024"
"Apr 30 2024 10:42AM","Apr 30 2024 10:42AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicaid","Overpayments #2","States must return the federal share of certain overpayments identified by the Payment Error Rate Measurement program within one year from the date the recovery contractor submits the Final Errors for Recovery report.","Recovery Activity","Current statutory authority only allows overpayments to be recovered through the Payment Error Rate Measurement program. The only funds that can be recovered are from certain sampled claims that contractors identified as improper payments resulting in overpayments.","Q2 2024"
"Apr 30 2024 10:53AM","Apr 30 2024 10:53AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicare Fee-for-Service (FFS)","Overpayments #2","Assigned the Supplemental Medical Review Contractor with medical reviews based on recommendations form the Office of the Inspector General. Claims are reviewed to identify improper payments for collection.","Recovery Activity","Assign review projects to the Supplemental Medical Review Contractor based on improper payment findings. The contractor will complete reviews to identify improper payments for collection based on FY2023 findings and the Office of the Inspector General report recommendations.","Q2 2024"
"Apr 30 2024 12:43PM","Apr 30 2024 12:43PM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicare Advantage (Part C)","Overpayments #2","","","","Q2 2024"
"Apr 30 2024 12:48PM","Apr 30 2024 12:48PM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicare Prescription Drug Benefit (Part D)","Overpayments #2","Close out letters for the End Stage Renal Disease and Durable Medical Equipment audit and instructed plans to delete all improper Prescription Drug Event records, resulting in recovery of these payments to Medicare Part D.","Recovery Audit","Issue close out notices for the End Stage Renal Disease and Durable Medical Equipment audit requiring plan sponsors to delete any Prescription Drug Event records determined to be improper under Medicare Part D, resulting in recovery of these payments to the program.","Q2 2024"
"Apr 18 2024  3:12PM","Apr 18 2024  3:12PM","SMALL BUSINESS ADMINISTRATION","COVID-Economic Injury Disaster Loan (EIDL)","Overpayments #3","","Recovery Activity","","Q2 2024"
"Apr 25 2024  7:57AM","Apr 25 2024  7:57AM","VETERANS AFFAIRS","Pension","Overpayments #3","VA continues to take action to recover overpayments identified during special projects and the testing of payments required by PIIA. These activities include establishing applicable debts which are referred for collection. See Note 2. ","Recovery Activity","VA will continue to recover overpayments identified during special projects and the testing of payments required by the Payment Integrity Information Act (PIIA). These activities include establishing debts if applicable. See Note 2.","Q2 2024"
"Apr 26 2024 12:57PM","Apr 26 2024 12:57PM","VETERANS AFFAIRS","Purchased Long Term Services and Supports","Overpayments #3","In FY 2023 and FY 2024, VA identified $5.51 million in overpayments for this program and recovered $0.77 million to date. In FY 2024, Q2, VA continued working to process bills of collection for these identified overpayments.","Recovery Activity","VA conducts post-payment deep-dive reviews to identify and recover overpayments stemming from systemic program deficiencies. ","Q2 2024"
"Apr 26 2024  2:07PM","Apr 26 2024  2:07PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","Overpayments #3","","","","Q2 2024"
"Apr 26 2024  2:22PM","Apr 26 2024  2:22PM","VETERANS AFFAIRS","VA Community Care","Overpayments #3","In FY 2023, VA identified $6.50 million in overpayments for this program and recovered $0.67 million to date. In FY 2024, Q2, VA worked to process bills of collection for these identified overpayments.","Recovery Activity","VA will review FY 2023 statistical samples tested under Payment Integrity Information Act (PIIA) and conduct post-payment, deep-dive reviews to identify overpayments stemming from systemic program deficiencies.","Q2 2024"
"Apr 26 2024  2:42PM","Apr 26 2024  2:42PM","SOCIAL SECURITY ADMINISTRATION","Supplemental Security Income (SSI)","Overpayments #3","","","","Q2 2024"
"Apr 26 2024  3:49PM","Apr 26 2024  3:49PM","DEPARTMENT OF EDUCATION","Federal Pell Grant Program","Overpayments #3","For overpayments identified through compliance audits, ED established accounts receivable and pursued collection for those receivables deemed collectible. FSA will continue to track the overpayments collected and report the information in the year-end OMB Data Call.","Recovery Activity","Review Single Audits. Schools are required to develop CAPs for deficiencies. FSA will review & evaluate the school's CAPs. If applicable, FSA will assess the school a monetary liability, identify action(s) schools must take to resolve the IP, and pursue collection.","Q2 2024"
"Apr 29 2024 12:06PM","Apr 29 2024 12:06PM","OFFICE OF PERSONNEL MANAGEMENT","Federal Retirement Services","Overpayments #3","Continue to perform reclamations which are recovery actions to recoup improper payments from an annuitantâ€™s financial institution. OPM utilizes the U.S. Department of Treasuryâ€™s reclamation process.","Recovery Activity","Retirement Services will continue to perform the existing actions which is to recoup improper payments from an annuitantâ€™s financial institution.  We also plan to utilize the U.S. Department of Treasuryâ€™s reclamation process.    ","Q2 2024"
"Apr 30 2024  8:24AM","Apr 30 2024  8:24AM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Overpayments #3","","","","Q2 2024"
"Apr 30 2024  2:18PM","Apr 30 2024  2:18PM","DEPARTMENT OF LABOR","Employment & Training Administration - Federal State Unemployment Insurance","Overpayments #3","ETA processed UIPL No. 11-23 grant applications to
award states ARPA grant funding to implement required
and recommended overpayment recovery activities.","Recovery Activity","Explore additional funding opportunities to improve overpayment recovery and/or the potential need for additional guidance regarding overpayment recovery.   ","Q2 2024"
"Apr 30 2024  3:53PM","Apr 30 2024  3:53PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Guaranty Purchases","Overpayments #3","","","","Q2 2024"
"Apr 18 2024 11:44AM","Apr 18 2024 11:44AM","DEPARTMENT OF THE TREASURY","Internal Revenue Service - Additional Child Tax Credit","Overpayments #2","Through the second quarter of FY24, the IRS has imposed two- and 10-year bans on more 2,200 taxpayers deemed to have claimed the ACTC in reckless and intentional disregard of the law or due to fraud.","Recovery Activity","Two- and 10-Year Bans â€“ The IRS imposes two and 10-year bans on taxpayers if the IRS determines that the taxpayers' claims were due to reckless or intentional disregard of the rules and regulations or to fraud, respectively.  ","Q2 2024"
"Apr 22 2024  4:44PM","Apr 22 2024  4:44PM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","Overpayments #2","","","","Q2 2024"
"Apr 26 2024 12:57PM","Apr 26 2024 12:57PM","VETERANS AFFAIRS","Purchased Long Term Services and Supports","Overpayments #2","In FY 2023, VA identified $0.19 million in overpayments for this program and recovered $0.01 million to date. In FY 2024, Q2, VA continued working to process bills of collection for these identified overpayments.","Recovery Activity","VA reviewed FY 2023 statistical samples tested under the Payment Integrity Information Act (PIIA) and will issue bills of collection to recover identified overpayments as appropriate. ","Q2 2024"
"Apr 25 2024  7:57AM","Apr 25 2024  7:57AM","VETERANS AFFAIRS","Pension","Overpayments #2","During Q2, the VA conducted a Special Focus Review on 60 claims where SSA income was adjusted to ensure payment accuracy and policy compliance by the claims processors. Claims with errors were corrected and debts were established for applicable overpayments. See Note 2.","Recovery Activity","Conduct Special Focus Reviews to ensure the claims processors properly applied policies and procedures in making decisions. Claims with errors are corrected and debts are established for applicable overpayments identified. See Note 2. Â ","Q2 2024"
"Apr 26 2024  2:07PM","Apr 26 2024  2:07PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","Overpayments #2","","Recovery Activity","We will continue to refine policies and processes associated with long-term repayment plans. In addition, we will continue to review and update our current policies and processes to ensure a more effective collection process for these outstanding debts.","Q2 2024"
"Apr 26 2024  2:22PM","Apr 26 2024  2:22PM","VETERANS AFFAIRS","VA Community Care","Overpayments #2","In FY 2023, VA identified $80.87 million in overpayments for this program and recovered $72.67 million to date. In FY 2024, Q2, VA continued this work with the contractor to process bills of collection for identified overpayments.","Recovery Audit","VA uses a recovery audit contract to audit claims for pre-authorized care and test compliance with referrals; whether claims are reimbursed using the appropriate methodology; and that the medical records support the diagnostic related group billed for the services.","Q2 2024"
"Apr 26 2024  2:42PM","Apr 26 2024  2:42PM","SOCIAL SECURITY ADMINISTRATION","Supplemental Security Income (SSI)","Overpayments #2","","Recovery Activity","We will continue to refine policies and processes associated with long-term repayment plans. In addition, we will continue to review and update our current policies and processes to ensure a more effective collection process for these outstanding debts.","Q2 2024"
"Apr 26 2024  3:49PM","Apr 26 2024  3:49PM","DEPARTMENT OF EDUCATION","Federal Pell Grant Program","Overpayments #2","For overpayments identified through program reviews, in Q2 ED established accounts receivable and pursued collection for those receivables deemed collectible. FSA will continue to track the overpayments collected and report the information in the year-end OMB Data Call.","Recovery Activity","Perform program reviews of schools for eligibility, financial responsibility, and administrative capability requirements. If applicable, FSA will assess the school a monetary liability, identify action(s) schools must take to resolve the IP, and pursue collection.","Q2 2024"
"Apr 30 2024  3:34PM","Apr 30 2024  3:34PM","DEPARTMENT OF TRANSPORTATION","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","Overpayments #2","","","","Q2 2024"
"Apr 30 2024  2:18PM","Apr 30 2024  2:18PM","DEPARTMENT OF LABOR","Employment & Training Administration - Federal State Unemployment Insurance","Overpayments #2","ETA continues developing a SOP to ensure that funds recovered through the civil prosecution of COVID-19 related fraud is returned to the appropriate fund.","Recovery Activity","Continue to work closely with federal law enforcement and banks/financial institutions to streamline recovery efforts and facilitate the return of UI funds.  ","Q2 2024"
"Apr 30 2024  3:50PM","Apr 30 2024  3:50PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Forgiveness","Overpayments #2","","","","Q2 2024"
"Apr 30 2024  3:53PM","Apr 30 2024  3:53PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Guaranty Purchases","Overpayments #2","","","","Q2 2024"
"Apr 30 2024  4:27PM","Apr 30 2024  4:27PM","UNITED STATES DEPARTMENT OF AGRICULTURE","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Overpayments #2","AIPs are notified of any overpayments
through RMA's Compliance Activities and
Results System (CARS) in accordance
with the Standard Reinsurance Agreement
requirements. They are then tracked,
collected, and verified through RMA's
accounting system.
","Recovery Activity","AIPs are notified of any overpayments
through RMA's Compliance Activities and
Results System (CARS) in accordance
with the Standard Reinsurance Agreement
requirements. They are then tracked,
collected, and verified through RMA's
accounting system.
","Q2 2024"
"Apr 18 2024 10:48AM","Apr 18 2024 10:48AM","DEPARTMENT OF THE TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Overpayments #3","Through the second quarter of FY24, the IRS has imposed two- and 10-year bans on nearly 30 taxpayers deemed to have claimed the AOTC in reckless and intentional disregard of the law or due to fraud.","Recovery Activity","Two- and 10-Year Bans â€“ The IRS imposed two and 10-year bans on taxpayers if the IRS determines that the taxpayers' claims were due to reckless or intentional disregard of the regulations or to fraud.","Q2 2024"
"Apr 18 2024 11:29AM","Apr 18 2024 11:29AM","DEPARTMENT OF THE TREASURY","Internal Revenue Service - Earned Income Tax Credit","Overpayments #3","For FY24, the IRS issued more than 47,000 Soft Notices, alerting taxpayers that a qualifying child for the EITC claimed on their returns has also been claimed by another person. ","Recovery Activity","Soft Notices","Q2 2024"
"Apr 18 2024 11:38AM","Apr 18 2024 11:39AM","DEPARTMENT OF THE TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","Overpayments #3","","","","Q2 2024"
"Apr 18 2024 11:44AM","Apr 18 2024 11:44AM","DEPARTMENT OF THE TREASURY","Internal Revenue Service - Additional Child Tax Credit","Overpayments #3","Through the second quarter of FY24, approximately 1,000 Letters 6623 were sent to taxpayers nationwide. ","Recovery Activity","Ghost Preparer Letter 6623 â€“ This letter was sent to taxpayers whose tax returns appear to have been completed by a paid tax preparer who did not sign and include their preparer tax identification number on the tax return. ","Q2 2024"
"Apr 22 2024  4:44PM","Apr 22 2024  4:44PM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","Overpayments #3","","","","Q2 2024"
"Apr 30 2024  8:32AM","Apr 30 2024  8:32AM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Overpayments #3","","","","Q2 2024"
"Apr 30 2024 10:10AM","Apr 30 2024 10:10AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Administration for Children and Families (ACF) - Head Start","Overpayments #3","","","","Q2 2024"
"Apr 30 2024 10:16AM","Apr 30 2024 10:16AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Advance Premium Tax Credit (APTC)","Overpayments #3","","","","Q2 2024"
"Apr 30 2024 10:32AM","Apr 30 2024 10:32AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Children's Health Insurance Program (CHIP)","Overpayments #3","","","","Q2 2024"
"Apr 30 2024 12:48PM","Apr 30 2024 12:48PM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicare Prescription Drug Benefit (Part D)","Overpayments #3","","","","Q2 2024"
"Apr 30 2024  4:27PM","Apr 30 2024  4:27PM","UNITED STATES DEPARTMENT OF AGRICULTURE","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Overpayments #3","","","","Q2 2024"
"Apr 30 2024 10:42AM","Apr 30 2024 10:42AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicaid","Overpayments #3","States are responsible for sending demand letters to the appropriate providers or plans, collecting overpayments, and remitting the federal share to CMS. Providers may appeal the findings of a final audit report through their stateâ€™s administrative process.","Recovery Audit","Unified Program Integrity Contractors conduct post-payment investigations and audits of Medicaid providers and managed care plans throughout the country and report identified overpayments to the states for recovery.","Q2 2024"
"Apr 30 2024 10:53AM","Apr 30 2024 10:53AM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicare Fee-for-Service (FFS)","Overpayments #3","Used the Targeted Probe and Educate medical review process to review and correct overpayments and educate providers to prevent future errors.","Recovery Activity","Use a comprehensive approach to prevent overpayments through proactive measures. National prior authorization programs are considered part of the overall recovery strategy, reducing or eliminating the need for recovery activities.","Q2 2024"
"Apr 30 2024 12:43PM","Apr 30 2024 12:43PM","DEPARTMENT OF HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicare Advantage (Part C)","Overpayments #3","","","","Q2 2024"
"Apr 30 2024  3:34PM","Apr 30 2024  3:34PM","DEPARTMENT OF TRANSPORTATION","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","Overpayments #3","","","","Q2 2024"
