"Agency","Program_Name","Fiscal_Year","Payment_Type","Program_Design_or_Structural_Issue","Inability_to_Authenticate_Eligibility","Inability_to_Authenticate_Eligibility:_Inability_to_Access_Data","Inability_to_Authenticate_Eligibility:_Data_Needed_Does_Not_Exis","Insufficient_Documentation_to_Determine","Failure_to_Access_Data","Address_Location","Contractor_or_Provider_Status","Financial"
"TREASURY","Internal Revenue Service - Payment to Issuer of Qualified School Construction Bonds","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Payment to Issuer of Qualified Zone Academy Bonds","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Payment to Issuer of Qualified Zone Academy Bonds","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Payment to Issuer of Qualified Zone Academy Bonds","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Payment to Issuer of Qualified Zone Academy Bonds","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Payment to Issuer of Qualified Zone Academy Bonds","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Payment to Issuer of Qualified Zone Academy Bonds","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Payment to Issuer of Qualified Zone Academy Bonds","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Payment to Issuer of Qualified Zone Academy Bonds","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Payment to Issuer of Qualified Zone Academy Bonds","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Payment to Issuer of Qualified Zone Academy Bonds","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Payments to USVI and Puerto Rico for Disaster Tax Relief","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Payments to USVI and Puerto Rico for Disaster Tax Relief","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Payments to USVI and Puerto Rico for Disaster Tax Relief","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Payments to USVI and Puerto Rico for Disaster Tax Relief","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Payments to USVI and Puerto Rico for Disaster Tax Relief","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Private Collection Agent Program","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Private Collection Agent Program","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Private Collection Agent Program","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Private Collection Agent Program","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Private Collection Agent Program","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Private Collection Agent Program","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Private Collection Agent Program","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Private Collection Agent Program","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Private Collection Agent Program","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Private Collection Agent Program","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Refund - Corporations","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refund - Corporations","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refund - Corporations","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Refund - Corporations","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refund - Corporations","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Refund - Corporations","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refund - Corporations","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refund - Corporations","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Refund - Corporations","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refund - Corporations","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Refund Collection - Interest","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refund Collection - Interest","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refund Collection - Interest","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Refund Collection - Interest","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refund Collection - Interest","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Refund Collection - Interest","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refund Collection - Interest","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refund Collection - Interest","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Refund Collection - Interest","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refund Collection - Interest","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2022","Overpayments outside agency control","","","75.1300000000","502.8100000000","","0.0000000000","0.0000000000","0.0000000000","537.7152000000"
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2024","Overpayments outside agency control","","","85.5000000000","572.2300000000","","0.0000000000","0.0000000000","0.0000000000","605.1116000000"
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2023","Overpayments outside agency control","","","124.5600000000","833.5900000000","","0.0000000000","0.0000000000","0.0000000000","881.4980000000"
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2023","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2024","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2023","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2024","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2023","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2024","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2023","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","2024","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Refund-Corporations","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refund-Corporations","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refund-Corporations","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Refund-Corporations","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Refund-Corporations","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Small Business Insurance Tax Credit","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Small Business Insurance Tax Credit","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Small Business Insurance Tax Credit","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Small Business Insurance Tax Credit","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Small Business Insurance Tax Credit","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Small Business Insurance Tax Credit","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Small Business Insurance Tax Credit","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Small Business Insurance Tax Credit","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Small Business Insurance Tax Credit","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Small Business Insurance Tax Credit","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Special Compliance Personnel Program Account","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Special Compliance Personnel Program Account","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Special Compliance Personnel Program Account","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Special Compliance Personnel Program Account","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Special Compliance Personnel Program Account","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Special Compliance Personnel Program Account","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Special Compliance Personnel Program Account","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Special Compliance Personnel Program Account","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Special Compliance Personnel Program Account","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Special Compliance Personnel Program Account","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Tax Law Enforcement","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Tax Law Enforcement","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Tax Law Enforcement","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Tax Law Enforcement","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Tax Law Enforcement","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Tax Law Enforcement","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Tax Law Enforcement","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Tax Law Enforcement","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Tax Law Enforcement","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Tax Law Enforcement","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Taxpayer Services","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Taxpayer Services","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Taxpayer Services","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Taxpayer Services","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Taxpayer Services","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - Taxpayer Services","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Taxpayer Services","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Taxpayer Services","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - Taxpayer Services","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - Taxpayer Services","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - US Coronavirus Payments","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Payments","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Payments","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - US Coronavirus Payments","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Payments","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - US Coronavirus Payments","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Payments","2024","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Payments","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Payments","2024","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Payments","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - US Coronavirus Payments","2024","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - US Coronavirus Payments","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Payments","2024","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Payments","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - US Coronavirus Payments","2024","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","2024","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","2024","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","2024","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","2024","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","2024","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of Financial Stability - Home Affordable Modification Program","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Home Affordable Modification Program","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Home Affordable Modification Program","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of Financial Stability - Home Affordable Modification Program","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Home Affordable Modification Program","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of Financial Stability - Home Affordable Modification Program","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Home Affordable Modification Program","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Home Affordable Modification Program","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of Financial Stability - Home Affordable Modification Program","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Home Affordable Modification Program","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of Financial Stability - Salaries and Expenses","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Salaries and Expenses","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Salaries and Expenses","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of Financial Stability - Salaries and Expenses","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Salaries and Expenses","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of Financial Stability - Salaries and Expenses","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Salaries and Expenses","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Salaries and Expenses","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of Financial Stability - Salaries and Expenses","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Salaries and Expenses","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of Financial Stability - Troubled Assets Relief Program Direct Loan Financing Account","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Troubled Assets Relief Program Direct Loan Financing Account","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Troubled Assets Relief Program Direct Loan Financing Account","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of Financial Stability - Troubled Assets Relief Program Direct Loan Financing Account","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Troubled Assets Relief Program Direct Loan Financing Account","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of Financial Stability - Troubled Assets Relief Program Direct Loan Financing Account","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Troubled Assets Relief Program Direct Loan Financing Account","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Troubled Assets Relief Program Direct Loan Financing Account","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of Financial Stability - Troubled Assets Relief Program Direct Loan Financing Account","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of Financial Stability - Troubled Assets Relief Program Direct Loan Financing Account","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of International Assistance - Contribution International Development Association","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution International Development Association","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution International Development Association","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of International Assistance - Contribution International Development Association","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution International Development Association","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of International Assistance - Contribution to African Development Bank","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to African Development Bank","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to African Development Bank","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of International Assistance - Contribution to African Development Bank","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to African Development Bank","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of International Assistance - Contribution to African Development Bank","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
