"End Date","Recorded Date","Agency","Program Name","Please provide a brief 1-2 sentence high level description of yo","RootCauseNumber","RootCause","RootCauseDescription","RootCauseValue","MitigationStrategy","AnticipatedImpactMitigation","Provide a detailed description of the actions taken and planned","Quarter Year"
"Oct 25 2024 10:08AM","Oct 25 2024 10:08AM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","Purchased Long Term Services and Supports strives to empower Veterans to rise above the challenges of aging, disability, or serious illness. Geriatrics and Extended Care is for Veterans of all ages, including their families and caregivers. The program reported $318.46 million in projected monetary loss for FY 2023, most of which resulted from paying an amount that did not align with the contract rate, paying for an excluded service due to noncompliance with regulatory or contractual requirements, or paying for billed services that exceeded the authorized care. There are no known financial, contractor or provider status related barriers prohibiting improving prevention of improper payments.","Please choose Root Cause 1.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","VA did not enforce contract requirements for third-party administrators to bill at the correct allowable rates. As a result, the third party administrators are not paying the lesser of billed charges or Medicare rate, when the VA should be reimbursing at the lower rate.","","Change Process â€“ altering or updating a process or policy to prevent or correct error.","VA will enforce contract requirements for third-party administrators to bill at the correct allowable rates. VA will also ensure invoices are being validated per the contract pricing prior to payment.","Actions taken and planned regarding change process include documenting a process flow for each claims processing system to identify where in the payment process improper payments are occurring in order to develop continued process improvements based on this data. VA will also continue working to enforce Community Care Network contract requirements for third-party administrators to bill at the correct allowable rates and ensure claims that exceed the authorization are paid appropriately (Note 1). Additional actions planned in the following quarter include drafting a letter for Community Nursing Homes to move to a standardized rate schedule in order to move payments from a legacy system to an automated claims adjudication system. Moving to standardized rates will allow for increased automation to reduce manual processes and human error. In the interim, VA is developing training for certifying officials to ensure invoices are validated per the contract pricing prior to payment. Actions taken and planned regarding automation include continuing to update the claims processing system(s) to ensure claims are paid appropriately. VA requested an update to the consult toolbox to ensure claims are associated with a valid referral. Also, VA submitted a change request in the automated claims adjudication system to ensure claims are associated with an active Veterans Care Agreement.","Q4 2024"
"Oct 25 2024 10:08AM","Oct 25 2024 10:08AM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","Purchased Long Term Services and Supports strives to empower Veterans to rise above the challenges of aging, disability, or serious illness. Geriatrics and Extended Care is for Veterans of all ages, including their families and caregivers. The program reported $318.46 million in projected monetary loss for FY 2023, most of which resulted from paying an amount that did not align with the contract rate, paying for an excluded service due to noncompliance with regulatory or contractual requirements, or paying for billed services that exceeded the authorized care. There are no known financial, contractor or provider status related barriers prohibiting improving prevention of improper payments.","Please choose Root Cause 3.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","The payment system lacked sufficient pre-payment checks to ensure the accurate processing of claims. This caused payment for a service that was not eligible because the service was not included in the standard episode of care authorization.","","Automation - automatically controlled operation, process, or system","VA will determine if a system update in the automated claims adjudication system needs to be implemented to ensure payments for billed services do not exceed the authorized amount.","Actions taken and planned regarding change process include documenting a process flow for each claims processing system to identify where in the payment process improper payments are occurring in order to develop continued process improvements based on this data. VA will also continue working to enforce Community Care Network contract requirements for third-party administrators to bill at the correct allowable rates and ensure claims that exceed the authorization are paid appropriately (Note 1). Additional actions planned in the following quarter include drafting a letter for Community Nursing Homes to move to a standardized rate schedule in order to move payments from a legacy system to an automated claims adjudication system. Moving to standardized rates will allow for increased automation to reduce manual processes and human error. In the interim, VA is developing training for certifying officials to ensure invoices are validated per the contract pricing prior to payment. Actions taken and planned regarding automation include continuing to update the claims processing system(s) to ensure claims are paid appropriately. VA requested an update to the consult toolbox to ensure claims are associated with a valid referral. Also, VA submitted a change request in the automated claims adjudication system to ensure claims are associated with an active Veterans Care Agreement.","Q4 2024"
"Jan 24 2024  3:44PM","Jan 24 2024  3:44PM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","Purchased Long Term Services and Supports strives to empower Veterans to rise above the challenges of aging, disability, or serious illness. Geriatrics and Extended Care is for Veterans of all ages, including their families and caregivers. The program reported $318.46 million in projected monetary loss for FY 2023, most of which resulted from paying an amount that did not align with the contract rate, paying for an excluded service due to noncompliance with regulatory or contractual requirements, or paying for billed services that exceeded the authorized care. There are no known financial, contractor or provider status related barriers prohibiting improving prevention of improper payments.","Please choose Root Cause 3.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","The payment system lacked sufficient pre-payment checks to ensure the accurate processing of claims. This caused payment for a service that was not eligible because the service was not included in the standard episode of care authorization.","","Automation - automatically controlled operation, process, or system","VA will determine if a system update in the Electronic Claims Adjudication Management System needs to be implemented to ensure payments for billed services do not exceed the authorized amount.  ","Actions taken in Q1 and planned for Q2 regarding change process include working to ensure invoices are being validated per the contract pricing prior to payment. In addition, VA is working to enforce contract requirements for third party administrators to bill at the correct allowable rates (Note 1). Actions taken and planned regarding automation include working to determine if a system update in the Electronic Claims Adjudication Management System is needed to ensure claims are paid appropriately. Specifically, in August 2023, VA began reviewing a list of Community Care Network improper payments reported in FY 2023 to research pricing discrepancies and other errors. In November 2023, the program updated the VA Community Nursing Home Fee Schedule and researched and documented the current rate structure for the different purchasing methods (including local contracts, Community Care Network contracts, or Veterans Care Agreements). Actions planned in Q2 to address overpayments for Community Care Network claims include researching and categorizing findings related to the various pricing discrepancies and reviewing timely filing contract requirements with the third party administrators and providing education if necessary. ","Q1 2024"
"Jan 24 2024  3:44PM","Jan 24 2024  3:44PM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","Purchased Long Term Services and Supports strives to empower Veterans to rise above the challenges of aging, disability, or serious illness. Geriatrics and Extended Care is for Veterans of all ages, including their families and caregivers. The program reported $318.46 million in projected monetary loss for FY 2023, most of which resulted from paying an amount that did not align with the contract rate, paying for an excluded service due to noncompliance with regulatory or contractual requirements, or paying for billed services that exceeded the authorized care. There are no known financial, contractor or provider status related barriers prohibiting improving prevention of improper payments.","Please choose Root Cause 1.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","VA did not enforce contract requirements for third party administrators to bill at the correct allowable rates. As a result, the third party administrators are not paying the lesser of billed charges or Medicare rate, when the VA should be reimbursing at the lower rate.","","Change Process – altering or updating a process or policy to prevent or correct error.","VA will enforce contract requirements for third party administrators to bill at the correct allowable rates. VA will also ensure invoices are being validated per the contract pricing prior to payment.","Actions taken in Q1 and planned for Q2 regarding change process include working to ensure invoices are being validated per the contract pricing prior to payment. In addition, VA is working to enforce contract requirements for third party administrators to bill at the correct allowable rates (Note 1). Actions taken and planned regarding automation include working to determine if a system update in the Electronic Claims Adjudication Management System is needed to ensure claims are paid appropriately. Specifically, in August 2023, VA began reviewing a list of Community Care Network improper payments reported in FY 2023 to research pricing discrepancies and other errors. In November 2023, the program updated the VA Community Nursing Home Fee Schedule and researched and documented the current rate structure for the different purchasing methods (including local contracts, Community Care Network contracts, or Veterans Care Agreements). Actions planned in Q2 to address overpayments for Community Care Network claims include researching and categorizing findings related to the various pricing discrepancies and reviewing timely filing contract requirements with the third party administrators and providing education if necessary. ","Q1 2024"
"Jan 24 2024  3:44PM","Jan 24 2024  3:44PM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","Purchased Long Term Services and Supports strives to empower Veterans to rise above the challenges of aging, disability, or serious illness. Geriatrics and Extended Care is for Veterans of all ages, including their families and caregivers. The program reported $318.46 million in projected monetary loss for FY 2023, most of which resulted from paying an amount that did not align with the contract rate, paying for an excluded service due to noncompliance with regulatory or contractual requirements, or paying for billed services that exceeded the authorized care. There are no known financial, contractor or provider status related barriers prohibiting improving prevention of improper payments.","Please choose Root Cause 2.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","VA did not enforce requirements for third party administrators or providers to submit claims in accordance with regulatory or contractual requirements. As a result, VA paid for excluded services that did not meet contractual requirements for timely claim submission.","","Change Process – altering or updating a process or policy to prevent or correct error.","VA will enforce contract requirements for third party administrators to submit claims in accordance with timely filing requirements. VA will also ensure invoices are being validated per the contract timely filing requirements prior to payment.","Actions taken in Q1 and planned for Q2 regarding change process include working to ensure invoices are being validated per the contract pricing prior to payment. In addition, VA is working to enforce contract requirements for third party administrators to bill at the correct allowable rates (Note 1). Actions taken and planned regarding automation include working to determine if a system update in the Electronic Claims Adjudication Management System is needed to ensure claims are paid appropriately. Specifically, in August 2023, VA began reviewing a list of Community Care Network improper payments reported in FY 2023 to research pricing discrepancies and other errors. In November 2023, the program updated the VA Community Nursing Home Fee Schedule and researched and documented the current rate structure for the different purchasing methods (including local contracts, Community Care Network contracts, or Veterans Care Agreements). Actions planned in Q2 to address overpayments for Community Care Network claims include researching and categorizing findings related to the various pricing discrepancies and reviewing timely filing contract requirements with the third party administrators and providing education if necessary. ","Q1 2024"
"Apr 26 2024 12:57PM","Apr 26 2024 12:57PM","VETERANS AFFAIRS","Purchased Long Term Services and Supports","Purchased Long Term Services and Supports strives to empower Veterans to rise above the challenges of aging, disability, or serious illness. Geriatrics and Extended Care is for Veterans of all ages, including their families and caregivers. The program reported $318.46 million in projected monetary loss for FY 2023, most of which resulted from paying an amount that did not align with the contract rate, paying for an excluded service due to noncompliance with regulatory or contractual requirements, or paying for billed services that exceeded the authorized care. There are no known financial, contractor or provider status related barriers prohibiting improving prevention of improper payments.","Please choose Root Cause 1.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","VA did not enforce contract requirements for third-party administrators to bill at the correct allowable rates. As a result, the third party administrators are not paying the lesser of billed charges or Medicare rate, when the VA should be reimbursing at the lower rate.","","Change Process â€“ altering or updating a process or policy to prevent or correct error.","VA will enforce contract requirements for third-party administrators to bill at the correct allowable rates. VA will also ensure invoices are being validated per the contract pricing prior to payment.","Actions taken in Q2 and planned for Q3 regarding change process include working to ensure invoices are validated per the contract pricing prior to payment and working to enforce contract requirements for third-party administrators to bill at the correct allowable rates (Note 1). Actions taken and planned regarding automation include working to determine if a system update in the Electronic Claims Adjudication Management System is needed to ensure claims are paid appropriately. In January 2024, VA assessed where errors were occurring for local contract claims not paid according to the contract rate that were processed in Veterans Health Information Systems and Technology Architecture. VA also continued to research pricing discrepancies and other errors for Community Care Network claims processed in the Community Care Reimbursement System. Actions planned in Q3 include documenting a process flow for each claims processing system to identify potential process improvements. VA is requesting an update to the consult toolbox to ensure claims are associated with a valid referral and requesting an update in the Electronic Claims Adjudication Management System to ensure claims are associated with an active Veterans Care Agreement. VA will also continue working with the third-party administrators to ensure payments are covered by a valid authorization or consult prior to being reimbursed.    ","Q2 2024"
"Apr 26 2024 12:57PM","Apr 26 2024 12:57PM","VETERANS AFFAIRS","Purchased Long Term Services and Supports","Purchased Long Term Services and Supports strives to empower Veterans to rise above the challenges of aging, disability, or serious illness. Geriatrics and Extended Care is for Veterans of all ages, including their families and caregivers. The program reported $318.46 million in projected monetary loss for FY 2023, most of which resulted from paying an amount that did not align with the contract rate, paying for an excluded service due to noncompliance with regulatory or contractual requirements, or paying for billed services that exceeded the authorized care. There are no known financial, contractor or provider status related barriers prohibiting improving prevention of improper payments.","Please choose Root Cause 2.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","VA did not enforce requirements for third-party administrators or providers to submit claims in accordance with regulatory or contractual requirements. As a result, VA paid for excluded services that did not meet contractual requirements for timely claim submission.  ","","Change Process â€“ altering or updating a process or policy to prevent or correct error.","VA will enforce contract requirements for third-party administrators to submit claims in accordance with timely filing requirements. VA will also ensure invoices are being validated per the contract timely filing requirements prior to payment.","Actions taken in Q2 and planned for Q3 regarding change process include working to ensure invoices are validated per the contract pricing prior to payment and working to enforce contract requirements for third-party administrators to bill at the correct allowable rates (Note 1). Actions taken and planned regarding automation include working to determine if a system update in the Electronic Claims Adjudication Management System is needed to ensure claims are paid appropriately. In January 2024, VA assessed where errors were occurring for local contract claims not paid according to the contract rate that were processed in Veterans Health Information Systems and Technology Architecture. VA also continued to research pricing discrepancies and other errors for Community Care Network claims processed in the Community Care Reimbursement System. Actions planned in Q3 include documenting a process flow for each claims processing system to identify potential process improvements. VA is requesting an update to the consult toolbox to ensure claims are associated with a valid referral and requesting an update in the Electronic Claims Adjudication Management System to ensure claims are associated with an active Veterans Care Agreement. VA will also continue working with the third-party administrators to ensure payments are covered by a valid authorization or consult prior to being reimbursed.    ","Q2 2024"
"Apr 26 2024 12:57PM","Apr 26 2024 12:57PM","VETERANS AFFAIRS","Purchased Long Term Services and Supports","Purchased Long Term Services and Supports strives to empower Veterans to rise above the challenges of aging, disability, or serious illness. Geriatrics and Extended Care is for Veterans of all ages, including their families and caregivers. The program reported $318.46 million in projected monetary loss for FY 2023, most of which resulted from paying an amount that did not align with the contract rate, paying for an excluded service due to noncompliance with regulatory or contractual requirements, or paying for billed services that exceeded the authorized care. There are no known financial, contractor or provider status related barriers prohibiting improving prevention of improper payments.","Please choose Root Cause 3.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","The payment system lacked sufficient pre-payment checks to ensure the accurate processing of claims. This caused payment for a service that was not eligible because the service was not included in the standard episode of care authorization. ","","Automation - automatically controlled operation, process, or system","VA will determine if a system update in the Electronic Claims Adjudication Management System needs to be implemented to ensure payments for billed services do not exceed the authorized amount.  ","Actions taken in Q2 and planned for Q3 regarding change process include working to ensure invoices are validated per the contract pricing prior to payment and working to enforce contract requirements for third-party administrators to bill at the correct allowable rates (Note 1). Actions taken and planned regarding automation include working to determine if a system update in the Electronic Claims Adjudication Management System is needed to ensure claims are paid appropriately. In January 2024, VA assessed where errors were occurring for local contract claims not paid according to the contract rate that were processed in Veterans Health Information Systems and Technology Architecture. VA also continued to research pricing discrepancies and other errors for Community Care Network claims processed in the Community Care Reimbursement System. Actions planned in Q3 include documenting a process flow for each claims processing system to identify potential process improvements. VA is requesting an update to the consult toolbox to ensure claims are associated with a valid referral and requesting an update in the Electronic Claims Adjudication Management System to ensure claims are associated with an active Veterans Care Agreement. VA will also continue working with the third-party administrators to ensure payments are covered by a valid authorization or consult prior to being reimbursed.    ","Q2 2024"
"Feb 10 2025  1:02PM","Feb 10 2025  1:02PM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","Purchased Long Term Services and Supports strives to empower Veterans to rise above the challenges of aging, disability, or serious illness. Geriatrics and Extended Care is for Veterans of all ages, including their families and caregivers. The program reported $218.30 million in projected monetary loss for FY 2024, which resulted from paying an amount that exceeded the contract rate, paying for claims not received within the required timeframe, or paying for billed services that exceeded the authorized care. There are no known financial, contractor or provider status related barriers prohibiting improving prevention of improper payments.","Please choose Root Cause 1.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","VA did not enforce contract requirements for third-party administrators to bill at the correct rates or ensure certifying officials validated the correct rates prior to payment. As a result, VA paid for services that exceeded the allowable contract rates.  ","218.3","Change Process â€“ altering or updating a process or policy to prevent or correct error.","VA will continue clarifying payment methodology with third-party administrators to bill at the correct rates. VA is also transitioning payments from a legacy system to an automated claims adjudication system.","Actions taken regarding automation include continuing to update the claims processing systems to ensure claims are paid appropriately. In particular, VA requested an update to the consult toolbox to ensure claims are associated with a valid referral. Actions taken and planned regarding change process include drafting a letter for Community Nursing Homes to move to a standardized rate schedule in order to transition payments from a legacy system to an automated claims adjudication system. Moving to standardized rates will allow for increased automation to reduce manual processes and human error associated with claims not paid according to the contract rates or billed services that exceed the authorized care. In the interim, VA is developing training for certifying officials to ensure invoices are validated per the contract pricing prior to payment. VA will also continue working to enforce Community Care Network contract requirements to ensure third-party administrators bill at the correct allowable rates, ensure billed services are within the authorized care, and ensure claims are submitted within the required timeframes (Note 1). ","Q1 2025"
"Feb 10 2025  1:02PM","Feb 10 2025  1:02PM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","Purchased Long Term Services and Supports strives to empower Veterans to rise above the challenges of aging, disability, or serious illness. Geriatrics and Extended Care is for Veterans of all ages, including their families and caregivers. The program reported $218.30 million in projected monetary loss for FY 2024, which resulted from paying an amount that exceeded the contract rate, paying for claims not received within the required timeframe, or paying for billed services that exceeded the authorized care. There are no known financial, contractor or provider status related barriers prohibiting improving prevention of improper payments.","Please choose Root Cause 3.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","VA did not enforce requirements for third-party administrators to ensure billed services were authorized or ensure certifying officials validated services did not exceed the authorized care. As a result, VA paid for services that exceeded the authorized amount.","218.3","Change Process â€“ altering or updating a process or policy to prevent or correct error.","VA will continue clarifying payment methodology with third-party administrators to ensure billed services do not exceed the authorized amount. VA is also transitioning payments from a legacy system to an automated claims adjudication system.","Actions taken regarding automation include continuing to update the claims processing systems to ensure claims are paid appropriately. In particular, VA requested an update to the consult toolbox to ensure claims are associated with a valid referral. Actions taken and planned regarding change process include drafting a letter for Community Nursing Homes to move to a standardized rate schedule in order to transition payments from a legacy system to an automated claims adjudication system. Moving to standardized rates will allow for increased automation to reduce manual processes and human error associated with claims not paid according to the contract rates or billed services that exceed the authorized care. In the interim, VA is developing training for certifying officials to ensure invoices are validated per the contract pricing prior to payment. VA will also continue working to enforce Community Care Network contract requirements to ensure third-party administrators bill at the correct allowable rates, ensure billed services are within the authorized care, and ensure claims are submitted within the required timeframes (Note 1). ","Q1 2025"
"Feb 10 2025  1:02PM","Feb 10 2025  1:02PM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","Purchased Long Term Services and Supports strives to empower Veterans to rise above the challenges of aging, disability, or serious illness. Geriatrics and Extended Care is for Veterans of all ages, including their families and caregivers. The program reported $218.30 million in projected monetary loss for FY 2024, which resulted from paying an amount that exceeded the contract rate, paying for claims not received within the required timeframe, or paying for billed services that exceeded the authorized care. There are no known financial, contractor or provider status related barriers prohibiting improving prevention of improper payments.","Please choose Root Cause 2.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","VA did not enforce requirements for third-party administrators or providers to submit claims in accordance with regulatory or contractual requirements. As a result, VA paid for excluded services that did not meet contractual requirements for timely claim submission.","218.3","Change Process â€“ altering or updating a process or policy to prevent or correct error.","VA will continue clarifying payment methodology with third-party administrators to ensure claims are submitted in accordance with timely filing contract requirements. ","Actions taken regarding automation include continuing to update the claims processing systems to ensure claims are paid appropriately. In particular, VA requested an update to the consult toolbox to ensure claims are associated with a valid referral. Actions taken and planned regarding change process include drafting a letter for Community Nursing Homes to move to a standardized rate schedule in order to transition payments from a legacy system to an automated claims adjudication system. Moving to standardized rates will allow for increased automation to reduce manual processes and human error associated with claims not paid according to the contract rates or billed services that exceed the authorized care. In the interim, VA is developing training for certifying officials to ensure invoices are validated per the contract pricing prior to payment. VA will also continue working to enforce Community Care Network contract requirements to ensure third-party administrators bill at the correct allowable rates, ensure billed services are within the authorized care, and ensure claims are submitted within the required timeframes (Note 1). ","Q1 2025"
"Apr 25 2025  2:45PM","Apr 25 2025  2:45PM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","Purchased Long Term Services and Supports strives to empower Veterans to rise above the challenges of aging, disability, or serious illness. Geriatrics and Extended Care is for Veterans of all ages, including their families and caregivers. The program reported $218.30 million in projected monetary loss for FY 2024, which resulted from paying an amount that exceeded the contract rate, paying for claims not received within the required timeframe, or paying for billed services that exceeded the authorized care. There are no known financial, contractor or provider status related barriers prohibiting improving prevention of improper payments.","Please choose Root Cause 1.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","VA did not enforce contract requirements for third-party administrators to bill at the correct rates or ensure certifying officials validated the correct rates prior to payment. As a result, VA paid for services that exceeded the allowable contract rates.","218.3","Change Process – altering or updating a process or policy to prevent or correct error.","VA will continue clarifying payment methodology with third-party administrators to bill at the correct rates. VA is also transitioning payments from a legacy system to an automated claims adjudication system.","Actions taken regarding automation include continuing to update the claims processing systems to ensure claims are paid appropriately. Actions taken and planned regarding change process include drafting a letter for Community Nursing Homes to move to a standardized rate schedule to transition payments from a legacy system to an automated claims adjudication system. Moving to standardized rates will allow for increased automation to reduce manual processes and human error associated with claims not paid according to the contract rates or billed services that exceed the authorized care. In the interim, VA is developing training for certifying officials to ensure invoices are validated per the contract pricing prior to payment. VA will also continue working to enforce Community Care Network contract requirements to ensure third-party administrators bill at the correct allowable rates, ensure billed services are within the authorized care, and ensure claims are submitted within the required timeframes (see Note 1).","Q2 2025"
"Apr 25 2025  2:45PM","Apr 25 2025  2:45PM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","Purchased Long Term Services and Supports strives to empower Veterans to rise above the challenges of aging, disability, or serious illness. Geriatrics and Extended Care is for Veterans of all ages, including their families and caregivers. The program reported $218.30 million in projected monetary loss for FY 2024, which resulted from paying an amount that exceeded the contract rate, paying for claims not received within the required timeframe, or paying for billed services that exceeded the authorized care. There are no known financial, contractor or provider status related barriers prohibiting improving prevention of improper payments.","Please choose Root Cause 2.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","VA did not enforce requirements for third-party administrators or providers to submit claims in accordance with regulatory or contractual requirements. As a result, VA paid for excluded services that did not meet contractual requirements for timely claim submission.","218.3","Change Process – altering or updating a process or policy to prevent or correct error.","VA will continue clarifying payment methodology with third-party administrators to ensure claims are submitted in accordance with timely filing contract requirements. ","Actions taken regarding automation include continuing to update the claims processing systems to ensure claims are paid appropriately. Actions taken and planned regarding change process include drafting a letter for Community Nursing Homes to move to a standardized rate schedule to transition payments from a legacy system to an automated claims adjudication system. Moving to standardized rates will allow for increased automation to reduce manual processes and human error associated with claims not paid according to the contract rates or billed services that exceed the authorized care. In the interim, VA is developing training for certifying officials to ensure invoices are validated per the contract pricing prior to payment. VA will also continue working to enforce Community Care Network contract requirements to ensure third-party administrators bill at the correct allowable rates, ensure billed services are within the authorized care, and ensure claims are submitted within the required timeframes (see Note 1).","Q2 2025"
"Apr 25 2025  2:45PM","Apr 25 2025  2:45PM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","Purchased Long Term Services and Supports strives to empower Veterans to rise above the challenges of aging, disability, or serious illness. Geriatrics and Extended Care is for Veterans of all ages, including their families and caregivers. The program reported $218.30 million in projected monetary loss for FY 2024, which resulted from paying an amount that exceeded the contract rate, paying for claims not received within the required timeframe, or paying for billed services that exceeded the authorized care. There are no known financial, contractor or provider status related barriers prohibiting improving prevention of improper payments.","Please choose Root Cause 3.","Overpayments within agency control that occurred because of a Failure to Access Data/Information Needed.","VA did not enforce requirements for third-party administrators to ensure billed services were authorized or ensure certifying officials validated services did not exceed the authorized care. As a result, VA paid for services that exceeded the authorized amount.","218.3","Change Process – altering or updating a process or policy to prevent or correct error.","VA will continue clarifying payment methodology with third-party administrators to ensure billed services do not exceed the authorized amount. VA is also transitioning payments from a legacy system to an automated claims adjudication system.","Actions taken regarding automation include continuing to update the claims processing systems to ensure claims are paid appropriately. Actions taken and planned regarding change process include drafting a letter for Community Nursing Homes to move to a standardized rate schedule to transition payments from a legacy system to an automated claims adjudication system. Moving to standardized rates will allow for increased automation to reduce manual processes and human error associated with claims not paid according to the contract rates or billed services that exceed the authorized care. In the interim, VA is developing training for certifying officials to ensure invoices are validated per the contract pricing prior to payment. VA will also continue working to enforce Community Care Network contract requirements to ensure third-party administrators bill at the correct allowable rates, ensure billed services are within the authorized care, and ensure claims are submitted within the required timeframes (see Note 1).","Q2 2025"
"Dec 14 2018  1:15PM","Dec 14 2018  1:15PM","VA","VA Community Care","Provides timely and specialized care to eligible Veterans and allows VA to authorize Veteran care at a non-VA health care facility when the needed services are not available through the VA, or when the Veteran is unable to travel to a VA facility.","Please choose Root Cause 1","Administrative or process errors made by: federal agency","Centers for Medicare and Medicaid Services (CMS) rates were not fully implemented and deployed to the claims processing system as required by 38 CFR Â§ 17.56 and 17.1005 in accordance with VA Community Care policy.","1020.6","Implement the remaining Medicare Fee Schedules into VAâ€™s Fee Basis Claims System (FBCS).  Schedules include: Outpatient Rehabilitation & Comprehensive Outpatient Rehabilitation Facility, Skilled Nursing Facility Prospective Payment System, Rural Heal","By implementing the remaining Medicare Fee Schedules in FBCS, VHA Office of Community Care (OCC) can ensure CMS rates are fully implemented and are available to calculate reimbursement rates. Implementing the remaining Medicare Fee Schedules will hav","","Q4 2018"
"Dec 14 2018  1:15PM","Dec 14 2018  1:15PM","VA","VA Community Care","Provides timely and specialized care to eligible Veterans and allows VA to authorize Veteran care at a non-VA health care facility when the needed services are not available through the VA, or when the Veteran is unable to travel to a VA facility.","Please choose Root Cause 2","Administrative or process errors made by: federal agency","Various claims processing errors can occur due to manual processing or human intervention and therefore introduces risk. Categories include: application of scrubber edits, eligibility determinations, and keying errors. ","1020.6","Standardize the quality review process and establish a formal reporting process for supervisors to submit the results of quality reviews, actions taken to resolve the issues identified, and internal controls implemented to prevent future errors.","Through the implementation of a standardized quality review process, OCC will be able to detect error trends at both the local and national level. If error trends are detected, OCC staff will be in a position to act quickly to implement internal cont","","Q4 2018"
"Dec 14 2018  1:15PM","Dec 14 2018  1:15PM","VA","VA Community Care","Provides timely and specialized care to eligible Veterans and allows VA to authorize Veteran care at a non-VA health care facility when the needed services are not available through the VA, or when the Veteran is unable to travel to a VA facility.","Please choose Root Cause 3","Administrative or process errors made by: federal agency","Complex pricing rules and methodologies coupled with the use of a manual pricing process results in risk and errors related to payment amounts as well as other pricing and payment methodology errors. ","1020.6","Implement business rules into the Program Integrity Tool (PIT) and FBCS to proactively identify improper payments in a pre-payment state.","Implementing business rules into the PIT and FBCS to proactively identify improper payments in a pre-payment state will allow OCC to stop improper payments before they happen. With each business rule that is added to the PIT and FBCS, OCC will be in ","","Q4 2018"
"Apr 19 2019 10:09AM","Apr 19 2019 10:09AM","VA","VA Community Care","Provides timely and specialized care to eligible Veterans and allows VA to authorize Veteran care at a non-VA health care facility when the needed services are not available through the VA, or when the Veteran is unable to travel to a VA facility.","Please choose Root Cause 2.","Administrative or process errors made by: federal agency","Various claims processing errors can occur due to manual processing or human intervention and therefore introduces risk. Categories include: application of scrubber edits, eligibility determinations, and keying errors.","1020.6","Standardize the quality review process and establish a formal reporting process for supervisors to submit the results of quality reviews, actions taken to resolve the issues identified, and internal controls implemented to prevent future errors.","Office of Community Care (OCC) will be able to detect error trends at both the local and national level. If error trends are detected, internal controls will be implemented to prevent future errors.","","Q2 2019"
"Aug  9 2019  4:58PM","Aug  9 2019  4:58PM","VA","VA Community Care","The VA Community Care program provides timely and specialized care to eligible Veterans. The program allows VA to authorize Veteran care at a non-VA health care facility when the needed services are not available through the VA, or when the Veteran ","Please choose Root Cause 2.","Administrative or process errors made by: federal agency","Various claims processing errors can occur due to manual processing or human intervention and therefore introduces risk. Categories include: application of scrubber edits, eligibility determinations, and keying errors. ","1020.6","Standardize the quality review process and establish a formal reporting process for supervisors to submit the results of quality reviews, actions taken to resolve the issues identified, and internal controls implemented to prevent future errors.","OCC will be able to detect error trends at both the local and national level. If error trends are detected, internal controls will be implemented to prevent future errors. ","","Q3 2019"
"Oct 30 2019  6:22PM","Oct 30 2019  6:22PM","VA","VA Community Care","The VA Community Care program provides timely and specialized care to eligible Veterans. The program allows VA to authorize Veteran care at a non-VA health care facility when the needed services are not available through the VA, or when the Veteran i","Please choose Root Cause 2.","Administrative or process errors made by: federal agency","Various claims processing errors can occur due to manual processing or human intervention and therefore introduces risk. Categories include: application of scrubber edits, eligibility determinations, and keying errors. ","1020.6","Standardize the quality review process and establish a formal reporting process for supervisors to submit the results of quality reviews, actions taken to resolve the issues identified, and internal controls implemented to prevent future errors.","OCC will be able to detect error trends at both the local and national level. If error trends are detected, internal controls will be implemented to prevent future errors. ","","Q4 2019"
