"End Date","Recorded Date","Agency","Program Name","Accomplishment","AccomplishmentDate","Quarter Year"
"Jul 29 2024  2:28PM","Jul 29 2024  2:28PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Medicaid","The Medicaid Integrity Institute provided in-person education to states and territories covering: Data Experts Symposium, Medicaid Provider Audit & Investigative Skills Symposium, Certified Coder Outpatient Boot Camp, and Medicaid Coding for Non-Coders.","Jun  1 2024 12:00AM","Q3 2024"
"Jul 31 2024  1:54PM","Jul 31 2024  1:54PM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","FNS published a new dashboard that is intended to serve as a tool for FNS staff to quickly review the latest key SNAP state performance metrics available and identify states that may require additional support, technical assistance, or monitoring.","Jun  1 2024 12:00AM","Q3 2024"
"Aug  1 2024 11:11AM","Aug  1 2024 11:11AM","DEPARTMENT OF TRANSPORTATION","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","","","Q3 2024"
"Jul 31 2024  4:20PM","Jul 31 2024  4:20PM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","FNS presented information on the Community Eligibility Provision (CEP) at the Food Research and Action Center, National Anti-Hunger Policy Conference, emphasizing the benefits and impact of CEP.","Jun  1 2024 12:00AM","Q3 2024"
"Jul 31 2024  4:30PM","Jul 31 2024  4:30PM","UNITED STATES DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","FNS presented information on the Community Eligibility Provision (CEP) at the Food Research and Action Center, National Anti-Hunger Policy Conference, emphasizing the benefits and impact of CEP.","Jun  1 2024 12:00AM","Q3 2024"
"Nov  1 2024 11:24AM","Nov  1 2024 11:24AM","TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","Software Developer Working Group- IRS continued its partnership with members of key tax software associations to assist preparers in meeting their due diligence requirements and to discuss FY 2024 completed and FY 2025 planned Return Preparer Strategy treatments.","Aug  1 2024 12:00AM","Q4 2024"
"Feb 18 2025 10:22PM","Feb 18 2025 10:22PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","CMS issued payment year 2011 Risk Adjustment Data Validation audit reports to audited Medicare Advantage organizations in January 2025.","Jan  1 2025 12:00AM","Q1 2025"
"Oct 21 2024  1:54PM","Oct 21 2024  1:54PM","SMALL BUSINESS ADMINISTRATION","COVID-Economic Injury Disaster Loan (EIDL)","The COVID EIDL program has ended, and no additional funding is available for the
program.","Jan  1 2024 12:00AM","Q4 2024"
"Oct 21 2024  1:54PM","Oct 21 2024  1:54PM","SMALL BUSINESS ADMINISTRATION","COVID-Economic Injury Disaster Loan (EIDL)","","Jan  1 2024 12:00AM","Q4 2024"
"Oct 25 2024  8:44AM","Oct 25 2024  8:44AM","VETERANS ADMINISTRATION","Pension","VA finalized the Philadelphia Pension Management Center (PMC) Site Visit Audit. The final report was compiled and the corrective action closed for FY 2024. These internal audits aid in increasing claims accuracy and in the prevention of future improper payments.  ","Aug  1 2024 12:00AM","Q4 2024"
"Oct 25 2024 10:08AM","Oct 25 2024 10:08AM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","VA worked with third-party administrators to update the pricing schedule and reprocess claims based on pricing discrepancies found where third-party administrators were using the incorrect VA Fee Schedule instead of Medicare rates.","May  1 2024 12:00AM","Q4 2024"
"Oct 25 2024  4:53PM","Oct 25 2024  4:53PM","VETERANS ADMINISTRATION","VA Community Care","VA updated a risk tracker deliverable within the Community Care Network contract to resolve the issue when the incorrect National Provider Identifier (NPI) is provided on the claim and does not match the authorization's NPI.","Apr  1 2024 12:00AM","Q4 2024"
"Oct 28 2024  2:38PM","Oct 28 2024  2:38PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","Held two support sessions to provide training and a forum for discussion about program administration challenges that impact payment accuracy focused on best practices for conducting a root cause analysis of payment errors.","Sep  1 2024 12:00AM","Q4 2024"
"Oct 28 2024  4:12PM","Oct 28 2024  4:12PM","OFFICE OF PERSONNEL MANAGEMENT","Federal Retirement Services","For Q4 - RS reviewed approximately 12k reported death in the DNP portal using the death data sources which identified over 1700 annuitant accounts needing to be dropped for death.  All accounts were dropped, preventing further improper payments and saving over $3.3M.   ","Sep  1 2024 12:00AM","Q4 2024"
"Oct 29 2024 10:02AM","Oct 29 2024 10:02AM","DEPARTMENT OF TRANSPORTATION","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","FTA conducted outreach and payment integrity training with its regional offices and select transit authorities.","Jun  1 2024 12:00AM","Q4 2024"
"Oct 28 2024  9:05PM","Oct 28 2024  9:05PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Forgiveness","(1 of 2) The agency's primary goal for PPP loan forgiveness is to reduce the volume of
Unknown payments. SBA requests documentation from lenders (lenders, in turn request
documentation from borrowers) to resolve loans with unknown payments.","Sep  1 2024 12:00AM","Q4 2024"
"Oct 28 2024  9:26PM","Oct 28 2024  9:26PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Guaranty Purchases","The agency's primary goals of PPP Loan Guaranty Purchases is to reduce and resolve the volume of Unknown payments. SBA requests documentation from the lenders to resolve loans with unknown payments. SBA has held call with stakeholders to collect
documentation.","Sep  1 2024 12:00AM","Q4 2024"
"Oct 29 2024  4:53PM","Oct 29 2024  4:53PM","DEPARTMENT OF LABOR","Employment & Training Administration - Federal State Unemployment Insurance","Issued TEN No. 03-24 that announced implementation of the Modernized ICON Cloud Hub for real-time access to various nationwide integrity data to improve the detection of overpayments.","Aug  1 2024 12:00AM","Q4 2024"
"Nov  1 2024 11:37AM","Nov  1 2024 11:37AM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Latino Tax Fest â€“ The IRS delivered the presentation â€˜ABCâ€™s of Due Diligenceâ€™ at the 2024 Latino Tax Fest in June 2024. The presentation included information specific to understanding eligibility rules for the refundable credits, including the ACTC.  ","Jun  1 2024 12:00AM","Q4 2024"
"Nov  1 2024 11:47AM","Nov  1 2024 11:47AM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Latino Tax Fest â€“ The IRS delivered the presentation â€˜ABCâ€™s of Due Diligenceâ€™ at the 2024Latino Tax Fest in June 2024. The presentation included information specific to understanding eligibility rules for the refundable credits, including the EITC.","Jun  1 2024 12:00AM","Q4 2024"
"Nov  1 2024 11:55AM","Nov  1 2024 11:55AM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Latino Tax Fest â€“ The IRS delivered the presentation â€˜ABCâ€™s of Due Diligenceâ€™ at the 2024 Latino Tax Fest in June 2024. The presentation included information specific to understanding eligibility rules for the refundable credits, including the AOTC.","Jun  1 2024 12:00AM","Q4 2024"
"Oct 28 2024  4:12PM","Oct 28 2024  4:12PM","OFFICE OF PERSONNEL MANAGEMENT","Federal Retirement Services","For Q4 -RS reviewed approximately 2 accounts for chargebacks, identifying the status of the original check and replacement check.  All 2 (approximately $1300) were put into collection to reclaim an overpayment where both the original and replacement checks were negotiated. ","Sep  1 2024 12:00AM","Q4 2024"
"Oct 25 2024  8:44AM","Oct 25 2024  8:44AM","VETERANS ADMINISTRATION","Pension","VA reviewed 47 claims in Q4 to validate the proper policy and procedures were followed. See Note 1. Debts were established for applicable overpayments and referred for collection. See Note 2.  ","Aug  1 2024 12:00AM","Q4 2024"
"Oct 25 2024 10:08AM","Oct 25 2024 10:08AM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","VA submitted a change request in the automated claims adjudication system to update the claims processing system logic to validate authorization dates are within the effective dates in the Veterans Care Agreement prior to claims being adjudicated.","Jun  1 2024 12:00AM","Q4 2024"
"Oct 25 2024  4:53PM","Oct 25 2024  4:53PM","VETERANS ADMINISTRATION","VA Community Care","VA coordinated with third-party administrators on pricing discrepancies. It was determined the third-party administrators billed VA using the incorrect VA Fee Schedule allowable rate for unlisted procedure codes.","May  1 2024 12:00AM","Q4 2024"
"Oct 28 2024  2:38PM","Oct 28 2024  2:38PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","Held two support sessions to provide training and a forum for discussion about program administration challenges that impact payment accuracy focused on strategies for effective corrective action plan development.   ","Sep  1 2024 12:00AM","Q4 2024"
"Oct 28 2024  9:05PM","Oct 28 2024  9:05PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Forgiveness","(2 of 2) If documentation is not received, the loas is placed in a post-payment queue for
recovery of improperly paid funds.","Sep  1 2024 12:00AM","Q4 2024"
"Oct 29 2024  3:26PM","Oct 29 2024  3:26PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Provided a comprehensive overview of the National Plan & Provider Enumeration System and National Provider Identifier Requirements.","Oct  1 2024 12:00AM","Q4 2024"
"Oct 21 2024  1:54PM","Oct 21 2024  1:54PM","SMALL BUSINESS ADMINISTRATION","COVID-Economic Injury Disaster Loan (EIDL)","","Jan  1 2024 12:00AM","Q4 2024"
"Oct 29 2024  3:47PM","Oct 29 2024  3:47PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Provided a comprehensive overview of the National Plan & Provider Enumeration System and National Provider Identifier Requirements.","Oct  1 2024 12:00AM","Q4 2024"
"Oct 29 2024  4:05PM","Oct 29 2024  4:05PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Added 13 Healthcare Common Procedure Coding System codes which included orthoses, osteogenesis stimulators, and hospital beds to the Required Face-to-Face and Written Order Prior to Delivery List.","Aug  1 2024 12:00AM","Q4 2024"
"Oct 29 2024  4:19PM","Oct 29 2024  4:19PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Finalized a regulation in April 2024 that provided clarifications to the Risk Adjustment Data Validation audit appeals process.","Apr  1 2024 12:00AM","Q4 2024"
"Oct 29 2024  4:27PM","Oct 29 2024  4:28PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Released Part D quarterly reports (Pharmacy Risk Assessment,Â Drug Trend Analysis, Prescriber Risk Assessment, and Fraud Waste and Abuse Quarterly Plan Report) to plan sponsors to assist with fraud, waste, and abuse.","Sep  1 2024 12:00AM","Q4 2024"
"Oct 29 2024  4:37PM","Oct 29 2024  4:37PM","U.S. DEPARTMENT OF AGRICULTURE","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","RMA participated in the Data Mining Steering Committee meeting, in which representatives from Approved Insurance Providers and RMA representatives meet to discuss a variety of issues which include, but are not limited to, payment integrity issues. ","Sep  1 2024 12:00AM","Q4 2024"
"Oct 29 2024  4:53PM","Oct 29 2024  4:53PM","DEPARTMENT OF LABOR","Employment & Training Administration - Federal State Unemployment Insurance","Issued UIPL No. 17-24, announcing availability of additional funding to cover ongoing admin costs related to reporting, data retention, audit-related & oversight activities, efforts to detect, establish & recover overpayments, & reconciliation efforts for the PUA program.","Aug  1 2024 12:00AM","Q4 2024"
"Nov  1 2024 11:24AM","Nov  1 2024 11:24AM","TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","Frequently Asked Questions â€“ The IRS recently updated the frequently asked questions (FAQs) in Fact Sheet 2024-30 for the Premium Tax Credit. This update provided quick and efficient answers to common questions and concerns.","Sep  1 2024 12:00AM","Q4 2024"
"Nov  1 2024 11:37AM","Nov  1 2024 11:37AM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Software Developer Working Group â€“ The IRS continued its partnership with members of key tax software associations to assist preparers in meeting their due diligence requirements and to discuss FY 2024 completed and FY 2025 planned Return Preparer Strategy treatments.","Aug  1 2024 12:00AM","Q4 2024"
"Nov  1 2024 11:47AM","Nov  1 2024 11:47AM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","National Tax Forums â€“ IRS delivered the presentation entitled 'Steering Clear of Mistakesâ€“ A Review of Refundable Credits Eligibility Rules and ABCs of Due Diligence' to increase paid tax preparersâ€™ understanding of the eligibility rules and their due diligence.","Sep  1 2024 12:00AM","Q4 2024"
"Nov  1 2024 11:55AM","Nov  1 2024 11:55AM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Software Developer Working Group â€“ The IRS continued its partnership with members of key tax software associations to assist preparers in meeting their due diligence requirements and to discuss FY 2024 completed and FY 2025 planned Return Preparer Strategy treatments.","Aug  1 2024 12:00AM","Q4 2024"
"Oct 25 2024  8:44AM","Oct 25 2024  8:44AM","VETERANS ADMINISTRATION","Pension","In Q4, VA conducted a match with SSA to identify variances between SSA income a beneficiary is receiving versus amounts reported to VA by the beneficiary. Weekly batches of 500 claims were sent to claims processors to resolve discrepancies and prevent future overpayments. ","Aug  1 2024 12:00AM","Q4 2024"
"Oct 29 2024  1:09PM","Oct 29 2024  1:09PM","HEALTH AND HUMAN SERVICES","Administration for Children and Families (ACF) - Head Start","Continued to provide refresher sessions on identifying the correct type of payment and the appropriate root cause and root cause category for improper payments in order to develop targeted technical assistance to reduce the likelihood of future occurrence.","Jun  1 2024 12:00AM","Q4 2024"
"Oct 29 2024  1:29PM","Oct 29 2024  1:29PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Advance Premium Tax Credit (APTC)","After analyzing consumer complaints, the Center for Program Integrity launched a campaign targeting Agents and Brokers who pose the greatest risk to the Marketplace, based on specific indicators from the risk model.","Oct  1 2024 12:00AM","Q4 2024"
"Oct 29 2024  4:27PM","Oct 29 2024  4:28PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","","","Q4 2024"
"Oct 29 2024  1:29PM","Oct 29 2024  1:29PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","In FY 24, USDA released $50M in non-competitive Technology Innovation Grant (nTIG) funds for child nutrition State agencies to improve IT systems. USDA continues its work with grant recipients who are using funds to develop, improve, maintain Child Nutrition IT systems.","Sep  1 2024 12:00AM","Q4 2024"
"Oct 29 2024  1:32PM","Oct 29 2024  1:32PM","EDUCATION","Federal Pell Grant Program","FSA announced Betas 2-4 and interest forms for the 2025-26 FAFSA form. The purpose of Beta 2-4 is to test the FAFSA form at a larger scale with a wide variety of users to identify pain points and improve overall performance of the 2025-26 FAFSA.","Sep  1 2024 12:00AM","Q4 2024"
"Oct 29 2024  1:48PM","Oct 29 2024  1:49PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","In FY 24, USDA released $50M in non-competitive Technology Innovation Grant (nTIG) funds for child nutrition State agencies to improve IT systems. USDA continues its work with grant recipients who are using funds to develop, improve, maintain Child Nutrition IT systems.","Sep  1 2024 12:00AM","Q4 2024"
"Oct 29 2024  3:26PM","Oct 29 2024  3:26PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","The Medicaid Integrity Institute provided education to states and territories covering: Data Experts, Provider Audit & Investigative Skills, Outpatient and Inpatient Coding, Coding for Non-Coders, Program Integrity in Managed Care, and Fraud Schemes and Trends.","Sep  1 2024 12:00AM","Q4 2024"
"Oct 29 2024  3:47PM","Oct 29 2024  3:47PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicaid","The Medicaid Integrity Institute provided education to states and territories covering: Data Experts, Provider Audit & Investigative Skills, Outpatient and Inpatient Coding, Coding for Non-Coders, Program Integrity in Managed Care, and Fraud Schemes and Trends.","Sep  1 2024 12:00AM","Q4 2024"
"Oct 29 2024  4:05PM","Oct 29 2024  4:05PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Proposed regulations to reduce the timeframes for review/decision in a prior authorization request for the Hospital Outpatient Department Prior Authorization Program. This proposal brings the program into compliance with the Interoperability Rule requirements.","Jul  1 2024 12:00AM","Q4 2024"
"Oct 29 2024  4:19PM","Oct 29 2024  4:19PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","","","Q4 2024"
"Oct 29 2024  4:37PM","Oct 29 2024  4:37PM","U.S. DEPARTMENT OF AGRICULTURE","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","The Office of Inspector General deemed RMA compliant in its most recent audit of USDA's Fiscal Year 2023 improper payment requirements.","Jun  1 2024 12:00AM","Q4 2024"
"Feb  5 2025  4:16PM","Feb  5 2025  4:16PM","DEPARTMENT OF LABOR","Employment & Training Administration - Federal State Unemployment Insurance","Hosted a workshop to teach state UI agencies how to use the SIDES Outreach Toolkit to increase registrations and meet or exceed UIPL No. 19-16 guidelines and deployed the SIDES Power of Attorney Exchange in production.","Nov  1 2024 12:00AM","Q1 2025"
"Feb 10 2025  1:02PM","Feb 10 2025  1:02PM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","VA determined the states that are not using the Medicare Patient-Driven Payment Model in order to inform VA on the feasibility of moving remaining Community Nursing Homes to a standardized rate schedule.   ","Aug  1 2024 12:00AM","Q1 2025"
"Feb 10 2025  1:03PM","Feb 10 2025  1:03PM","VETERANS ADMINISTRATION","VA Community Care","VA coordinated internally on the creation of a contract modification package to further elaborate on standard episode of care claims processing. VA engaged in bilateral discussions with the third-party administrator on that modification.","Jul  1 2024 12:00AM","Q1 2025"
"Feb 13 2025  3:32PM","Feb 13 2025  3:32PM","OFFICE OF PERSONNEL MANAGEMENT","Federal Retirement Services","RS Fraud Branch reviewed over 12k reported deaths in DNP portal using 5 different death data sources. Of those reviewed, over 1700 annuitants were confirmed deceased and a death drop was performed, preventing further improper payments, saving over $3M in annuity payments.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 18 2025 10:00PM","Feb 18 2025 10:00PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Implemented a medical review effort for high-risk hospices in Nevada, California, Arizona, and Texas aimed at identifying probable hospice fraud causing possible beneficiary harm.","Oct  1 2024 12:00AM","Q1 2025"
"Feb 12 2025  8:20AM","Feb 12 2025  8:20AM","VETERANS ADMINISTRATION","Pension","VA compared FTI to beneficiary-reported income through Post Award Audits and identified 129 potential overpayments. Beneficiaries were notified and have 60 days to provide information to reduce or eliminate overpayments, after which VA will review for potential adjustments. ","Oct  1 2024 12:00AM","Q1 2025"
"Feb 18 2025 10:22PM","Feb 18 2025 10:22PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Disseminated Medicare Part C Utilization Trend Analysis in November 2024. Disseminated Medicare Part C Durable Medical Equipment Supplier Risk Assessment in December 2024.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 14 2025 11:45AM","Feb 14 2025 11:45AM","DEPARTMENT OF TRANSPORTATION","Federal Highway Administration Highway Planning and Construction","FHWA initiated FY 2025 Sampling and Estimation plan in accordance with the Payment Integrity Information Act of 2019 (PIIA).","Dec  1 2024 12:00AM","Q1 2025"
"Feb 13 2025  4:01PM","Feb 13 2025  4:01PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Forgiveness","The agency's primary goal for PPP loan forgiveness is to reduce the volume of Unknown payments between 2023 and 2024. SBA requests documentation from lenders (lenders, in turn requested documentation from borrowers) to resolve loans with unknown payments.","Sep  1 2024 12:00AM","Q1 2025"
"Feb 14 2025  1:14PM","Feb 14 2025  1:14PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Guaranty Purchases","The agency's primary goal for PPP Loan Guaranty Purchases is to reduce the volume of Unknown payments from 2023 to 2024. SBA requests documentation from the lenders to resolve loans with unknown payments. ","Sep  1 2024 12:00AM","Q1 2025"
"Feb 18 2025 10:38PM","Feb 18 2025 10:38PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Released Part D quarterly reports (Pharmacy Risk Assessment,Â Drug Trend Analysis, Prescriber Risk Assessment, and Fraud Waste and Abuse Quarterly Plan Report) to plan sponsors to assist with fraud, waste, and abuse.","Jan  1 2025 12:00AM","Q1 2025"
"Feb 18 2025 10:42PM","Feb 18 2025 10:42PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Provided technical assistance and guidance to the 17 states within a Payment Error Rate Measurement cycle to ensure their corrective action plans addressed the source of identified errors. Utilized Technical Advisory Groups to target specific risk areas.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 18 2025 11:15PM","Feb 18 2025 11:15PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Provided technical assistance and guidance to the 17 states within a Payment Error Rate Measurement cycle to ensure their corrective action plans addressed the source of identified errors. Utilized Technical Advisory Groups to target specific risk areas.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 20 2025 12:53PM","Feb 20 2025 12:53PM","HEALTH AND HUMAN SERVICES","Administration for Children and Families (ACF) - Child Care and Development Fund","Conducted Child Care and Development Fund program integrity and error rate training for states.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  6:01PM","Feb 18 2025  6:01PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","FNS discussed with States balancing payment accuracy/ timeliness in case processing. FNS provided successful strategies to monitor and measure the impact of interventions on payment accuracy to ensure staff make both correct and timely decisions.  ","Oct  1 2024 12:00AM","Q1 2025"
"Feb 21 2025 12:38PM","Feb 21 2025 12:39PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Virtual Tax Credits and Deductions Summit â€“ The Summit provided a forum for interested stakeholders in public and private organizations, such as tax industry professionals, federal agencies, consumer advocates, to collaborate and discuss various tax administration topics.","Oct  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  7:13PM","Feb 18 2025  7:13PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) Child and Adult Care Food Program (CACFP) Centers","FNS published research studies on characteristics of adult daycare centers and emergency shelters in CACFP. These studies help to characterize how CACFP fits into their operations and their challenges with the program.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 21 2025 12:46PM","Feb 21 2025 12:46PM","TREASURY","Internal Revenue Service - American Opportunity Tax Credit","Virtual Tax Credits and Deductions Summit- The Summit provided a forum for interested stakeholders in public and private organizations, such as tax industry professionals, federal agencies, consumer advocates, to collaborate and discuss various tax administration strategies.","Oct  1 2024 12:00AM","Q1 2025"
"Feb 21 2025  1:01PM","Feb 21 2025  1:01PM","TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","Software Developers Working Group - The IRS will continue partnerships with members of tax software associations to identify software enhancements and collaborative efforts that can help reduce the Net PTC errors made by taxpayers and paid preparers.","Oct  1 2024 12:00AM","Q1 2025"
"Feb 18 2025 10:00PM","Feb 18 2025 10:00PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Highlighted accurate billing and documentation practices in the Medicare Learning Network weekly newsletter for enteral nutrition, hip and knee replacement, immunosuppressive drugs, and infusion pumps.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 14 2025  1:14PM","Feb 14 2025  1:14PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Guaranty Purchases","","","Q1 2025"
"Feb 18 2025  1:14PM","Feb 18 2025  1:14PM","U.S. DEPARTMENT OF AGRICULTURE","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Presented Payment Integrity Information Act (PIIA) results to industry stakeholders at the National Crop Insurance Services Claims Managers meeting.  ","Jan  1 2025 12:00AM","Q1 2025"
"Apr 28 2025 10:31AM","Apr 28 2025 10:31AM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Issued the Fraud, Waste, and Abuse Quarterly Plan Report in March 2025. The report identifies fraud schemes and trends which helps plan sponsors monitor and take action on potential fraud, waste, and abuse.","Mar  1 2025 12:00AM","Q2 2025"
"Feb 18 2025  1:46PM","Feb 18 2025  1:46PM","U.S. DEPARTMENT OF AGRICULTURE","Commodity Credit Corporation (CCC) Livestock Forage Disaster Program (LFP)","Finalized an LFP software enhancement that includes an interface with the National Crop Table to automatically populate, replacing a manual entry of the grazing carrying capacity of the forage acreage in the application process.  ","Feb  1 2025 12:00AM","Q1 2025"
"Feb 18 2025  1:56PM","Feb 18 2025  1:56PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","In November 2024, to help ensure consistency between OASDI and Supplemental Security Income (SSI) overpayment waiver policies and procedures, we consolidated and merged policies making the waiver process easier to implement for the public and technicians.","Nov  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  2:40PM","Feb 18 2025  2:40PM","SOCIAL SECURITY ADMINISTRATION","Supplemental Security Income (SSI)","In November 2024, to help ensure consistency between Old-Age, Survivors, and Disability Insurance (OASDI) and SSI overpayment waiver policies and procedures, we consolidated and merged policies making the waiver process easier to implement for the public and technicians.","Nov  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  3:33PM","Feb 18 2025  3:33PM","EDUCATION","Federal Pell Grant Program","The Department made available a new service release for EDExpress for Windows 2024â€“25, Release 2.0, that resolves software issues in the Pell Grant module. The release corrects software issues that have the potential to lead to improper payments.","Sep  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  5:25PM","Feb 18 2025  5:25PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Data collection for FNSâ€™s NSLP/SBP IP study concluded and data analysis has begun. Results will provide us with an updated baseline for IP estimates. This will be the first updated baseline using data collected since the Covid-19 pandemic and will improve FNS's IP estimates.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  5:34PM","Feb 18 2025  5:34PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Data collection for FNSâ€™s NSLP/SBP IP study concluded and data analysis has begun. Results will provide us with an updated baseline for IP estimates. This will be the first updated baseline using data collected since the Covid-19 pandemic and will improve FNS's IP estimates.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  6:01PM","Feb 18 2025  6:01PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","In management evaluations of State operations, FNS identified 12 findings impacting payment accuracy for corrective action, including not notifying clients of requirements to report certain changes in income, failure to conduct data checks, improper calculation of benefits.","Jan  1 2025 12:00AM","Q1 2025"
"Feb 10 2025  1:02PM","Feb 10 2025  1:02PM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","VA requested an update to the consult toolbox to tie the referral in the authorization system to the Standard Episode of Care to ensure claims are associated with a valid referral. ","Nov  1 2024 12:00AM","Q1 2025"
"Feb 10 2025  1:03PM","Feb 10 2025  1:03PM","VETERANS ADMINISTRATION","VA Community Care","VA researched and categorized findings related to the various pricing discrepancies in the Community Care Network contracts, which is a key milestone in VA's efforts to enforce contract requirements for third-party administrators to bill at the correct allowable rates.","Sep  1 2024 12:00AM","Q1 2025"
