"Fiscal_Year","Agency","Program_Name","Column_names","Multiselect_Text","Question","Section","Reporting_Phases_Current_FY"
"2024","DOT","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","cyp6_app1_8","","[cyp6_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments","Phase 2"
"2024","DOT","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","cyp6_atp1_8","","[cyp6_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp2_app1_8","","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp2_atp1_8","","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No):  [atp1] Automation [atp2] Behavioral/Psych Influence [atp3] Training [atp4] Change Process [atp5] Cross Enterprise Sharing [atp6] Audit [atp7] Predictive Analytics [atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2024","TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","cyp3_atp1_8","","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","cyp3_app1_8","","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","cyp5_atp1_8","Change Process","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","cyp5_atp1_8","Automation","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","cyp5_app1_8","Training","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","DOT","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","cyp5_atp1_8","Training","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","DOT","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","cyp5_app1_8","Training","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp3_app1_8","Training","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp3_app1_8","Cross Enterprise Sharing","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","cyp5_app1_8","Change Process","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp2_app1_8","Automation","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp2_app1_8","Training","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp2_app1_8","Cross Enterprise Sharing","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp2_app1_8","Predictive Analytics","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp2_atp1_8","Automation","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No):  [atp1] Automation [atp2] Behavioral/Psych Influence [atp3] Training [atp4] Change Process [atp5] Cross Enterprise Sharing [atp6] Audit [atp7] Predictive Analytics [atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp3_atp1_8","Training","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp3_app1_8","Audit","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp3_atp1_8","Cross Enterprise Sharing","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp3_atp1_8","Change Process","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp3_atp1_8","Audit","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp2_atp1_8","Audit","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No):  [atp1] Automation [atp2] Behavioral/Psych Influence [atp3] Training [atp4] Change Process [atp5] Cross Enterprise Sharing [atp6] Audit [atp7] Predictive Analytics [atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp2_atp1_8","Predictive Analytics","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No):  [atp1] Automation [atp2] Behavioral/Psych Influence [atp3] Training [atp4] Change Process [atp5] Cross Enterprise Sharing [atp6] Audit [atp7] Predictive Analytics [atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2023","ED","William D. Ford Federal Direct Loan Program","cyp3_app1_8","Behavioral/Psych Influence","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","ED","William D. Ford Federal Direct Loan Program","cyp3_app1_8","Training","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","DOD","Commercial Pay – Mechanization of Contract Administration Services (MOCAS)","cyp2_app1_8","Training","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2024","DOD","Commercial Pay – Mechanization of Contract Administration Services (MOCAS)","cyp2_atp1_8","Training","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No):  [atp1] Automation [atp2] Behavioral/Psych Influence [atp3] Training [atp4] Change Process [atp5] Cross Enterprise Sharing [atp6] Audit [atp7] Predictive Analytics [atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2024","TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","cyp2_atp1_8","","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No):  [atp1] Automation [atp2] Behavioral/Psych Influence [atp3] Training [atp4] Change Process [atp5] Cross Enterprise Sharing [atp6] Audit [atp7] Predictive Analytics [atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2024","TREASURY","Internal Revenue Service - US Coronavirus Refundable Credits","cyp2_app1_8","","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2024","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","cyp3_app1_8","Change Process","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","cyp3_app1_8","Training","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","cyp3_atp1_8","Change Process","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","cyp3_atp1_8","Automation","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","DOT","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","cyp3_atp1_8","Training","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","DOT","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","cyp3_app1_8","Training","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","cyp2_app1_8","","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2024","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","cyp2_atp1_8","","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No):  [atp1] Automation [atp2] Behavioral/Psych Influence [atp3] Training [atp4] Change Process [atp5] Cross Enterprise Sharing [atp6] Audit [atp7] Predictive Analytics [atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp3_app1_8","Automation","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp3_app1_8","Behavioral/Psych Influence","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp3_app1_8","Cross Enterprise Sharing","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp3_atp1_8","Automation","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp3_atp1_8","Behavioral/Psych Influence","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp3_atp1_8","Cross Enterprise Sharing","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp5_app1_8","Training","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp5_app1_8","Cross Enterprise Sharing","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp5_app1_8","Audit","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp5_atp1_8","Training","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp5_atp1_8","Audit","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp5_atp1_8","Cross Enterprise Sharing","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp5_atp1_8","Change Process","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","ED","William D. Ford Federal Direct Loan Program","cyp3_app1_8","Change Process","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","ED","William D. Ford Federal Direct Loan Program","cyp3_app1_8","Cross Enterprise Sharing","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","ED","William D. Ford Federal Direct Loan Program","cyp3_app1_8","Audit","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","ED","William D. Ford Federal Direct Loan Program","cyp3_app1_8","Predictive Analytics","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","VA","Pension","cyp2_app1_8","Training","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2024","VA","Pension","cyp2_app1_8","Automation","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2024","VA","Pension","cyp2_app1_8","Audit","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2024","VA","Pension","cyp2_atp1_8","Automation","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No):  [atp1] Automation [atp2] Behavioral/Psych Influence [atp3] Training [atp4] Change Process [atp5] Cross Enterprise Sharing [atp6] Audit [atp7] Predictive Analytics [atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2024","VA","Pension","cyp2_atp1_8","Audit","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No):  [atp1] Automation [atp2] Behavioral/Psych Influence [atp3] Training [atp4] Change Process [atp5] Cross Enterprise Sharing [atp6] Audit [atp7] Predictive Analytics [atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2023","ED","William D. Ford Federal Direct Loan Program","cyp3_atp1_8","Behavioral/Psych Influence","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","ED","William D. Ford Federal Direct Loan Program","cyp3_atp1_8","Training","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","ED","William D. Ford Federal Direct Loan Program","cyp3_atp1_8","Change Process","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","ED","William D. Ford Federal Direct Loan Program","cyp3_atp1_8","Cross Enterprise Sharing","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp5_app1_8","Automation","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp5_app1_8","Behavioral/Psych Influence","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp5_app1_8","Training","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp5_app1_8","Cross Enterprise Sharing","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp5_atp1_8","Automation","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp5_atp1_8","Behavioral/Psych Influence","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","DOD","Commercial Pay – Mechanization of Contract Administration Services (MOCAS)","cyp3_app1_8","","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","cyp2_atp1_8","","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No):  [atp1] Automation [atp2] Behavioral/Psych Influence [atp3] Training [atp4] Change Process [atp5] Cross Enterprise Sharing [atp6] Audit [atp7] Predictive Analytics [atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2024","USDA","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","cyp2_app1_8","","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp5_atp1_8","Training","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp5_atp1_8","Cross Enterprise Sharing","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp5_atp1_8","Audit","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","cyp5_atp1_8","Predictive Analytics","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","DOD","Commercial Pay – Mechanization of Contract Administration Services (MOCAS)","cyp3_atp1_8","","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","DOT","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","cyp2_atp1_8","","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No):  [atp1] Automation [atp2] Behavioral/Psych Influence [atp3] Training [atp4] Change Process [atp5] Cross Enterprise Sharing [atp6] Audit [atp7] Predictive Analytics [atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2024","DOT","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","cyp2_app1_8","","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp6_atp1_8","","[cyp6_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp6_app1_8","","[cyp6_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp7_app1_8","","[cyp7_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Foster Care Title IV-E","cyp7_atp1_8","","[cyp7_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2024","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","cyp3_app1_8","Training","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","cyp3_app1_8","Audit","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","cyp3_atp1_8","Audit","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","cyp3_atp1_8","Training","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
